"year","loans","county_name","state_name"
"2008","76","Henry County","Kentucky"
"2008","181","Henry County","Missouri"
"2008","147","Henry County","Ohio"
"2008","169","Henry County","Tennessee"
"2008","258","Henry County","Virginia"
"2008","326","Herkimer County","New York"
"2008","1304","Hernando County","Florida"
"2008","105","Hertford County","North Carolina"
"2008","9","Hettinger County","North Dakota"
"2008","15","Hickman County","Kentucky"
"2008","162","Hickman County","Tennessee"
"2008","19","Hickory County","Missouri"
"2008","9","Hidalgo County","New Mexico"
"2008","3151","Hidalgo County","Texas"
"2008","232","Highland County","Ohio"
"2008","5","Highland County","Virginia"
"2008","403","Highlands County","Florida"
"2008","130","Hill County","Montana"
"2008","145","Hill County","Texas"
"2008","9659","Hillsborough County","Florida"
"2008","2944","Hillsborough County","New Hampshire"
"2008","251","Hillsdale County","Michigan"
"2008","1149","Hinds County","Mississippi"
"2008","1","Hinsdale County","Colorado"
"2008","8","Hitchcock County","Nebraska"
"2008","116","Hocking County","Ohio"
"2008","198","Hockley County","Texas"
"2008","7","Hodgeman County","Kansas"
"2008","948","Hoke County","North Carolina"
"2008","40","Holmes County","Florida"
"2008","25","Holmes County","Mississippi"
"2008","101","Holmes County","Ohio"
"2008","26","Holt County","Missouri"
"2008","39","Holt County","Nebraska"
"2008","5757","Honolulu County","Hawaii"
"2008","508","Hood County","Texas"
"2008","116","Hood River County","Oregon"
"2008","1","Hooker County","Nebraska"
"2008","159","Hopewell city","Virginia"
"2008","190","Hopkins County","Kentucky"
"2008","167","Hopkins County","Texas"
"2008","55","Hormigueros Municipio","Puerto Rico"
"2008","2313","Horry County","South Carolina"
"2008","149","Hot Spring County","Arkansas"
"2008","39","Hot Springs County","Wyoming"
"2008","134","Houghton County","Michigan"
"2008","925","Houston County","Alabama"
"2008","1667","Houston County","Georgia"
"2008","108","Houston County","Minnesota"
"2008","44","Houston County","Tennessee"
"2008","39","Houston County","Texas"
"2008","47","Howard County","Arkansas"
"2008","715","Howard County","Indiana"
"2008","26","Howard County","Iowa"
"2008","3173","Howard County","Maryland"
"2008","75","Howard County","Missouri"
"2008","18","Howard County","Nebraska"
"2008","251","Howard County","Texas"
"2008","142","Howell County","Missouri"
"2008","59","Hubbard County","Minnesota"
"2008","4986","Hudson County","New Jersey"
"2008","6","Hudspeth County","Texas"
"2008","16","Huerfano County","Colorado"
"2008","59","Hughes County","Oklahoma"
"2008","139","Hughes County","South Dakota"
"2008","271","Humacao Municipio","Puerto Rico"
"2008","498","Humboldt County","California"
"2008","80","Humboldt County","Iowa"
"2008","94","Humboldt County","Nevada"
"2008","21","Humphreys County","Mississippi"
"2008","117","Humphreys County","Tennessee"
"2008","530","Hunt County","Texas"
"2008","1252","Hunterdon County","New Jersey"
"2008","184","Huntingdon County","Pennsylvania"
"2008","253","Huntington County","Indiana"
"2008","118","Huron County","Michigan"
"2008","379","Huron County","Ohio"
"2008","39","Hutchinson County","South Dakota"
"2008","197","Hutchinson County","Texas"
"2008","11","Hyde County","North Carolina"
"2008","8","Hyde County","South Dakota"
"2008","361","Iberia Parish","Louisiana"
"2008","178","Iberville Parish","Louisiana"
"2008","33","Ida County","Iowa"
"2008","70","Idaho County","Idaho"
"2008","1071","Imperial County","California"
"2008","179","Independence County","Arkansas"
"2008","1013","Indian River County","Florida"
"2008","363","Indiana County","Pennsylvania"
"2008","1828","Ingham County","Michigan"
"2008","63","Inyo County","California"
"2008","337","Ionia County","Michigan"
"2008","79","Iosco County","Michigan"
"2008","128","Iowa County","Iowa"
"2008","160","Iowa County","Wisconsin"
"2008","1552","Iredell County","North Carolina"
"2008","9","Irion County","Texas"
"2008","59","Iron County","Michigan"
"2008","61","Iron County","Missouri"
"2008","360","Iron County","Utah"
"2008","33","Iron County","Wisconsin"
"2008","166","Iroquois County","Illinois"
"2008","18","Irwin County","Georgia"
"2008","307","Isabela Municipio","Puerto Rico"
"2008","261","Isabella County","Michigan"
"2008","373","Isanti County","Minnesota"
"2008","652","Island County","Washington"
"2008","374","Isle of Wight County","Virginia"
"2008","223","Itasca County","Minnesota"
"2008","100","Itawamba County","Mississippi"
"2008","30","Izard County","Arkansas"
"2008","37","Jack County","Texas"
"2008","170","Jackson County","Alabama"
"2008","72","Jackson County","Arkansas"
"2008","6","Jackson County","Colorado"
"2008","158","Jackson County","Florida"
"2008","670","Jackson County","Georgia"
"2008","205","Jackson County","Illinois"
"2008","360","Jackson County","Indiana"
"2008","91","Jackson County","Iowa"
"2008","101","Jackson County","Kansas"
"2008","18","Jackson County","Kentucky"
"2008","946","Jackson County","Michigan"
"2008","34","Jackson County","Minnesota"
"2008","890","Jackson County","Mississippi"
"2008","6562","Jackson County","Missouri"
"2008","172","Jackson County","North Carolina"
"2008","113","Jackson County","Ohio"
"2008","208","Jackson County","Oklahoma"
"2008","1293","Jackson County","Oregon"
"2008","2","Jackson County","South Dakota"
"2008","51","Jackson County","Tennessee"
"2008","71","Jackson County","Texas"
"2008","137","Jackson County","West Virginia"
"2008","37","Jackson County","Wisconsin"
"2008","49","Jackson Parish","Louisiana"
"2008","849","James City County","Virginia"
"2008","91","Jasper County","Georgia"
"2008","26","Jasper County","Illinois"
"2008","271","Jasper County","Indiana"
"2008","313","Jasper County","Iowa"
"2008","47","Jasper County","Mississippi"
"2008","1170","Jasper County","Missouri"
"2008","97","Jasper County","South Carolina"
"2008","146","Jasper County","Texas"
"2008","112","Jay County","Indiana"
"2008","26","Jayuya Municipio","Puerto Rico"
"2008","22","Jeff Davis County","Georgia"
"2008","6","Jeff Davis County","Texas"
"2008","6027","Jefferson County","Alabama"
"2008","412","Jefferson County","Arkansas"
"2008","6384","Jefferson County","Colorado"
"2008","61","Jefferson County","Florida"
"2008","43","Jefferson County","Georgia"
"2008","255","Jefferson County","Idaho"
"2008","230","Jefferson County","Illinois"
"2008","216","Jefferson County","Indiana"
"2008","124","Jefferson County","Iowa"
"2008","155","Jefferson County","Kansas"
"2008","6701","Jefferson County","Kentucky"
"2008","5","Jefferson County","Mississippi"
"2008","2321","Jefferson County","Missouri"
"2008","64","Jefferson County","Montana"
"2008","38","Jefferson County","Nebraska"
"2008","704","Jefferson County","New York"
"2008","377","Jefferson County","Ohio"
"2008","16","Jefferson County","Oklahoma"
"2008","108","Jefferson County","Oregon"
"2008","167","Jefferson County","Pennsylvania"
"2008","295","Jefferson County","Tennessee"
"2008","1555","Jefferson County","Texas"
"2008","152","Jefferson County","Washington"
"2008","644","Jefferson County","West Virginia"
"2008","549","Jefferson County","Wisconsin"
"2008","21","Jefferson Davis County","Mississippi"
"2008","157","Jefferson Davis Parish","Louisiana"
"2008","2468","Jefferson Parish","Louisiana"
"2008","16","Jenkins County","Georgia"
"2008","139","Jennings County","Indiana"
"2008","11","Jerauld County","South Dakota"
"2008","136","Jerome County","Idaho"
"2008","164","Jersey County","Illinois"
"2008","440","Jessamine County","Kentucky"
"2008","8","Jewell County","Kansas"
"2008","12","Jim Hogg County","Texas"
"2008","185","Jim Wells County","Texas"
"2008","78","Jo Daviess County","Illinois"
"2008","162","Johnson County","Arkansas"
"2008","5","Johnson County","Georgia"
"2008","42","Johnson County","Illinois"
"2008","1770","Johnson County","Indiana"
"2008","1725","Johnson County","Iowa"
"2008","7489","Johnson County","Kansas"
"2008","80","Johnson County","Kentucky"
"2008","409","Johnson County","Missouri"
"2008","22","Johnson County","Nebraska"
"2008","44","Johnson County","Tennessee"
"2008","1527","Johnson County","Texas"
"2008","82","Johnson County","Wyoming"
"2008","2097","Johnston County","North Carolina"
"2008","46","Johnston County","Oklahoma"
"2008","161","Jones County","Georgia"
"2008","139","Jones County","Iowa"
"2008","326","Jones County","Mississippi"
"2008","59","Jones County","North Carolina"
"2008","2","Jones County","South Dakota"
"2008","109","Jones County","Texas"
"2008","422","Josephine County","Oregon"
"2008","76","Juab County","Utah"
"2008","319","Juana D�az Municipio","Puerto Rico"
"2008","6","Judith Basin County","Montana"
"2008","289","Juncos Municipio","Puerto Rico"
"2008","313","Juneau City and Borough","Alaska"
"2008","90","Juneau County","Wisconsin"
"2008","104","Juniata County","Pennsylvania"
"2008","2085","Kalamazoo County","Michigan"
"2008","68","Kalkaska County","Michigan"
"2008","66","Kanabec County","Minnesota"
"2008","1361","Kanawha County","West Virginia"
"2008","151","Kandiyohi County","Minnesota"
"2008","4509","Kane County","Illinois"
"2008","40","Kane County","Utah"
"2008","811","Kankakee County","Illinois"
"2008","31","Karnes County","Texas"
"2008","211","Kauai County","Hawaii"
"2008","1188","Kaufman County","Texas"
"2008","322","Kay County","Oklahoma"
"2008","28","Kearney County","Nebraska"
"2008","12","Kearny County","Kansas"
"2008","42","Keith County","Nebraska"
"2008","7","Kemper County","Mississippi"
"2008","592","Kenai Peninsula Borough","Alaska"
"2008","1767","Kendall County","Illinois"
"2008","339","Kendall County","Texas"
"2008","517","Kennebec County","Maine"
"2008","1355","Kenosha County","Wisconsin"
"2008","1565","Kent County","Delaware"
"2008","132","Kent County","Maryland"
"2008","4892","Kent County","Michigan"
"2008","1366","Kent County","Rhode Island"
"2008","1","Kent County","Texas"
"2008","1807","Kenton County","Kentucky"
"2008","40","Keokuk County","Iowa"
"2008","7474","Kern County","California"
"2008","272","Kerr County","Texas"
"2008","513","Kershaw County","South Carolina"
"2008","91","Ketchikan Gateway Borough","Alaska"
"2008","127","Kewaunee County","Wisconsin"
"2008","8","Keweenaw County","Michigan"
"2008","18","Kidder County","North Dakota"
"2008","24","Kimball County","Nebraska"
"2008","7","Kimble County","Texas"
"2008","18451","King County","Washington"
"2008","225","King George County","Virginia"
"2008","217","King William County","Virginia"
"2008","31","King and Queen County","Virginia"
"2008","112","Kingfisher County","Oklahoma"
"2008","74","Kingman County","Kansas"
"2008","792","Kings County","California"
"2008","8340","Kings County","New York"
"2008","36","Kingsbury County","South Dakota"
"2008","14","Kinney County","Texas"
"2008","6","Kiowa County","Colorado"
"2008","5","Kiowa County","Kansas"
"2008","38","Kiowa County","Oklahoma"
"2008","42","Kit Carson County","Colorado"
"2008","2139","Kitsap County","Washington"
"2008","265","Kittitas County","Washington"
"2008","14","Kittson County","Minnesota"
"2008","388","Klamath County","Oregon"
"2008","142","Kleberg County","Texas"
"2008","75","Klickitat County","Washington"
"2008","20","Knott County","Kentucky"
"2008","325","Knox County","Illinois"
"2008","267","Knox County","Indiana"
"2008","95","Knox County","Kentucky"
"2008","140","Knox County","Maine"
"2008","7","Knox County","Missouri"
"2008","22","Knox County","Nebraska"
"2008","423","Knox County","Ohio"
"2008","5070","Knox County","Tennessee"
"2008","20","Knox County","Texas"
"2008","127","Kodiak Island Borough","Alaska"
"2008","15","Koochiching County","Minnesota"
"2008","1612","Kootenai County","Idaho"
"2008","625","Kosciusko County","Indiana"
"2008","72","Kossuth County","Iowa"
"2008","874","La Crosse County","Wisconsin"
"2008","28","La Paz County","Arizona"
"2008","390","La Plata County","Colorado"
"2008","7","La Salle County","Texas"
"2008","76","La Salle Parish","Louisiana"
"2008","151","LaGrange County","Indiana"
"2008","12","LaMoure County","North Dakota"
"2008","762","LaPorte County","Indiana"
"2008","655","LaSalle County","Illinois"
"2008","156","Labette County","Kansas"
"2008","22","Lac qui Parle County","Minnesota"
"2008","1318","Lackawanna County","Pennsylvania"
"2008","142","Laclede County","Missouri"
"2008","20","Lafayette County","Arkansas"
"2008","13","Lafayette County","Florida"
"2008","265","Lafayette County","Mississippi"
"2008","242","Lafayette County","Missouri"
"2008","49","Lafayette County","Wisconsin"
"2008","2323","Lafayette Parish","Louisiana"
"2008","648","Lafourche Parish","Louisiana"
"2008","83","Lajas Municipio","Puerto Rico"
"2008","282","Lake County","California"
"2008","65","Lake County","Colorado"
"2008","2358","Lake County","Florida"
"2008","5317","Lake County","Illinois"
"2008","4030","Lake County","Indiana"
"2008","33","Lake County","Michigan"
"2008","73","Lake County","Minnesota"
"2008","55","Lake County","Montana"
"2008","2031","Lake County","Ohio"
"2008","31","Lake County","Oregon"
"2008","107","Lake County","South Dakota"
"2008","16","Lake County","Tennessee"
"2008","14","Lake of the Woods County","Minnesota"
"2008","21","Lamar County","Alabama"
"2008","92","Lamar County","Georgia"
"2008","598","Lamar County","Mississippi"
"2008","202","Lamar County","Texas"
"2008","59","Lamb County","Texas"
"2008","115","Lamoille County","Vermont"
"2008","178","Lampasas County","Texas"
"2008","2786","Lancaster County","Nebraska"
"2008","4160","Lancaster County","Pennsylvania"
"2008","1026","Lancaster County","South Carolina"
"2008","35","Lancaster County","Virginia"
"2008","22","Lander County","Nevada"
"2008","6","Lane County","Kansas"
"2008","2225","Lane County","Oregon"
"2008","123","Langlade County","Wisconsin"
"2008","93","Lanier County","Georgia"
"2008","478","Lapeer County","Michigan"
"2008","1235","Laramie County","Wyoming"
"2008","37","Lares Municipio","Puerto Rico"
"2008","3361","Larimer County","Colorado"
"2008","89","Larue County","Kentucky"
"2008","81","Las Animas County","Colorado"
"2008","11","Las Mar�as Municipio","Puerto Rico"
"2008","454","Las Piedras Municipio","Puerto Rico"
"2008","157","Lassen County","California"
"2008","265","Latah County","Idaho"
"2008","24","Latimer County","Oklahoma"
"2008","777","Lauderdale County","Alabama"
"2008","416","Lauderdale County","Mississippi"
"2008","133","Lauderdale County","Tennessee"
"2008","292","Laurel County","Kentucky"
"2008","151","Laurens County","Georgia"
"2008","269","Laurens County","South Carolina"
"2008","62","Lavaca County","Texas"
"2008","172","Lawrence County","Alabama"
"2008","73","Lawrence County","Arkansas"
"2008","78","Lawrence County","Illinois"
"2008","250","Lawrence County","Indiana"
"2008","46","Lawrence County","Kentucky"
"2008","43","Lawrence County","Mississippi"
"2008","289","Lawrence County","Missouri"
"2008","395","Lawrence County","Ohio"
"2008","540","Lawrence County","Pennsylvania"
"2008","243","Lawrence County","South Dakota"
"2008","221","Lawrence County","Tennessee"
"2008","324","Le Flore County","Oklahoma"
"2008","208","Le Sueur County","Minnesota"
"2008","434","Lea County","New Mexico"
"2008","58","Leake County","Mississippi"
"2008","814","Leavenworth County","Kansas"
"2008","1262","Lebanon County","Pennsylvania"
"2008","1481","Lee County","Alabama"
"2008","15","Lee County","Arkansas"
"2008","5459","Lee County","Florida"
"2008","381","Lee County","Georgia"
"2008","181","Lee County","Illinois"
"2008","69","Lee County","Iowa"
"2008","12","Lee County","Kentucky"
"2008","731","Lee County","Mississippi"
"2008","473","Lee County","North Carolina"
"2008","41","Lee County","South Carolina"
"2008","53","Lee County","Texas"
"2008","79","Lee County","Virginia"
"2008","67","Leelanau County","Michigan"
"2008","88","Leflore County","Mississippi"
"2008","3409","Lehigh County","Pennsylvania"
"2008","46","Lemhi County","Idaho"
"2008","539","Lenawee County","Michigan"
"2008","222","Lenoir County","North Carolina"
"2008","2175","Leon County","Florida"
"2008","63","Leon County","Texas"
"2008","5","Leslie County","Kentucky"
"2008","48","Letcher County","Kentucky"
"2008","95","Levy County","Florida"
"2008","20","Lewis County","Idaho"
"2008","40","Lewis County","Kentucky"
"2008","11","Lewis County","Missouri"
"2008","117","Lewis County","New York"
"2008","61","Lewis County","Tennessee"
"2008","483","Lewis County","Washington"
"2008","66","Lewis County","West Virginia"
"2008","439","Lewis and Clark County","Montana"
"2008","2870","Lexington County","South Carolina"
"2008","17","Lexington city","Virginia"
"2008","15","Liberty County","Florida"
"2008","682","Liberty County","Georgia"
"2008","7","Liberty County","Montana"
"2008","306","Liberty County","Texas"
"2008","1445","Licking County","Ohio"
"2008","1107","Limestone County","Alabama"
"2008","78","Limestone County","Texas"
"2008","37","Lincoln County","Arkansas"
"2008","23","Lincoln County","Colorado"
"2008","26","Lincoln County","Georgia"
"2008","18","Lincoln County","Idaho"
"2008","4","Lincoln County","Kansas"
"2008","107","Lincoln County","Kentucky"
"2008","101","Lincoln County","Maine"
"2008","17","Lincoln County","Minnesota"
"2008","140","Lincoln County","Mississippi"
"2008","538","Lincoln County","Missouri"
"2008","69","Lincoln County","Montana"
"2008","244","Lincoln County","Nebraska"
"2008","12","Lincoln County","Nevada"
"2008","98","Lincoln County","New Mexico"
"2008","700","Lincoln County","North Carolina"
"2008","200","Lincoln County","Oklahoma"
"2008","189","Lincoln County","Oregon"
"2008","949","Lincoln County","South Dakota"
"2008","185","Lincoln County","Tennessee"
"2008","63","Lincoln County","Washington"
"2008","59","Lincoln County","West Virginia"
"2008","150","Lincoln County","Wisconsin"
"2008","145","Lincoln County","Wyoming"
"2008","281","Lincoln Parish","Louisiana"
"2008","3081","Linn County","Iowa"
"2008","54","Linn County","Kansas"
"2008","74","Linn County","Missouri"
"2008","861","Linn County","Oregon"
"2008","24","Lipscomb County","Texas"
"2008","1411","Litchfield County","Connecticut"
"2008","51","Little River County","Arkansas"
"2008","42","Live Oak County","Texas"
"2008","186","Livingston County","Illinois"
"2008","44","Livingston County","Kentucky"
"2008","1427","Livingston County","Michigan"
"2008","89","Livingston County","Missouri"
"2008","388","Livingston County","New York"
"2008","1454","Livingston Parish","Louisiana"
"2008","147","Llano County","Texas"
"2008","102","Logan County","Arkansas"
"2008","191","Logan County","Colorado"
"2008","84","Logan County","Illinois"
"2008","13","Logan County","Kansas"
"2008","166","Logan County","Kentucky"
"2008","5","Logan County","Nebraska"
"2008","6","Logan County","North Dakota"
"2008","254","Logan County","Ohio"
"2008","414","Logan County","Oklahoma"
"2008","140","Logan County","West Virginia"
"2008","139","Long County","Georgia"
"2008","962","Lonoke County","Arkansas"
"2008","2628","Lorain County","Ohio"
"2008","154","Los Alamos County","New Mexico"
"2008","43995","Los Angeles County","California"
"2008","457","Loudon County","Tennessee"
"2008","5977","Loudoun County","Virginia"
"2008","36","Louisa County","Iowa"
"2008","335","Louisa County","Virginia"
"2008","1","Loup County","Nebraska"
"2008","43","Love County","Oklahoma"
"2008","29","Lowndes County","Alabama"
"2008","886","Lowndes County","Georgia"
"2008","497","Lowndes County","Mississippi"
"2008","86","Lo�za Municipio","Puerto Rico"
"2008","3137","Lubbock County","Texas"
"2008","41","Lucas County","Iowa"
"2008","2860","Lucas County","Ohio"
"2008","19","Luce County","Michigan"
"2008","211","Lumpkin County","Georgia"
"2008","66","Luna County","New Mexico"
"2008","39","Lunenburg County","Virginia"
"2008","152","Luquillo Municipio","Puerto Rico"
"2008","1918","Luzerne County","Pennsylvania"
"2008","837","Lycoming County","Pennsylvania"
"2008","5","Lyman County","South Dakota"
"2008","621","Lynchburg city","Virginia"
"2008","22","Lynn County","Texas"
"2008","50","Lyon County","Iowa"
"2008","165","Lyon County","Kansas"
"2008","34","Lyon County","Kentucky"
"2008","153","Lyon County","Minnesota"
"2008","457","Lyon County","Nevada"
"2008","11","Mackinac County","Michigan"
"2008","6349","Macomb County","Michigan"
"2008","31","Macon County","Alabama"
"2008","11","Macon County","Georgia"
"2008","1161","Macon County","Illinois"
"2008","61","Macon County","Missouri"
"2008","200","Macon County","North Carolina"
"2008","154","Macon County","Tennessee"
"2008","312","Macoupin County","Illinois"
"2008","885","Madera County","California"
"2008","5017","Madison County","Alabama"
"2008","63","Madison County","Arkansas"
"2008","31","Madison County","Florida"
"2008","139","Madison County","Georgia"
"2008","185","Madison County","Idaho"
"2008","2779","Madison County","Illinois"
"2008","932","Madison County","Indiana"
"2008","149","Madison County","Iowa"
"2008","636","Madison County","Kentucky"
"2008","1088","Madison County","Mississippi"
"2008","52","Madison County","Missouri"
"2008","26","Madison County","Montana"
"2008","176","Madison County","Nebraska"
"2008","510","Madison County","New York"
"2008","80","Madison County","North Carolina"
"2008","270","Madison County","Ohio"
"2008","889","Madison County","Tennessee"
"2008","23","Madison County","Texas"
"2008","54","Madison County","Virginia"
"2008","40","Madison Parish","Louisiana"
"2008","17","Magoffin County","Kentucky"
"2008","144","Mahaska County","Iowa"
"2008","11","Mahnomen County","Minnesota"
"2008","1593","Mahoning County","Ohio"
"2008","31","Major County","Oklahoma"
"2008","107","Malheur County","Oregon"
"2008","335","Manassas Park city","Virginia"
"2008","694","Manassas city","Virginia"
"2008","2413","Manatee County","Florida"
"2008","290","Manat� Municipio","Puerto Rico"
"2008","71","Manistee County","Michigan"
"2008","554","Manitowoc County","Wisconsin"
"2008","1126","Marathon County","Wisconsin"
"2008","95","Marengo County","Alabama"
"2008","4","Maricao Municipio","Puerto Rico"
"2008","41231","Maricopa County","Arizona"
"2008","38","Maries County","Missouri"
"2008","1544","Marin County","California"
"2008","207","Marinette County","Wisconsin"
"2008","88","Marion County","Alabama"
"2008","98","Marion County","Arkansas"
"2008","1937","Marion County","Florida"
"2008","24","Marion County","Georgia"
"2008","202","Marion County","Illinois"
"2008","7971","Marion County","Indiana"
"2008","314","Marion County","Iowa"
"2008","71","Marion County","Kansas"
"2008","85","Marion County","Kentucky"
"2008","154","Marion County","Mississippi"
"2008","128","Marion County","Missouri"
"2008","303","Marion County","Ohio"
"2008","2133","Marion County","Oregon"
"2008","70","Marion County","South Carolina"
"2008","156","Marion County","Tennessee"
"2008","47","Marion County","Texas"
"2008","378","Marion County","West Virginia"
"2008","73","Mariposa County","California"
"2008","64","Marlboro County","South Carolina"
"2008","353","Marquette County","Michigan"
"2008","67","Marquette County","Wisconsin"
"2008","540","Marshall County","Alabama"
"2008","111","Marshall County","Illinois"
"2008","339","Marshall County","Indiana"
"2008","327","Marshall County","Iowa"
"2008","21","Marshall County","Kansas"
"2008","161","Marshall County","Kentucky"
"2008","53","Marshall County","Minnesota"
"2008","196","Marshall County","Mississippi"
"2008","69","Marshall County","Oklahoma"
"2008","35","Marshall County","South Dakota"
"2008","237","Marshall County","Tennessee"
"2008","223","Marshall County","West Virginia"
"2008","965","Martin County","Florida"
"2008","40","Martin County","Indiana"
"2008","17","Martin County","Kentucky"
"2008","134","Martin County","Minnesota"
"2008","81","Martin County","North Carolina"
"2008","17","Martin County","Texas"
"2008","82","Martinsville city","Virginia"
"2008","69","Mason County","Illinois"
"2008","78","Mason County","Kentucky"
"2008","76","Mason County","Michigan"
"2008","8","Mason County","Texas"
"2008","426","Mason County","Washington"
"2008","98","Mason County","West Virginia"
"2008","62","Massac County","Illinois"
"2008","175","Matagorda County","Texas"
"2008","1245","Matanuska-Susitna Borough","Alaska"
"2008","40","Mathews County","Virginia"
"2008","776","Maui County","Hawaii"
"2008","12","Maunabo Municipio","Puerto Rico"
"2008","898","Maury County","Tennessee"
"2008","214","Maverick County","Texas"
"2008","229","Mayag�ez Municipio","Puerto Rico"
"2008","228","Mayes County","Oklahoma"
"2008","404","McClain County","Oklahoma"
"2008","2","McCone County","Montana"
"2008","41","McCook County","South Dakota"
"2008","24","McCormick County","South Carolina"
"2008","417","McCracken County","Kentucky"
"2008","27","McCreary County","Kentucky"
"2008","33","McCulloch County","Texas"
"2008","44","McCurtain County","Oklahoma"
"2008","94","McDonald County","Missouri"
"2008","71","McDonough County","Illinois"
"2008","221","McDowell County","North Carolina"
"2008","13","McDowell County","West Virginia"
"2008","89","McDuffie County","Georgia"
"2008","2607","McHenry County","Illinois"
"2008","26","McHenry County","North Dakota"
"2008","40","McIntosh County","Georgia"
"2008","9","McIntosh County","North Dakota"
"2008","115","McIntosh County","Oklahoma"
"2008","156","McKean County","Pennsylvania"
"2008","15","McKenzie County","North Dakota"
"2008","141","McKinley County","New Mexico"
"2008","2201","McLean County","Illinois"
"2008","42","McLean County","Kentucky"
"2008","65","McLean County","North Dakota"
"2008","1931","McLennan County","Texas"
"2008","319","McLeod County","Minnesota"
"2008","304","McMinn County","Tennessee"
"2008","1","McMullen County","Texas"
"2008","100","McNairy County","Tennessee"
"2008","206","McPherson County","Kansas"
"2008","1","McPherson County","Nebraska"
"2008","8","McPherson County","South Dakota"
"2008","20","Meade County","Kansas"
"2008","244","Meade County","Kentucky"
"2008","300","Meade County","South Dakota"
"2008","12","Meagher County","Montana"
"2008","12656","Mecklenburg County","North Carolina"
"2008","112","Mecklenburg County","Virginia"
"2008","164","Mecosta County","Michigan"
"2008","1807","Medina County","Ohio"
"2008","216","Medina County","Texas"
"2008","125","Meeker County","Minnesota"
"2008","57","Meigs County","Ohio"
"2008","51","Meigs County","Tennessee"
"2008","1","Mellette County","South Dakota"
"2008","134","Menard County","Illinois"
"2008","3","Menard County","Texas"
"2008","196","Mendocino County","California"
"2008","20","Menifee County","Kentucky"
"2008","119","Menominee County","Michigan"
"2008","8","Menominee County","Wisconsin"
"2008","2846","Merced County","California"
"2008","138","Mercer County","Illinois"
"2008","110","Mercer County","Kentucky"
"2008","18","Mercer County","Missouri"
"2008","2966","Mercer County","New Jersey"
"2008","33","Mercer County","North Dakota"
"2008","169","Mercer County","Ohio"
"2008","696","Mercer County","Pennsylvania"
"2008","315","Mercer County","West Virginia"
"2008","100","Meriwether County","Georgia"
"2008","34","Merrick County","Nebraska"
"2008","962","Merrimack County","New Hampshire"
"2008","2469","Mesa County","Colorado"
"2008","41","Metcalfe County","Kentucky"
"2008","168","Miami County","Indiana"
"2008","316","Miami County","Kansas"
"2008","925","Miami County","Ohio"
"2008","10748","Miami-Dade County","Florida"
"2008","1562","Middlesex County","Connecticut"
"2008","12605","Middlesex County","Massachusetts"
"2008","6069","Middlesex County","New Jersey"
"2008","61","Middlesex County","Virginia"
"2008","652","Midland County","Michigan"
"2008","1967","Midland County","Texas"
"2008","232","Mifflin County","Pennsylvania"
"2008","107","Milam County","Texas"
"2008","59","Millard County","Utah"
"2008","203","Mille Lacs County","Minnesota"
"2008","294","Miller County","Arkansas"
"2008","16","Miller County","Georgia"
"2008","91","Miller County","Missouri"
"2008","119","Mills County","Iowa"
"2008","13","Mills County","Texas"
"2008","6003","Milwaukee County","Wisconsin"
"2008","8","Miner County","South Dakota"
"2008","3","Mineral County","Colorado"
"2008","18","Mineral County","Montana"
"2008","17","Mineral County","Nevada"
"2008","188","Mineral County","West Virginia"
"2008","36","Mingo County","West Virginia"
"2008","73","Minidoka County","Idaho"
"2008","2279","Minnehaha County","South Dakota"
"2008","56","Missaukee County","Michigan"
"2008","322","Mississippi County","Arkansas"
"2008","57","Mississippi County","Missouri"
"2008","887","Missoula County","Montana"
"2008","32","Mitchell County","Georgia"
"2008","24","Mitchell County","Iowa"
"2008","28","Mitchell County","Kansas"
"2008","66","Mitchell County","North Carolina"
"2008","44","Mitchell County","Texas"
"2008","3375","Mobile County","Alabama"
"2008","105","Moca Municipio","Puerto Rico"
"2008","19","Modoc County","California"
"2008","118","Moffat County","Colorado"
"2008","1167","Mohave County","Arizona"
"2008","111","Moniteau County","Missouri"
"2008","5181","Monmouth County","New Jersey"
"2008","35","Mono County","California"
"2008","56","Monona County","Iowa"
"2008","773","Monongalia County","West Virginia"
"2008","61","Monroe County","Alabama"
"2008","24","Monroe County","Arkansas"
"2008","298","Monroe County","Florida"
"2008","161","Monroe County","Georgia"
"2008","335","Monroe County","Illinois"
"2008","1142","Monroe County","Indiana"
"2008","32","Monroe County","Iowa"
"2008","29","Monroe County","Kentucky"
"2008","935","Monroe County","Michigan"
"2008","158","Monroe County","Mississippi"
"2008","12","Monroe County","Missouri"
"2008","7067","Monroe County","New York"
"2008","61","Monroe County","Ohio"
"2008","1262","Monroe County","Pennsylvania"
"2008","221","Monroe County","Tennessee"
"2008","35","Monroe County","West Virginia"
"2008","197","Monroe County","Wisconsin"
"2008","127","Montague County","Texas"
"2008","271","Montcalm County","Michigan"
"2008","2362","Monterey County","California"
"2008","136","Montezuma County","Colorado"
"2008","1973","Montgomery County","Alabama"
"2008","30","Montgomery County","Arkansas"
"2008","15","Montgomery County","Georgia"
"2008","134","Montgomery County","Illinois"
"2008","324","Montgomery County","Indiana"
"2008","66","Montgomery County","Iowa"
"2008","268","Montgomery County","Kansas"
"2008","175","Montgomery County","Kentucky"
"2008","8544","Montgomery County","Maryland"
"2008","19","Montgomery County","Mississippi"
"2008","54","Montgomery County","Missouri"
"2008","253","Montgomery County","New York"
"2008","81","Montgomery County","North Carolina"
