"year","loans","county_name","state_name"
"2010","45","Barranquitas Municipio","Puerto Rico"
"2010","174","Barren County","Kentucky"
"2010","187","Barron County","Wisconsin"
"2010","550","Barrow County","Georgia"
"2010","317","Barry County","Michigan"
"2010","139","Barry County","Missouri"
"2010","692","Bartholomew County","Indiana"
"2010","151","Barton County","Kansas"
"2010","40","Barton County","Missouri"
"2010","597","Bartow County","Georgia"
"2010","438","Bastrop County","Texas"
"2010","55","Bates County","Missouri"
"2010","20","Bath County","Kentucky"
"2010","13","Bath County","Virginia"
"2010","273","Baxter County","Arkansas"
"2010","1020","Bay County","Florida"
"2010","621","Bay County","Michigan"
"2010","767","Bayam�n Municipio","Puerto Rico"
"2010","75","Bayfield County","Wisconsin"
"2010","14","Baylor County","Texas"
"2010","39","Beadle County","South Dakota"
"2010","23","Bear Lake County","Idaho"
"2010","200","Beaufort County","North Carolina"
"2010","1127","Beaufort County","South Carolina"
"2010","180","Beauregard Parish","Louisiana"
"2010","14","Beaver County","Oklahoma"
"2010","1172","Beaver County","Pennsylvania"
"2010","30","Beaver County","Utah"
"2010","33","Beaverhead County","Montana"
"2010","158","Becker County","Minnesota"
"2010","79","Beckham County","Oklahoma"
"2010","194","Bedford County","Pennsylvania"
"2010","235","Bedford County","Tennessee"
"2010","540","Bedford County","Virginia"
"2010","34","Bedford city","Virginia"
"2010","82","Bee County","Texas"
"2010","336","Belknap County","New Hampshire"
"2010","54","Bell County","Kentucky"
"2010","3760","Bell County","Texas"
"2010","403","Belmont County","Ohio"
"2010","114","Beltrami County","Minnesota"
"2010","37","Ben Hill County","Georgia"
"2010","27","Benewah County","Idaho"
"2010","2","Bennett County","South Dakota"
"2010","132","Bennington County","Vermont"
"2010","6","Benson County","North Dakota"
"2010","7","Bent County","Colorado"
"2010","2515","Benton County","Arkansas"
"2010","50","Benton County","Indiana"
"2010","223","Benton County","Iowa"
"2010","247","Benton County","Minnesota"
"2010","22","Benton County","Mississippi"
"2010","82","Benton County","Missouri"
"2010","546","Benton County","Oregon"
"2010","59","Benton County","Tennessee"
"2010","2312","Benton County","Washington"
"2010","36","Benzie County","Michigan"
"2010","5585","Bergen County","New Jersey"
"2010","1805","Berkeley County","South Carolina"
"2010","1099","Berkeley County","West Virginia"
"2010","2854","Berks County","Pennsylvania"
"2010","811","Berkshire County","Massachusetts"
"2010","5034","Bernalillo County","New Mexico"
"2010","51","Berrien County","Georgia"
"2010","837","Berrien County","Michigan"
"2010","39","Bertie County","North Carolina"
"2010","28","Bethel Census Area","Alaska"
"2010","14641","Bexar County","Texas"
"2010","77","Bibb County","Alabama"
"2010","614","Bibb County","Georgia"
"2010","30","Bienville Parish","Louisiana"
"2010","23","Big Horn County","Montana"
"2010","42","Big Horn County","Wyoming"
"2010","17","Big Stone County","Minnesota"
"2010","2","Billings County","North Dakota"
"2010","195","Bingham County","Idaho"
"2010","1578","Black Hawk County","Iowa"
"2010","45","Blackford County","Indiana"
"2010","59","Bladen County","North Carolina"
"2010","95","Blaine County","Idaho"
"2010","16","Blaine County","Montana"
"2010","31","Blaine County","Oklahoma"
"2010","727","Blair County","Pennsylvania"
"2010","45","Blanco County","Texas"
"2010","16","Bland County","Virginia"
"2010","42","Bleckley County","Georgia"
"2010","42","Bledsoe County","Tennessee"
"2010","293","Blount County","Alabama"
"2010","843","Blount County","Tennessee"
"2010","449","Blue Earth County","Minnesota"
"2010","37","Boise County","Idaho"
"2010","106","Bolivar County","Mississippi"
"2010","48","Bollinger County","Missouri"
"2010","25","Bon Homme County","South Dakota"
"2010","95","Bond County","Illinois"
"2010","217","Bonner County","Idaho"
"2010","998","Bonneville County","Idaho"
"2010","214","Boone County","Arkansas"
"2010","370","Boone County","Illinois"
"2010","749","Boone County","Indiana"
"2010","166","Boone County","Iowa"
"2010","1304","Boone County","Kentucky"
"2010","1557","Boone County","Missouri"
"2010","11","Boone County","Nebraska"
"2010","83","Boone County","West Virginia"
"2010","1","Borden County","Texas"
"2010","78","Bosque County","Texas"
"2010","1434","Bossier Parish","Louisiana"
"2010","235","Botetourt County","Virginia"
"2010","24","Bottineau County","North Dakota"
"2010","2973","Boulder County","Colorado"
"2010","60","Boundary County","Idaho"
"2010","50","Bourbon County","Kansas"
"2010","96","Bourbon County","Kentucky"
"2010","554","Bowie County","Texas"
"2010","12","Bowman County","North Dakota"
"2010","71","Box Butte County","Nebraska"
"2010","416","Box Elder County","Utah"
"2010","313","Boyd County","Kentucky"
"2010","2","Boyd County","Nebraska"
"2010","116","Boyle County","Kentucky"
"2010","34","Bracken County","Kentucky"
"2010","57","Bradford County","Florida"
"2010","265","Bradford County","Pennsylvania"
"2010","18","Bradley County","Arkansas"
"2010","601","Bradley County","Tennessee"
"2010","205","Branch County","Michigan"
"2010","30","Brantley County","Georgia"
"2010","37","Braxton County","West Virginia"
"2010","2861","Brazoria County","Texas"
"2010","1426","Brazos County","Texas"
"2010","10","Breathitt County","Kentucky"
"2010","47","Breckinridge County","Kentucky"
"2010","271","Bremer County","Iowa"
"2010","3824","Brevard County","Florida"
"2010","78","Brewster County","Texas"
"2010","3","Briscoe County","Texas"
"2010","1","Bristol Bay Borough","Alaska"
"2010","3350","Bristol County","Massachusetts"
"2010","326","Bristol County","Rhode Island"
"2010","129","Bristol city","Virginia"
"2010","17","Broadwater County","Montana"
"2010","2027","Bronx County","New York"
"2010","97","Brooke County","West Virginia"
"2010","289","Brookings County","South Dakota"
"2010","32","Brooks County","Georgia"
"2010","7","Brooks County","Texas"
"2010","1013","Broome County","New York"
"2010","756","Broomfield County","Colorado"
"2010","11346","Broward County","Florida"
"2010","9","Brown County","Illinois"
"2010","91","Brown County","Indiana"
"2010","57","Brown County","Kansas"
"2010","136","Brown County","Minnesota"
"2010","3","Brown County","Nebraska"
"2010","202","Brown County","Ohio"
"2010","318","Brown County","South Dakota"
"2010","133","Brown County","Texas"
"2010","2076","Brown County","Wisconsin"
"2010","23","Brule County","South Dakota"
"2010","769","Brunswick County","North Carolina"
"2010","24","Brunswick County","Virginia"
"2010","452","Bryan County","Georgia"
"2010","210","Bryan County","Oklahoma"
"2010","169","Buchanan County","Iowa"
"2010","498","Buchanan County","Missouri"
"2010","51","Buchanan County","Virginia"
"2010","31","Buckingham County","Virginia"
"2010","4683","Bucks County","Pennsylvania"
"2010","134","Buena Vista County","Iowa"
"2010","23","Buena Vista city","Virginia"
"2010","365","Buffalo County","Nebraska"
"2010","29","Buffalo County","Wisconsin"
"2010","695","Bullitt County","Kentucky"
"2010","231","Bulloch County","Georgia"
"2010","8","Bullock County","Alabama"
"2010","1571","Buncombe County","North Carolina"
"2010","154","Bureau County","Illinois"
"2010","53","Burke County","Georgia"
"2010","348","Burke County","North Carolina"
"2010","5","Burke County","North Dakota"
"2010","1202","Burleigh County","North Dakota"
"2010","73","Burleson County","Texas"
"2010","3232","Burlington County","New Jersey"
"2010","185","Burnet County","Texas"
"2010","42","Burnett County","Wisconsin"
"2010","40","Burt County","Nebraska"
"2010","39","Butler County","Alabama"
"2010","141","Butler County","Iowa"
"2010","584","Butler County","Kansas"
"2010","37","Butler County","Kentucky"
"2010","177","Butler County","Missouri"
"2010","28","Butler County","Nebraska"
"2010","2634","Butler County","Ohio"
"2010","1695","Butler County","Pennsylvania"
"2010","1177","Butte County","California"
"2010","6","Butte County","Idaho"
"2010","54","Butte County","South Dakota"
"2010","83","Butts County","Georgia"
"2010","1513","Cabarrus County","North Carolina"
"2010","608","Cabell County","West Virginia"
"2010","183","Cabo Rojo Municipio","Puerto Rico"
"2010","974","Cache County","Utah"
"2010","86","Caddo County","Oklahoma"
"2010","1865","Caddo Parish","Louisiana"
"2010","649","Caguas Municipio","Puerto Rico"
"2010","320","Calaveras County","California"
"2010","1090","Calcasieu Parish","Louisiana"
"2010","60","Caldwell County","Kentucky"
"2010","40","Caldwell County","Missouri"
"2010","392","Caldwell County","North Carolina"
"2010","119","Caldwell County","Texas"
"2010","7","Caldwell Parish","Louisiana"
"2010","109","Caledonia County","Vermont"
"2010","521","Calhoun County","Alabama"
"2010","9","Calhoun County","Arkansas"
"2010","15","Calhoun County","Florida"
"2010","10","Calhoun County","Georgia"
"2010","18","Calhoun County","Illinois"
"2010","23","Calhoun County","Iowa"
"2010","763","Calhoun County","Michigan"
"2010","38","Calhoun County","Mississippi"
"2010","42","Calhoun County","South Carolina"
"2010","91","Calhoun County","Texas"
"2010","2","Calhoun County","West Virginia"
"2010","76","Callahan County","Texas"
"2010","293","Callaway County","Missouri"
"2010","181","Calloway County","Kentucky"
"2010","394","Calumet County","Wisconsin"
"2010","844","Calvert County","Maryland"
"2010","5","Camas County","Idaho"
"2010","854","Cambria County","Pennsylvania"
"2010","392","Camden County","Georgia"
"2010","148","Camden County","Missouri"
"2010","2995","Camden County","New Jersey"
"2010","81","Camden County","North Carolina"
"2010","12","Cameron County","Pennsylvania"
"2010","1197","Cameron County","Texas"
"2010","14","Cameron Parish","Louisiana"
"2010","49","Camp County","Texas"
"2010","726","Campbell County","Kentucky"
"2010","7","Campbell County","South Dakota"
"2010","159","Campbell County","Tennessee"
"2010","321","Campbell County","Virginia"
"2010","175","Campbell County","Wyoming"
"2010","61","Camuy Municipio","Puerto Rico"
"2010","1548","Canadian County","Oklahoma"
"2010","13","Candler County","Georgia"
"2010","66","Cannon County","Tennessee"
"2010","1908","Canyon County","Idaho"
"2010","195","Can�vanas Municipio","Puerto Rico"
"2010","657","Cape Girardeau County","Missouri"
"2010","479","Cape May County","New Jersey"
"2010","61","Carbon County","Montana"
"2010","426","Carbon County","Pennsylvania"
"2010","169","Carbon County","Utah"
"2010","127","Carbon County","Wyoming"
"2010","34","Caribou County","Idaho"
"2010","9","Carlisle County","Kentucky"
"2010","220","Carlton County","Minnesota"
"2010","701","Carolina Municipio","Puerto Rico"
"2010","147","Caroline County","Maryland"
"2010","329","Caroline County","Virginia"
"2010","116","Carroll County","Arkansas"
"2010","638","Carroll County","Georgia"
"2010","32","Carroll County","Illinois"
"2010","115","Carroll County","Indiana"
"2010","77","Carroll County","Iowa"
"2010","21","Carroll County","Kentucky"
"2010","1206","Carroll County","Maryland"
"2010","8","Carroll County","Mississippi"
"2010","18","Carroll County","Missouri"
"2010","197","Carroll County","New Hampshire"
"2010","109","Carroll County","Ohio"
"2010","118","Carroll County","Tennessee"
"2010","73","Carroll County","Virginia"
"2010","294","Carson City","Nevada"
"2010","41","Carson County","Texas"
"2010","42","Carter County","Kentucky"
"2010","21","Carter County","Missouri"
"2010","1","Carter County","Montana"
"2010","261","Carter County","Oklahoma"
"2010","255","Carter County","Tennessee"
"2010","473","Carteret County","North Carolina"
"2010","992","Carver County","Minnesota"
"2010","842","Cascade County","Montana"
"2010","12","Casey County","Kentucky"
"2010","40","Cass County","Illinois"
"2010","129","Cass County","Indiana"
"2010","56","Cass County","Iowa"
"2010","212","Cass County","Michigan"
"2010","78","Cass County","Minnesota"
"2010","868","Cass County","Missouri"
"2010","226","Cass County","Nebraska"
"2010","1835","Cass County","North Dakota"
"2010","121","Cass County","Texas"
"2010","91","Cassia County","Idaho"
"2010","22","Castro County","Texas"
"2010","60","Caswell County","North Carolina"
"2010","10","Catahoula Parish","Louisiana"
"2010","850","Catawba County","North Carolina"
"2010","44","Catano Municipio","Puerto Rico"
"2010","459","Catoosa County","Georgia"
"2010","2","Catron County","New Mexico"
"2010","248","Cattaraugus County","New York"
"2010","16","Cavalier County","North Dakota"
"2010","239","Cayey Municipio","Puerto Rico"
"2010","361","Cayuga County","New York"
"2010","754","Cecil County","Maryland"
"2010","138","Cedar County","Iowa"
"2010","68","Cedar County","Missouri"
"2010","30","Cedar County","Nebraska"
"2010","54","Ceiba Municipio","Puerto Rico"
"2010","989","Centre County","Pennsylvania"
"2010","233","Cerro Gordo County","Iowa"
"2010","62","Chaffee County","Colorado"
"2010","118","Chambers County","Alabama"
"2010","411","Chambers County","Texas"
"2010","1438","Champaign County","Illinois"
"2010","206","Champaign County","Ohio"
"2010","16","Chariton County","Missouri"
"2010","27","Charles City County","Virginia"
"2010","1745","Charles County","Maryland"
"2010","8","Charles Mix County","South Dakota"
"2010","3093","Charleston County","South Carolina"
"2010","81","Charlevoix County","Michigan"
"2010","825","Charlotte County","Florida"
"2010","23","Charlotte County","Virginia"
"2010","255","Charlottesville city","Virginia"
"2010","13","Charlton County","Georgia"
"2010","8","Chase County","Kansas"
"2010","20","Chase County","Nebraska"
"2010","2109","Chatham County","Georgia"
"2010","480","Chatham County","North Carolina"
"2010","15","Chattahoochee County","Georgia"
"2010","60","Chattooga County","Georgia"
"2010","8","Chautauqua County","Kansas"
"2010","544","Chautauqua County","New York"
"2010","303","Chaves County","New Mexico"
"2010","267","Cheatham County","Tennessee"
"2010","48","Cheboygan County","Michigan"
"2010","405","Chelan County","Washington"
"2010","564","Chemung County","New York"
"2010","134","Chenango County","New York"
"2010","82","Cherokee County","Alabama"
"2010","2049","Cherokee County","Georgia"
"2010","60","Cherokee County","Iowa"
"2010","55","Cherokee County","Kansas"
"2010","104","Cherokee County","North Carolina"
"2010","185","Cherokee County","Oklahoma"
"2010","197","Cherokee County","South Carolina"
"2010","168","Cherokee County","Texas"
"2010","18","Cherry County","Nebraska"
"2010","2385","Chesapeake city","Virginia"
"2010","374","Cheshire County","New Hampshire"
"2010","4107","Chester County","Pennsylvania"
"2010","103","Chester County","South Carolina"
"2010","105","Chester County","Tennessee"
"2010","116","Chesterfield County","South Carolina"
"2010","3220","Chesterfield County","Virginia"
"2010","9","Cheyenne County","Colorado"
"2010","5","Cheyenne County","Kansas"
"2010","75","Cheyenne County","Nebraska"
"2010","28","Chickasaw County","Iowa"
"2010","18","Chickasaw County","Mississippi"
"2010","19","Chicot County","Arkansas"
"2010","9","Childress County","Texas"
"2010","155","Chilton County","Alabama"
"2010","44","Chippewa County","Michigan"
"2010","43","Chippewa County","Minnesota"
"2010","437","Chippewa County","Wisconsin"
"2010","390","Chisago County","Minnesota"
"2010","1399","Chittenden County","Vermont"
"2010","29","Choctaw County","Alabama"
"2010","24","Choctaw County","Mississippi"
"2010","33","Choctaw County","Oklahoma"
"2010","18","Chouteau County","Montana"
"2010","62","Chowan County","North Carolina"
"2010","167","Christian County","Illinois"
"2010","329","Christian County","Kentucky"
"2010","909","Christian County","Missouri"
"2010","127","Churchill County","Nevada"
"2010","19","Ciales Municipio","Puerto Rico"
"2010","36","Cibola County","New Mexico"
"2010","146","Cidra Municipio","Puerto Rico"
"2010","5","Cimarron County","Oklahoma"
"2010","663","Citrus County","Florida"
"2010","3118","Clackamas County","Oregon"
"2010","5","Claiborne County","Mississippi"
"2010","114","Claiborne County","Tennessee"
"2010","26","Claiborne Parish","Louisiana"
"2010","344","Clallam County","Washington"
"2010","66","Clare County","Michigan"
"2010","65","Clarendon County","South Carolina"
"2010","104","Clarion County","Pennsylvania"
"2010","89","Clark County","Arkansas"
"2010","1","Clark County","Idaho"
"2010","70","Clark County","Illinois"
"2010","919","Clark County","Indiana"
"2010","12","Clark County","Kansas"
"2010","227","Clark County","Kentucky"
"2010","2","Clark County","Missouri"
"2010","20757","Clark County","Nevada"
"2010","745","Clark County","Ohio"
"2010","16","Clark County","South Dakota"
"2010","3928","Clark County","Washington"
"2010","121","Clark County","Wisconsin"
"2010","86","Clarke County","Alabama"
"2010","490","Clarke County","Georgia"
"2010","49","Clarke County","Iowa"
"2010","59","Clarke County","Mississippi"
"2010","123","Clarke County","Virginia"
"2010","224","Clatsop County","Oregon"
"2010","24","Clay County","Alabama"
"2010","33","Clay County","Arkansas"
"2010","1702","Clay County","Florida"
"2010","3","Clay County","Georgia"
"2010","15","Clay County","Illinois"
"2010","163","Clay County","Indiana"
"2010","72","Clay County","Iowa"
"2010","60","Clay County","Kansas"
"2010","17","Clay County","Kentucky"
"2010","634","Clay County","Minnesota"
"2010","57","Clay County","Mississippi"
"2010","2469","Clay County","Missouri"
"2010","20","Clay County","Nebraska"
"2010","25","Clay County","North Carolina"
"2010","104","Clay County","South Dakota"
"2010","22","Clay County","Tennessee"
"2010","73","Clay County","Texas"
"2010","25","Clay County","West Virginia"
"2010","1099","Clayton County","Georgia"
"2010","69","Clayton County","Iowa"
"2010","88","Clear Creek County","Colorado"
"2010","360","Clearfield County","Pennsylvania"
"2010","28","Clearwater County","Idaho"
"2010","24","Clearwater County","Minnesota"
"2010","25","Cleburne County","Alabama"
"2010","155","Cleburne County","Arkansas"
"2010","1738","Clermont County","Ohio"
"2010","26","Cleveland County","Arkansas"
"2010","379","Cleveland County","North Carolina"
"2010","2837","Cleveland County","Oklahoma"
"2010","20","Clinch County","Georgia"
"2010","309","Clinton County","Illinois"
"2010","201","Clinton County","Indiana"
"2010","283","Clinton County","Iowa"
"2010","3","Clinton County","Kentucky"
"2010","506","Clinton County","Michigan"
"2010","144","Clinton County","Missouri"
"2010","353","Clinton County","New York"
"2010","199","Clinton County","Ohio"
"2010","184","Clinton County","Pennsylvania"
"2010","29","Cloud County","Kansas"
"2010","40","Coahoma County","Mississippi"
"2010","7","Coal County","Oklahoma"
"2010","96","Coamo Municipio","Puerto Rico"
"2010","5711","Cobb County","Georgia"
"2010","884","Cochise County","Arizona"
"2010","4","Cochran County","Texas"
"2010","71","Cocke County","Tennessee"
"2010","627","Coconino County","Arizona"
"2010","289","Codington County","South Dakota"
"2010","524","Coffee County","Alabama"
"2010","84","Coffee County","Georgia"
"2010","266","Coffee County","Tennessee"
"2010","49","Coffey County","Kansas"
"2010","8","Coke County","Texas"
"2010","356","Colbert County","Alabama"
"2010","697","Cole County","Missouri"
"2010","14","Coleman County","Texas"
"2010","219","Coles County","Illinois"
"2010","24","Colfax County","Nebraska"
"2010","44","Colfax County","New Mexico"
"2010","99","Colleton County","South Carolina"
"2010","2100","Collier County","Florida"
"2010","9995","Collin County","Texas"
"2010","15","Collingsworth County","Texas"
"2010","107","Colonial Heights city","Virginia"
"2010","68","Colorado County","Texas"
"2010","113","Colquitt County","Georgia"
"2010","132","Columbia County","Arkansas"
"2010","223","Columbia County","Florida"
"2010","1950","Columbia County","Georgia"
"2010","230","Columbia County","New York"
"2010","315","Columbia County","Oregon"
"2010","368","Columbia County","Pennsylvania"
"2010","22","Columbia County","Washington"
"2010","390","Columbia County","Wisconsin"
"2010","457","Columbiana County","Ohio"
"2010","113","Columbus County","North Carolina"
"2010","121","Colusa County","California"
"2010","1134","Comal County","Texas"
"2010","3","Comanche County","Kansas"
"2010","1308","Comanche County","Oklahoma"
"2010","49","Comanche County","Texas"
"2010","20","Comer�o Municipio","Puerto Rico"
"2010","6","Concho County","Texas"
"2010","47","Concordia Parish","Louisiana"
"2010","10","Conecuh County","Alabama"
"2010","5","Conejos County","Colorado"
"2010","10569","Contra Costa County","California"
"2010","75","Converse County","Wyoming"
"2010","98","Conway County","Arkansas"
"2010","47","Cook County","Georgia"
"2010","28728","Cook County","Illinois"
"2010","16","Cook County","Minnesota"
"2010","171","Cooke County","Texas"
"2010","118","Cooper County","Missouri"
"2010","90","Coos County","New Hampshire"
"2010","281","Coos County","Oregon"
"2010","23","Coosa County","Alabama"
"2010","35","Copiah County","Mississippi"
"2010","60","Corozal Municipio","Puerto Rico"
"2010","218","Cortland County","New York"
"2010","600","Coryell County","Texas"
"2010","107","Coshocton County","Ohio"
"2010","3","Costilla County","Colorado"
"2010","30","Cotton County","Oklahoma"
"2010","59","Cottonwood County","Minnesota"
"2010","129","Covington County","Alabama"
"2010","51","Covington County","Mississippi"
"2010","27","Covington city","Virginia"
"2010","1165","Coweta County","Georgia"
"2010","168","Cowley County","Kansas"
"2010","595","Cowlitz County","Washington"
"2010","45","Craig County","Oklahoma"
"2010","28","Craig County","Virginia"
"2010","869","Craighead County","Arkansas"
"2010","19","Crane County","Texas"
"2010","819","Craven County","North Carolina"
"2010","428","Crawford County","Arkansas"
"2010","29","Crawford County","Georgia"
"2010","40","Crawford County","Illinois"
"2010","39","Crawford County","Indiana"
"2010","46","Crawford County","Iowa"
"2010","185","Crawford County","Kansas"
"2010","54","Crawford County","Michigan"
"2010","84","Crawford County","Missouri"
"2010","145","Crawford County","Ohio"
"2010","379","Crawford County","Pennsylvania"
"2010","48","Crawford County","Wisconsin"
"2010","450","Creek County","Oklahoma"
"2010","17","Crenshaw County","Alabama"
"2010","48","Crisp County","Georgia"
"2010","343","Crittenden County","Arkansas"
"2010","24","Crittenden County","Kentucky"
"2010","52","Crockett County","Tennessee"
"2010","2","Crockett County","Texas"
"2010","161","Crook County","Oregon"
"2010","17","Crook County","Wyoming"
"2010","24","Crosby County","Texas"
"2010","115","Cross County","Arkansas"
"2010","226","Crow Wing County","Minnesota"
"2010","9","Crowley County","Colorado"
"2010","4","Culberson County","Texas"
"2010","2","Culebra Municipio","Puerto Rico"
"2010","329","Cullman County","Alabama"
"2010","454","Culpeper County","Virginia"
"2010","27","Cumberland County","Illinois"
"2010","5","Cumberland County","Kentucky"
"2010","2514","Cumberland County","Maine"
"2010","688","Cumberland County","New Jersey"
"2010","3120","Cumberland County","North Carolina"
"2010","2221","Cumberland County","Pennsylvania"
"2010","227","Cumberland County","Tennessee"
"2010","33","Cumberland County","Virginia"
"2010","30","Cuming County","Nebraska"
"2010","210","Currituck County","North Carolina"
"2010","440","Curry County","New Mexico"
"2010","67","Curry County","Oregon"
"2010","19","Custer County","Colorado"
"2010","13","Custer County","Idaho"
"2010","93","Custer County","Montana"
"2010","30","Custer County","Nebraska"
"2010","179","Custer County","Oklahoma"
"2010","46","Custer County","South Dakota"
"2010","7159","Cuyahoga County","Ohio"
"2010","73","Dade County","Georgia"
"2010","28","Dade County","Missouri"
"2010","1","Daggett County","Utah"
"2010","3580","Dakota County","Minnesota"
"2010","140","Dakota County","Nebraska"
"2010","267","Dale County","Alabama"
"2010","21","Dallam County","Texas"
"2010","85","Dallas County","Alabama"
"2010","21","Dallas County","Arkansas"
"2010","1082","Dallas County","Iowa"
"2010","63","Dallas County","Missouri"
"2010","12994","Dallas County","Texas"
"2010","4302","Dane County","Wisconsin"
"2010","6","Daniels County","Montana"
"2010","152","Danville city","Virginia"
"2010","187","Dare County","North Carolina"
"2010","201","Darke County","Ohio"
"2010","251","Darlington County","South Carolina"
"2010","2136","Dauphin County","Pennsylvania"
"2010","842","Davidson County","North Carolina"
"2010","5487","Davidson County","Tennessee"
"2010","244","Davie County","North Carolina"
"2010","132","Daviess County","Indiana"
"2010","891","Daviess County","Kentucky"
"2010","21","Daviess County","Missouri"
"2010","30","Davis County","Iowa"
"2010","3118","Davis County","Utah"
"2010","160","Davison County","South Dakota"
"2010","39","Dawes County","Nebraska"
"2010","156","Dawson County","Georgia"
"2010","59","Dawson County","Montana"
"2010","108","Dawson County","Nebraska"
"2010","33","Dawson County","Texas"
"2010","26","Day County","South Dakota"
"2010","5","De Baca County","New Mexico"
"2010","136","De Soto Parish","Louisiana"
"2010","62","De Witt County","Illinois"
"2010","174","DeKalb County","Alabama"
"2010","4646","DeKalb County","Georgia"
"2010","549","DeKalb County","Illinois"
"2010","286","DeKalb County","Indiana"
"2010","45","DeKalb County","Missouri"
"2010","86","DeKalb County","Tennessee"
"2010","57","DeSoto County","Florida"
"2010","1693","DeSoto County","Mississippi"
"2010","55","DeWitt County","Texas"
"2010","76","Deaf Smith County","Texas"
"2010","323","Dearborn County","Indiana"
"2010","71","Decatur County","Georgia"
"2010","134","Decatur County","Indiana"
"2010","15","Decatur County","Iowa"
"2010","3","Decatur County","Kansas"
"2010","33","Decatur County","Tennessee"
"2010","16","Deer Lodge County","Montana"
"2010","162","Defiance County","Ohio"
"2010","66","Del Norte County","California"
"2010","593","Delaware County","Indiana"
"2010","143","Delaware County","Iowa"
"2010","111","Delaware County","New York"
"2010","2385","Delaware County","Ohio"
"2010","137","Delaware County","Oklahoma"
"2010","3599","Delaware County","Pennsylvania"
"2010","125","Delta County","Colorado"
"2010","58","Delta County","Michigan"
"2010","14","Delta County","Texas"
"2010","10","Denali Borough","Alaska"
"2010","36","Dent County","Missouri"
"2010","8651","Denton County","Texas"
"2010","7092","Denver County","Colorado"
"2010","228","Des Moines County","Iowa"
"2010","1632","Deschutes County","Oregon"
"2010","35","Desha County","Arkansas"
"2010","4","Deuel County","Nebraska"
"2010","30","Deuel County","South Dakota"
"2010","11","Dewey County","Oklahoma"
"2010","4","Dewey County","South Dakota"
"2010","2","Dickens County","Texas"
"2010","30","Dickenson County","Virginia"
"2010","30","Dickey County","North Dakota"
"2010","147","Dickinson County","Iowa"
"2010","140","Dickinson County","Kansas"
"2010","42","Dickinson County","Michigan"
"2010","346","Dickson County","Tennessee"
"2010","10","Dillingham Census Area","Alaska"
"2010","58","Dillon County","South Carolina"
"2010","11","Dimmit County","Texas"
"2010","161","Dinwiddie County","Virginia"
"2010","5773","District of Columbia","District of Columbia"
"2010","7","Divide County","North Dakota"
"2010","19","Dixie County","Florida"
"2010","21","Dixon County","Nebraska"
"2010","19","Doddridge County","West Virginia"
"2010","45","Dodge County","Georgia"
"2010","187","Dodge County","Minnesota"
"2010","194","Dodge County","Nebraska"
"2010","464","Dodge County","Wisconsin"
"2010","5","Dolores County","Colorado"
"2010","23","Doniphan County","Kansas"
"2010","10","Donley County","Texas"
"2010","16","Dooly County","Georgia"
"2010","118","Door County","Wisconsin"
"2010","211","Dorado Municipio","Puerto Rico"
"2010","147","Dorchester County","Maryland"
"2010","1535","Dorchester County","South Carolina"
"2010","323","Dougherty County","Georgia"
"2010","4489","Douglas County","Colorado"
"2010","978","Douglas County","Georgia"
"2010","91","Douglas County","Illinois"
"2010","918","Douglas County","Kansas"
"2010","170","Douglas County","Minnesota"
"2010","26","Douglas County","Missouri"
"2010","5400","Douglas County","Nebraska"
"2010","366","Douglas County","Nevada"
"2010","497","Douglas County","Oregon"
"2010","6","Douglas County","South Dakota"
"2010","229","Douglas County","Washington"
"2010","242","Douglas County","Wisconsin"
"2010","1294","Dona Ana County","New Mexico"
"2010","62","Drew County","Arkansas"
"2010","6229","DuPage County","Illinois"
"2010","229","Dubois County","Indiana"
"2010","1100","Dubuque County","Iowa"
"2010","105","Duchesne County","Utah"
"2010","85","Dukes County","Massachusetts"
"2010","5","Dundy County","Nebraska"
"2010","57","Dunklin County","Missouri"
"2010","18","Dunn County","North Dakota"
"2010","163","Dunn County","Wisconsin"
"2010","174","Duplin County","North Carolina"
"2010","2507","Durham County","North Carolina"
"2010","1642","Dutchess County","New York"
"2010","6634","Duval County","Florida"
"2010","17","Duval County","Texas"
"2010","223","Dyer County","Tennessee"
"2010","285","Eagle County","Colorado"
"2010","20","Early County","Georgia"
"2010","3073","East Baton Rouge Parish","Louisiana"
"2010","8","East Carroll Parish","Louisiana"
"2010","64","East Feliciana Parish","Louisiana"
"2010","41","Eastland County","Texas"
"2010","695","Eaton County","Michigan"
"2010","746","Eau Claire County","Wisconsin"
"2010","5","Echols County","Georgia"
"2010","830","Ector County","Texas"
"2010","343","Eddy County","New Mexico"
"2010","5","Eddy County","North Dakota"
"2010","66","Edgar County","Illinois"
"2010","106","Edgecombe County","North Carolina"
"2010","124","Edgefield County","South Carolina"
"2010","42","Edmonson County","Kentucky"
"2010","16","Edmunds County","South Dakota"
"2010","22","Edwards County","Illinois"
"2010","11","Edwards County","Kansas"
"2010","3","Edwards County","Texas"
"2010","423","Effingham County","Georgia"
"2010","138","Effingham County","Illinois"
"2010","1472","El Dorado County","California"
"2010","7570","El Paso County","Colorado"
"2010","5409","El Paso County","Texas"
"2010","249","Elbert County","Colorado"
"2010","41","Elbert County","Georgia"
"2010","6","Elk County","Kansas"
"2010","128","Elk County","Pennsylvania"
"2010","1199","Elkhart County","Indiana"
"2010","331","Elko County","Nevada"
"2010","4","Elliott County","Kentucky"
"2010","103","Ellis County","Kansas"
"2010","14","Ellis County","Oklahoma"
