x,y,value
Cupcakes,Meat Shops,0.0442157000103299
Meat Shops,Cupcakes,0.0442157000103299
Bangladeshi,Delis,0.0442049840783663
Delis,Bangladeshi,0.0442049840783663
Cuban,Live/Raw Food,0.0441757909187516
Live/Raw Food,Cuban,0.0441757909187516
Middle Eastern,Sushi Bars,0.0441000059936835
Sushi Bars,Middle Eastern,0.0441000059936835
Egyptian,Patisserie/Cake Shop,0.044012821087531
Patisserie/Cake Shop,Egyptian,0.044012821087531
Bangladeshi,Desserts,0.0439585805190505
Desserts,Bangladeshi,0.0439585805190505
Bangladeshi,Shaved Ice,0.0438942145954372
Shaved Ice,Bangladeshi,0.0438942145954372
Filipino,Latin American,0.0438726455229539
Latin American,Filipino,0.0438726455229539
Live/Raw Food,Persian/Iranian,0.0438018586203305
Persian/Iranian,Live/Raw Food,0.0438018586203305
Falafel,Pizza,0.0436979539746483
Pizza,Falafel,0.0436979539746483
Mediterranean,Vegetarian,0.0436933257108544
Vegetarian,Mediterranean,0.0436933257108544
Live/Raw Food,Ukrainian,0.0436813053141488
Ukrainian,Live/Raw Food,0.0436813053141488
Persian/Iranian,Wine Bars,0.043609977518773
Wine Bars,Persian/Iranian,0.043609977518773
Cantonese,Live/Raw Food,0.0435756971666139
Live/Raw Food,Cantonese,0.0435756971666139
Cantonese,Vegetarian,0.0434384657792601
Vegetarian,Cantonese,0.0434384657792601
Egyptian,Italian,0.0433056254028397
Italian,Egyptian,0.0433056254028397
Pubs,Salad,0.0432845509874864
Salad,Pubs,0.0432845509874864
Ethnic Food,Persian/Iranian,0.0432796830579516
Persian/Iranian,Ethnic Food,0.0432796830579516
Latin American,Turkish,0.0432204703108871
Turkish,Latin American,0.0432204703108871
Indonesian,Shanghainese,0.0431437312761328
Shanghainese,Indonesian,0.0431437312761328
Caribbean,Persian/Iranian,0.0430885991032094
Persian/Iranian,Caribbean,0.0430885991032094
Cuban,Wine Bars,0.0430175593013829
Wine Bars,Cuban,0.0430175593013829
Breweries,Ukrainian,0.0430125893243046
Ukrainian,Breweries,0.0430125893243046
Cambodian,Desserts,0.0429783524904275
Desserts,Cambodian,0.0429783524904275
Beer Bar,Shanghainese,0.042945951061254
Shanghainese,Beer Bar,0.042945951061254
Salad,Soup,0.0428265267966884
Soup,Salad,0.0428265267966884
Middle Eastern,Taiwanese,0.0427618149354494
Taiwanese,Middle Eastern,0.0427618149354494
Meat Shops,Soup,0.0427477375360686
Soup,Meat Shops,0.0427477375360686
Desserts,Taiwanese,0.0427408880491974
Taiwanese,Desserts,0.0427408880491974
Pizza,Vegetarian,0.0427136861581488
Vegetarian,Pizza,0.0427136861581488
Latin American,Patisserie/Cake Shop,0.0423868553219851
Patisserie/Cake Shop,Latin American,0.0423868553219851
Laotian,Middle Eastern,0.0423852107140371
Middle Eastern,Laotian,0.0423852107140371
Latin American,Vegetarian,0.0422692703301978
Vegetarian,Latin American,0.0422692703301978
Caribbean,Taiwanese,0.0420657810002235
Taiwanese,Caribbean,0.0420657810002235
Middle Eastern,Pubs,0.0420628605115412
Pubs,Middle Eastern,0.0420628605115412
Cantonese,Filipino,0.0420179769709509
Filipino,Cantonese,0.0420179769709509
Live/Raw Food,Sushi Bars,0.0418845900469727
Sushi Bars,Live/Raw Food,0.0418845900469727
Ethnic Food,Shanghainese,0.0418097859827595
Shanghainese,Ethnic Food,0.0418097859827595
Cambodian,Pizza,0.0417480630751677
Pizza,Cambodian,0.0417480630751677
Cafes,Vegetarian,0.0416180773449998
Vegetarian,Cafes,0.0416180773449998
Cambodian,Sushi Bars,0.0414055477130162
Sushi Bars,Cambodian,0.0414055477130162
Gelato,Wine Bars,0.0413500385358283
Wine Bars,Gelato,0.0413500385358283
Live/Raw Food,Soup,0.0412429142818663
Soup,Live/Raw Food,0.0412429142818663
Food Court,Shanghainese,0.0412127297307472
Shanghainese,Food Court,0.0412127297307472
Cheese Shops,Soup,0.0410305993107236
Soup,Cheese Shops,0.0410305993107236
Fast Food,Turkish,0.0409401036493138
Turkish,Fast Food,0.0409401036493138
Meat Shops,Thai,0.0409056906241235
Thai,Meat Shops,0.0409056906241235
Gelato,Vegetarian,0.0408911472130114
Vegetarian,Gelato,0.0408911472130114
Cantonese,Pubs,0.0408424802202853
Pubs,Cantonese,0.0408424802202853
Soup,Thai,0.0408344922586519
Thai,Soup,0.0408344922586519
Middle Eastern,Ukrainian,0.0407877872957852
Ukrainian,Middle Eastern,0.0407877872957852
Cuban,Turkish,0.0407506754320552
Turkish,Cuban,0.0407506754320552
Filipino,Salad,0.040658772072266
Salad,Filipino,0.040658772072266
Cambodian,Italian,0.0405320660681352
Italian,Cambodian,0.0405320660681352
Italian,Latin American,0.0404982607092444
Latin American,Italian,0.0404982607092444
Cheese Shops,Sushi Bars,0.0404900184245034
Sushi Bars,Cheese Shops,0.0404900184245034
Cambodian,Middle Eastern,0.0403298110233105
Middle Eastern,Cambodian,0.0403298110233105
Cupcakes,Indonesian,0.040258012182435
Indonesian,Cupcakes,0.040258012182435
Brazilian,Egyptian,0.0402328737712875
Egyptian,Brazilian,0.0402328737712875
Delis,Filipino,0.040185549091245
Filipino,Delis,0.040185549091245
Gelato,Taiwanese,0.0401170057407516
Taiwanese,Gelato,0.0401170057407516
Cantonese,Ethnic Food,0.0400822945298136
Ethnic Food,Cantonese,0.0400822945298136
Food Delivery Services,Persian/Iranian,0.0399828868415159
Persian/Iranian,Food Delivery Services,0.0399828868415159
Food Court,Spanish,0.0399094980487686
Spanish,Food Court,0.0399094980487686
Bangladeshi,Thai,0.0397960836639256
Thai,Bangladeshi,0.0397960836639256
Pubs,Soup,0.0397617048752711
Soup,Pubs,0.0397617048752711
Bangladeshi,Cambodian,0.0397471446571306
Cambodian,Bangladeshi,0.0397471446571306
Caribbean,Salad,0.0397190712313008
Salad,Caribbean,0.0397190712313008
Caribbean,Pubs,0.0396674644062261
Pubs,Caribbean,0.0396674644062261
Bangladeshi,Turkish,0.0396593889066412
Turkish,Bangladeshi,0.0396593889066412
Egyptian,Food Delivery Services,0.039452550387713
Food Delivery Services,Egyptian,0.039452550387713
Specialty Food,Ukrainian,0.0393483254344381
Ukrainian,Specialty Food,0.0393483254344381
Cuban,Falafel,0.039280869069404
Falafel,Cuban,0.039280869069404
Filipino,Italian,0.0389376366059122
Italian,Filipino,0.0389376366059122
Dominican,Laotian,0.0389317705418111
Laotian,Dominican,0.0389317705418111
Cantonese,Piano Bars,0.0386432170415413
Piano Bars,Cantonese,0.0386432170415413
Sushi Bars,Ukrainian,0.0384895303524073
Ukrainian,Sushi Bars,0.0384895303524073
Shaved Ice,Ukrainian,0.0384799385256816
Ukrainian,Shaved Ice,0.0384799385256816
Cheese Shops,Live/Raw Food,0.0384633652758926
Live/Raw Food,Cheese Shops,0.0384633652758926
Cafes,Ukrainian,0.0384085497970285
Ukrainian,Cafes,0.0384085497970285
Falafel,Shanghainese,0.0383633152862513
Shanghainese,Falafel,0.0383633152862513
Egyptian,Indonesian,0.0381580743065701
Indonesian,Egyptian,0.0381580743065701
Cuban,Vegetarian,0.0380844769612586
Vegetarian,Cuban,0.0380844769612586
Cheese Shops,Falafel,0.0380595742635908
Falafel,Cheese Shops,0.0380595742635908
Cambodian,Delis,0.0380472266308305
Delis,Cambodian,0.0380472266308305
Laotian,Ukrainian,0.038042480891623
Ukrainian,Laotian,0.038042480891623
Dominican,Piano Bars,0.0380368424378097
Piano Bars,Dominican,0.0380368424378097
Latin American,Middle Eastern,0.0380256246767532
Middle Eastern,Latin American,0.0380256246767532
Taiwanese,Turkish,0.0380182679627704
Turkish,Taiwanese,0.0380182679627704
Brazilian,Breweries,0.0379408221637448
Breweries,Brazilian,0.0379408221637448
Beer Bar,Filipino,0.0378190692465774
Filipino,Beer Bar,0.0378190692465774
Ethnic Food,Thai,0.0378084262370875
Thai,Ethnic Food,0.0378084262370875
Egyptian,Ukrainian,0.0376425789744472
Ukrainian,Egyptian,0.0376425789744472
Caribbean,Turkish,0.0375740023709714
Turkish,Caribbean,0.0375740023709714
Cantonese,Turkish,0.0375608943141412
Turkish,Cantonese,0.0375608943141412
Cambodian,Pubs,0.0375365154163854
Pubs,Cambodian,0.0375365154163854
Bangladeshi,Cantonese,0.0374835079787387
Cantonese,Bangladeshi,0.0374835079787387
Brazilian,Cupcakes,0.0374725484974132
Cupcakes,Brazilian,0.0374725484974132
Soup,Ukrainian,0.0373220170308173
Ukrainian,Soup,0.0373220170308173
Cafes,Live/Raw Food,0.0372404159180084
Live/Raw Food,Cafes,0.0372404159180084
Cantonese,Falafel,0.0371865146952634
Falafel,Cantonese,0.0371865146952634
Specialty Food,Taiwanese,0.0371227155708117
Taiwanese,Specialty Food,0.0371227155708117
Pubs,Shaved Ice,0.0370621115254718
Shaved Ice,Pubs,0.0370621115254718
Arabian,Middle Eastern,0.0365140782271793
Middle Eastern,Arabian,0.0365140782271793
Shaved Ice,Taiwanese,0.036367540257413
Taiwanese,Shaved Ice,0.036367540257413
Cupcakes,Taiwanese,0.0363341930239317
Taiwanese,Cupcakes,0.0363341930239317
Cafes,Shanghainese,0.0362715831074168
Shanghainese,Cafes,0.0362715831074168
Bangladeshi,Sushi Bars,0.0361671139354146
Sushi Bars,Bangladeshi,0.0361671139354146
Desserts,Egyptian,0.0361615329510094
Egyptian,Desserts,0.0361615329510094
Food Court,Ukrainian,0.0361037732699759
Ukrainian,Food Court,0.0361037732699759
Delis,Meat Shops,0.0360491908424957
Meat Shops,Delis,0.0360491908424957
Sushi Bars,Turkish,0.0360097414146235
Turkish,Sushi Bars,0.0360097414146235
Bangladeshi,Fast Food,0.0360083247873356
Fast Food,Bangladeshi,0.0360083247873356
Arabian,Cambodian,0.0359176331699517
Cambodian,Arabian,0.0359176331699517
Italian,Live/Raw Food,0.0358704203170149
Live/Raw Food,Italian,0.0358704203170149
Fast Food,Italian,0.0358261342042029
Italian,Fast Food,0.0358261342042029
Spanish,Vegetarian,0.0357854481226288
Vegetarian,Spanish,0.0357854481226288
Mediterranean,Turkish,0.0354659193168361
Turkish,Mediterranean,0.0354659193168361
Cambodian,Laotian,0.0353155558054095
Laotian,Cambodian,0.0353155558054095
Ethnic Food,Meat Shops,0.0353058036375473
Meat Shops,Ethnic Food,0.0353058036375473
Persian/Iranian,Soup,0.0352196535898025
Soup,Persian/Iranian,0.0352196535898025
Caribbean,Falafel,0.035183862788559
Falafel,Caribbean,0.035183862788559
Shanghainese,Sushi Bars,0.0351583092777586
Sushi Bars,Shanghainese,0.0351583092777586
Food Delivery Services,Vegetarian,0.0351099399364298
Vegetarian,Food Delivery Services,0.0351099399364298
Cheese Shops,Persian/Iranian,0.0351030387597195
Persian/Iranian,Cheese Shops,0.0351030387597195
Italian,Persian/Iranian,0.0349630520913521
Persian/Iranian,Italian,0.0349630520913521
Italian,Piano Bars,0.0349052621336443
Piano Bars,Italian,0.0349052621336443
Persian/Iranian,Shaved Ice,0.0348755531432862
Shaved Ice,Persian/Iranian,0.0348755531432862
Meat Shops,Shaved Ice,0.0348315230430357
Shaved Ice,Meat Shops,0.0348315230430357
Brazilian,Pizza,0.0348249406151339
Pizza,Brazilian,0.0348249406151339
Caribbean,Cheese Shops,0.0347052116446759
Cheese Shops,Caribbean,0.0347052116446759
Latin American,Mediterranean,0.034669164756322
Mediterranean,Latin American,0.034669164756322
Thai,Vegetarian,0.0345536567725096
Vegetarian,Thai,0.0345536567725096
Cantonese,Patisserie/Cake Shop,0.0345376049469753
Patisserie/Cake Shop,Cantonese,0.0345376049469753
Persian/Iranian,Taiwanese,0.0344289016680442
Taiwanese,Persian/Iranian,0.0344289016680442
Gelato,Laotian,0.0344228615774914
Laotian,Gelato,0.0344228615774914
Falafel,Middle Eastern,0.0343987183137361
Middle Eastern,Falafel,0.0343987183137361
Ukrainian,Wine Bars,0.0342886027715439
Wine Bars,Ukrainian,0.0342886027715439
Bangladeshi,Cupcakes,0.0342513426933718
Cupcakes,Bangladeshi,0.0342513426933718
Breweries,Vegetarian,0.0342245550178033
Vegetarian,Breweries,0.0342245550178033
Latin American,Taiwanese,0.034187091250494
Taiwanese,Latin American,0.034187091250494
Fast Food,Live/Raw Food,0.0339966785000405
Live/Raw Food,Fast Food,0.0339966785000405
Egyptian,Persian/Iranian,0.0339329060668357
Persian/Iranian,Egyptian,0.0339329060668357
Egyptian,Spanish,0.0338569928408286
Spanish,Egyptian,0.0338569928408286
Spanish,Turkish,0.0338163627883466
Turkish,Spanish,0.0338163627883466
Cantonese,Persian/Iranian,0.033804497428943
Persian/Iranian,Cantonese,0.033804497428943
Laotian,Wine Bars,0.0337632747910759
Wine Bars,Laotian,0.0337632747910759
Arabian,Cantonese,0.0337109497788272
Cantonese,Arabian,0.0337109497788272
Bangladeshi,Egyptian,0.0335655059712192
Egyptian,Bangladeshi,0.0335655059712192
Food Court,Patisserie/Cake Shop,0.0334491282087535
Patisserie/Cake Shop,Food Court,0.0334491282087535
Dominican,Salad,0.033432104239696
Salad,Dominican,0.033432104239696
Ukrainian,Vegetarian,0.0333654584476066
Vegetarian,Ukrainian,0.0333654584476066
Food Court,Turkish,0.0333469256071605
Turkish,Food Court,0.0333469256071605
Cupcakes,Filipino,0.0333165451664732
Filipino,Cupcakes,0.0333165451664732
Brazilian,Filipino,0.0332949789008746
Filipino,Brazilian,0.0332949789008746
Dominican,Specialty Food,0.0331932856377698
Specialty Food,Dominican,0.0331932856377698
Pubs,Shanghainese,0.0331758452396332
Shanghainese,Pubs,0.0331758452396332
Cambodian,Latin American,0.0328722109039956
Latin American,Cambodian,0.0328722109039956
Pubs,Thai,0.0328361213064019
Thai,Pubs,0.0328361213064019
Ethnic Food,Specialty Food,0.0328171792844577
Specialty Food,Ethnic Food,0.0328171792844577
Dominican,Gelato,0.0327176644076967
Gelato,Dominican,0.0327176644076967
Cupcakes,Laotian,0.032596578372371
Laotian,Cupcakes,0.032596578372371
Breweries,Dominican,0.0324997471630326
Dominican,Breweries,0.0324997471630326
Delis,Vegetarian,0.0321182108252991
Vegetarian,Delis,0.0321182108252991
Filipino,Soup,0.0320110306024432
Soup,Filipino,0.0320110306024432
Pubs,Ukrainian,0.0319941450951897
Ukrainian,Pubs,0.0319941450951897
Filipino,Indonesian,0.0319103499452738
Indonesian,Filipino,0.0319103499452738
Mediterranean,Ukrainian,0.031793870981306
Ukrainian,Mediterranean,0.031793870981306
Dominican,Spanish,0.0316595302349888
Spanish,Dominican,0.0316595302349888
Pubs,Turkish,0.0316032480724244
Turkish,Pubs,0.0316032480724244
Filipino,Taiwanese,0.0315695365152005
Taiwanese,Filipino,0.0315695365152005
Dominican,Patisserie/Cake Shop,0.0314311129901902
Patisserie/Cake Shop,Dominican,0.0314311129901902
Egyptian,Pizza,0.0314212109118525
Pizza,Egyptian,0.0314212109118525
Hot Pot,Meat Shops,0.0312119476818463
Meat Shops,Hot Pot,0.0312119476818463
Indonesian,Middle Eastern,0.0311660416414838
Middle Eastern,Indonesian,0.0311660416414838
Piano Bars,Turkish,0.0310285184079612
Turkish,Piano Bars,0.0310285184079612
Egyptian,Salad,0.0310048512660144
Salad,Egyptian,0.0310048512660144
Italian,Middle Eastern,0.0309715149181078
Middle Eastern,Italian,0.0309715149181078
Breweries,Persian/Iranian,0.0308695649180593
Persian/Iranian,Breweries,0.0308695649180593
Fast Food,Taiwanese,0.0308024833512065
Taiwanese,Fast Food,0.0308024833512065
Dominican,Thai,0.0305892811386292
Thai,Dominican,0.0305892811386292
Cupcakes,Shanghainese,0.030491321109538
Shanghainese,Cupcakes,0.030491321109538
Caribbean,Dominican,0.0304010038096094
Dominican,Caribbean,0.0304010038096094
Cafes,Cambodian,0.0302492107523936
Cambodian,Cafes,0.0302492107523936
Bangladeshi,Cafes,0.0300185393276814
Cafes,Bangladeshi,0.0300185393276814
Hot Pot,Ukrainian,0.0298800865224245
Ukrainian,Hot Pot,0.0298800865224245
Salad,Specialty Food,0.0298265130584177
Specialty Food,Salad,0.0298265130584177
Egyptian,Vegetarian,0.0297740657402527
Vegetarian,Egyptian,0.0297740657402527
Cantonese,Specialty Food,0.029386778250335
Specialty Food,Cantonese,0.029386778250335
Beer Bar,Meat Shops,0.0291511660666072
Meat Shops,Beer Bar,0.0291511660666072
Ethnic Food,Vegetarian,0.029004057562096
Vegetarian,Ethnic Food,0.029004057562096
Patisserie/Cake Shop,Shanghainese,0.0288251132682785
Shanghainese,Patisserie/Cake Shop,0.0288251132682785
Meat Shops,Sushi Bars,0.0288014084060427
Sushi Bars,Meat Shops,0.0288014084060427
Hot Pot,Mediterranean,0.0287827933721835
Mediterranean,Hot Pot,0.0287827933721835
Cuban,Laotian,0.0286673283843239
Laotian,Cuban,0.0286673283843239
Latin American,Live/Raw Food,0.0285929947132575
Live/Raw Food,Latin American,0.0285929947132575
Dominican,Food Court,0.0285091451678779
Food Court,Dominican,0.0285091451678779
Hot Pot,Middle Eastern,0.0284232470702783
Middle Eastern,Hot Pot,0.0284232470702783
Cambodian,Piano Bars,0.0284144909911228
Piano Bars,Cambodian,0.0284144909911228
Beer Bar,Dominican,0.0283027881532807
Dominican,Beer Bar,0.0283027881532807
Brazilian,Live/Raw Food,0.0281569863248633
Live/Raw Food,Brazilian,0.0281569863248633
Live/Raw Food,Spanish,0.0280081820835072
Spanish,Live/Raw Food,0.0280081820835072
Dominican,Egyptian,0.0279376096872431
Egyptian,Dominican,0.0279376096872431
Ethnic Food,Filipino,0.0278969760368125
Filipino,Ethnic Food,0.0278969760368125
Falafel,Specialty Food,0.0278520704092913
Specialty Food,Falafel,0.0278520704092913
Cafes,Meat Shops,0.0278493535459085
Meat Shops,Cafes,0.0278493535459085
Breweries,Laotian,0.0277964418646127
Laotian,Breweries,0.0277964418646127
Beer Bar,Laotian,0.0276664480682492
Laotian,Beer Bar,0.0276664480682492
Brazilian,Shaved Ice,0.0275335601095545
Shaved Ice,Brazilian,0.0275335601095545
Cuban,Mediterranean,0.0275126708280022
Mediterranean,Cuban,0.0275126708280022
Arabian,Thai,0.0274884409153202
Thai,Arabian,0.0274884409153202
Falafel,Laotian,0.0274022427512721
Laotian,Falafel,0.0274022427512721
Brazilian,Meat Shops,0.0271950859011681
Meat Shops,Brazilian,0.0271950859011681
Desserts,Live/Raw Food,0.0271737952986696
Live/Raw Food,Desserts,0.0271737952986696
Live/Raw Food,Specialty Food,0.0271607796524261
Specialty Food,Live/Raw Food,0.0271607796524261
Meat Shops,Middle Eastern,0.0271381627022588
Middle Eastern,Meat Shops,0.0271381627022588
Cambodian,Cheese Shops,0.0270911847944618
Cheese Shops,Cambodian,0.0270911847944618
Desserts,Middle Eastern,0.0270866416663975
Middle Eastern,Desserts,0.0270866416663975
Pizza,Shanghainese,0.0270645825032461
Shanghainese,Pizza,0.0270645825032461
Italian,Laotian,0.0269143762589393
Laotian,Italian,0.0269143762589393
Dominican,Falafel,0.0269051824230322
Falafel,Dominican,0.0269051824230322
Egyptian,Specialty Food,0.0267007652753087
Specialty Food,Egyptian,0.0267007652753087
Dominican,Shaved Ice,0.0266302817562718
Shaved Ice,Dominican,0.0266302817562718
Sushi Bars,Taiwanese,0.0266087528087838
Taiwanese,Sushi Bars,0.0266087528087838
Bangladeshi,Food Delivery Services,0.0265707638344943
Food Delivery Services,Bangladeshi,0.0265707638344943
Brazilian,Food Delivery Services,0.0264452743665774
Food Delivery Services,Brazilian,0.0264452743665774
Falafel,Meat Shops,0.0264146528631183
Meat Shops,Falafel,0.0264146528631183
Cambodian,Ethnic Food,0.0262220629333756
Ethnic Food,Cambodian,0.0262220629333756
Cheese Shops,Pubs,0.0261592017656662
Pubs,Cheese Shops,0.0261592017656662
Hot Pot,Turkish,0.0260889317120877
Turkish,Hot Pot,0.0260889317120877
Soup,Sushi Bars,0.0260284614050316
Sushi Bars,Soup,0.0260284614050316
Cuban,Meat Shops,0.025951748769511
Meat Shops,Cuban,0.025951748769511
Fast Food,Laotian,0.025938307101499
Laotian,Fast Food,0.025938307101499
Live/Raw Food,Turkish,0.0259130492507582
Turkish,Live/Raw Food,0.0259130492507582
Brazilian,Pubs,0.0257204823279489
Pubs,Brazilian,0.0257204823279489
Dominican,Mediterranean,0.0256739979695383
Mediterranean,Dominican,0.0256739979695383
Middle Eastern,Shaved Ice,0.0256314411717902
Shaved Ice,Middle Eastern,0.0256314411717902
Cafes,Egyptian,0.025532179058979
Egyptian,Cafes,0.025532179058979
Cheese Shops,Ukrainian,0.0254734953048143
Ukrainian,Cheese Shops,0.0254734953048143
Cambodian,Spanish,0.0253164251596898
Spanish,Cambodian,0.0253164251596898
Caribbean,Spanish,0.0252997677709063
Spanish,Caribbean,0.0252997677709063
Live/Raw Food,Salad,0.0251157964765027
Salad,Live/Raw Food,0.0251157964765027
Brazilian,Specialty Food,0.025101755610984
Specialty Food,Brazilian,0.025101755610984
Dominican,Shanghainese,0.0250601590323713
Shanghainese,Dominican,0.0250601590323713
Middle Eastern,Patisserie/Cake Shop,0.0250600949302548
Patisserie/Cake Shop,Middle Eastern,0.0250600949302548
Fast Food,Persian/Iranian,0.0250097561326982
Persian/Iranian,Fast Food,0.0250097561326982
Brazilian,Food Court,0.0248650791897903
Food Court,Brazilian,0.0248650791897903
Live/Raw Food,Thai,0.02482148684502
Thai,Live/Raw Food,0.02482148684502
Cambodian,Meat Shops,0.0246622978419907
Meat Shops,Cambodian,0.0246622978419907
Meat Shops,Salad,0.0245938949513936
Salad,Meat Shops,0.0245938949513936
Bangladeshi,Specialty Food,0.024541150149079
Specialty Food,Bangladeshi,0.024541150149079
Cambodian,Soup,0.0244995650441437
Soup,Cambodian,0.0244995650441437
Latin American,Meat Shops,0.0242169740234678
Meat Shops,Latin American,0.0242169740234678
Gelato,Pubs,0.0241930070214843
Pubs,Gelato,0.0241930070214843
Meat Shops,Specialty Food,0.0239836194263011
Specialty Food,Meat Shops,0.0239836194263011
Shaved Ice,Wine Bars,0.0239743222636315
Wine Bars,Shaved Ice,0.0239743222636315
Laotian,Shaved Ice,0.0239360055334156
Shaved Ice,Laotian,0.0239360055334156
Filipino,Thai,0.0238880498332501
Thai,Filipino,0.0238880498332501
Arabian,Live/Raw Food,0.023877374821876
Live/Raw Food,Arabian,0.023877374821876
Laotian,Soup,0.0237729343516426
Soup,Laotian,0.0237729343516426
Dominican,Vegetarian,0.0236418388567779
Vegetarian,Dominican,0.0236418388567779
Desserts,Shanghainese,0.0234600986421004
Shanghainese,Desserts,0.0234600986421004
Indonesian,Sushi Bars,0.0232660463008478
Sushi Bars,Indonesian,0.0232660463008478
Indonesian,Ukrainian,0.0232300210754089
Ukrainian,Indonesian,0.0232300210754089
Arabian,Filipino,0.023204830972079
Filipino,Arabian,0.023204830972079
Cambodian,Fast Food,0.0231885959877448
Fast Food,Cambodian,0.0231885959877448
Desserts,Patisserie/Cake Shop,0.02313306439878
Patisserie/Cake Shop,Desserts,0.02313306439878
Brazilian,Thai,0.0231219566063615
Thai,Brazilian,0.0231219566063615
Egyptian,Thai,0.0230195147248376
Thai,Egyptian,0.0230195147248376
Cantonese,Meat Shops,0.0229933353637556
Meat Shops,Cantonese,0.0229933353637556
Gelato,Middle Eastern,0.0228837843013464
Middle Eastern,Gelato,0.0228837843013464
Meat Shops,Pubs,0.0227190050014353
Pubs,Meat Shops,0.0227190050014353
Middle Eastern,Shanghainese,0.0226417760417524
Shanghainese,Middle Eastern,0.0226417760417524
Salad,Ukrainian,0.0226177433800201
Ukrainian,Salad,0.0226177433800201
Breweries,Middle Eastern,0.0226117874393257
Middle Eastern,Breweries,0.0226117874393257
Falafel,Persian/Iranian,0.0225943607507884
Persian/Iranian,Falafel,0.0225943607507884
Egyptian,Piano Bars,0.0225219048003377
Piano Bars,Egyptian,0.0225219048003377
Meat Shops,Wine Bars,0.0223726907270546
Wine Bars,Meat Shops,0.0223726907270546
Cambodian,Shaved Ice,0.0222739453529165
Shaved Ice,Cambodian,0.0222739453529165
Brazilian,Sushi Bars,0.022235752808007
Sushi Bars,Brazilian,0.022235752808007
Pubs,Vegetarian,0.0222147104983951
Vegetarian,Pubs,0.0222147104983951
Arabian,Spanish,0.0222138171213569
Spanish,Arabian,0.0222138171213569
Cafes,Persian/Iranian,0.0221861173212985
Persian/Iranian,Cafes,0.0221861173212985
Hot Pot,Taiwanese,0.0221484022901807
Taiwanese,Hot Pot,0.0221484022901807
Cantonese,Wine Bars,0.0219647186801253
Wine Bars,Cantonese,0.0219647186801253
Food Court,Taiwanese,0.0218304080632761
Taiwanese,Food Court,0.0218304080632761
Cheese Shops,Mediterranean,0.0217928146609439
Mediterranean,Cheese Shops,0.0217928146609439
Beer Bar,Live/Raw Food,0.0216876792720256
Live/Raw Food,Beer Bar,0.0216876792720256
Cantonese,Mediterranean,0.0216229196512965
Mediterranean,Cantonese,0.0216229196512965
Bangladeshi,Dominican,0.0215746172813834
Dominican,Bangladeshi,0.0215746172813834
Cuban,Soup,0.0215498084947085
Soup,Cuban,0.0215498084947085
Latin American,Ukrainian,0.0213648436028751
Ukrainian,Latin American,0.0213648436028751
Laotian,Spanish,0.0213051563743264
Spanish,Laotian,0.0213051563743264
Mediterranean,Pubs,0.0212082556861772
Pubs,Mediterranean,0.0212082556861772
Ethnic Food,Turkish,0.0210930391660921
Turkish,Ethnic Food,0.0210930391660921
Ethnic Food,Salad,0.021004111230226
Salad,Ethnic Food,0.021004111230226
Laotian,Mediterranean,0.0209816880155165
Mediterranean,Laotian,0.0209816880155165
Cambodian,Caribbean,0.0209711895757702
Caribbean,Cambodian,0.0209711895757702
Delis,Taiwanese,0.0209624671413138
Taiwanese,Delis,0.0209624671413138
Laotian,Pizza,0.0207906775313784
Pizza,Laotian,0.0207906775313784
Cheese Shops,Dominican,0.020787718854424
Dominican,Cheese Shops,0.020787718854424
Bangladeshi,Laotian,0.0207344961346491
Laotian,Bangladeshi,0.0207344961346491
Caribbean,Thai,0.020678716786797
Thai,Caribbean,0.020678716786797
Vegetarian,Wine Bars,0.0204786508832131
Wine Bars,Vegetarian,0.0204786508832131
Egyptian,Hot Pot,0.020335414417225
Hot Pot,Egyptian,0.020335414417225
Breweries,Egyptian,0.0203290866167075
Egyptian,Breweries,0.0203290866167075
Breweries,Falafel,0.0201724790141102
Falafel,Breweries,0.0201724790141102
Ethnic Food,Spanish,0.0200165626766642
Spanish,Ethnic Food,0.0200165626766642
Dominican,Sushi Bars,0.0199502721252185
Sushi Bars,Dominican,0.0199502721252185
Cantonese,Egyptian,0.0197569164263246
Egyptian,Cantonese,0.0197569164263246
Soup,Turkish,0.0194953666484502
Turkish,Soup,0.0194953666484502
Mediterranean,Middle Eastern,0.0193781844722385
Middle Eastern,Mediterranean,0.0193781844722385
Persian/Iranian,Ukrainian,0.019263373834942
Ukrainian,Persian/Iranian,0.019263373834942
Food Court,Persian/Iranian,0.0192528000839262
Persian/Iranian,Food Court,0.0192528000839262
Delis,Ukrainian,0.0190980736421482
Ukrainian,Delis,0.0190980736421482
Filipino,Pizza,0.019070772465784
Pizza,Filipino,0.019070772465784
Food Court,Laotian,0.0189064213476376
Laotian,Food Court,0.0189064213476376
Dominican,Ukrainian,0.0189036449055716
Ukrainian,Dominican,0.0189036449055716
Gelato,Hot Pot,0.0188326923933056
Hot Pot,Gelato,0.0188326923933056
Dominican,Pizza,0.0187997701345195
Pizza,Dominican,0.0187997701345195
Latin American,Shanghainese,0.0187698707641374
Shanghainese,Latin American,0.0187698707641374
Live/Raw Food,Shanghainese,0.0187279523539948
Shanghainese,Live/Raw Food,0.0187279523539948
Cantonese,Thai,0.01871959419879
Thai,Cantonese,0.01871959419879
Egyptian,Taiwanese,0.0187137594518674
Taiwanese,Egyptian,0.0187137594518674
Breweries,Piano Bars,0.0185932625112378
Piano Bars,Breweries,0.0185932625112378
