x,y,value
Cafes,Shaved Ice,0.0887936177339159
Shaved Ice,Cafes,0.0887936177339159
Falafel,Patisserie/Cake Shop,0.0865377497260123
Patisserie/Cake Shop,Falafel,0.0865377497260123
Cupcakes,Hot Pot,0.0864291326639717
Hot Pot,Cupcakes,0.0864291326639717
Latin American,Spanish,0.0857951238984544
Spanish,Latin American,0.0857951238984544
Pizza,Soup,0.0857384048785281
Soup,Pizza,0.0857384048785281
Delis,Salad,0.0854581741155655
Salad,Delis,0.0854581741155655
Sushi Bars,Wine Bars,0.0851764683497817
Wine Bars,Sushi Bars,0.0851764683497817
Breweries,Fast Food,0.0850933885165989
Fast Food,Breweries,0.0850933885165989
Pizza,Shaved Ice,0.084939695592809
Shaved Ice,Pizza,0.084939695592809
Cuban,Sushi Bars,0.0833881195172941
Sushi Bars,Cuban,0.0833881195172941
Beer Bar,Delis,0.0827356612599177
Delis,Beer Bar,0.0827356612599177
Ethnic Food,Food Court,0.081912582130298
Food Court,Ethnic Food,0.081912582130298
Delis,Thai,0.0810355428447147
Thai,Delis,0.0810355428447147
Ethnic Food,Pizza,0.0802214629988528
Pizza,Ethnic Food,0.0802214629988528
Food Court,Italian,0.079902065512039
Italian,Food Court,0.079902065512039
Piano Bars,Soup,0.0795665013919653
Soup,Piano Bars,0.0795665013919653
Beer Bar,Shaved Ice,0.0784515896732964
Shaved Ice,Beer Bar,0.0784515896732964
Cafes,Thai,0.0780135798589481
Thai,Cafes,0.0780135798589481
Cafes,Hot Pot,0.0768609905702535
Hot Pot,Cafes,0.0768609905702535
Piano Bars,Salad,0.0764541087818588
Salad,Piano Bars,0.0764541087818588
Patisserie/Cake Shop,Wine Bars,0.0763266527531097
Wine Bars,Patisserie/Cake Shop,0.0763266527531097
Hot Pot,Latin American,0.0738550271670828
Latin American,Hot Pot,0.0738550271670828
Indonesian,Mediterranean,0.0731099269773254
Mediterranean,Indonesian,0.0731099269773254
Delis,Shaved Ice,0.0723994367296243
Shaved Ice,Delis,0.0723994367296243
Desserts,Sushi Bars,0.0716381471016428
Sushi Bars,Desserts,0.0716381471016428
Beer Bar,Latin American,0.0714774320191914
Latin American,Beer Bar,0.0714774320191914
Italian,Shaved Ice,0.0711169116629417
Shaved Ice,Italian,0.0711169116629417
Pizza,Salad,0.0709237722598737
Salad,Pizza,0.0709237722598737
Cheese Shops,Piano Bars,0.0696288906096718
Piano Bars,Cheese Shops,0.0696288906096718
Ethnic Food,Pubs,0.0690570159407863
Pubs,Ethnic Food,0.0690570159407863
Gelato,Spanish,0.0680012187138903
Spanish,Gelato,0.0680012187138903
Beer Bar,Brazilian,0.0666394626711717
Brazilian,Beer Bar,0.0666394626711717
Cupcakes,Ukrainian,0.0665781431971618
Ukrainian,Cupcakes,0.0665781431971618
Mediterranean,Taiwanese,0.0664643096225816
Taiwanese,Mediterranean,0.0664643096225816
Falafel,Ukrainian,0.0663992539530442
Ukrainian,Falafel,0.0663992539530442
Caribbean,Hot Pot,0.0663715196758465
Hot Pot,Caribbean,0.0663715196758465
Brazilian,Spanish,0.0663432409434801
Spanish,Brazilian,0.0663432409434801
Cantonese,Pizza,0.0662573379440961
Pizza,Cantonese,0.0662573379440961
Cheese Shops,Middle Eastern,0.0661058530505426
Middle Eastern,Cheese Shops,0.0661058530505426
Cafes,Dominican,0.0660605120371763
Dominican,Cafes,0.0660605120371763
Meat Shops,Mediterranean,0.0660308830078061
Mediterranean,Meat Shops,0.0660308830078061
Arabian,Food Delivery Services,0.0660193312492435
Food Delivery Services,Arabian,0.0660193312492435
Brazilian,Piano Bars,0.0660168626917655
Piano Bars,Brazilian,0.0660168626917655
Live/Raw Food,Wine Bars,0.0657995825760657
Wine Bars,Live/Raw Food,0.0657995825760657
Pubs,Wine Bars,0.0657310564194789
Wine Bars,Pubs,0.0657310564194789
Arabian,Egyptian,0.0657197720176386
Egyptian,Arabian,0.0657197720176386
Ethnic Food,Italian,0.0656440365430151
Italian,Ethnic Food,0.0656440365430151
Desserts,Laotian,0.0655610063694724
Laotian,Desserts,0.0655610063694724
Middle Eastern,Soup,0.0654551725269633
Soup,Middle Eastern,0.0654551725269633
Cantonese,Cupcakes,0.0652707851203651
Cupcakes,Cantonese,0.0652707851203651
Desserts,Thai,0.0651460510720275
Thai,Desserts,0.0651460510720275
Breweries,Italian,0.0649780063647507
Italian,Breweries,0.0649780063647507
Indonesian,Laotian,0.0648991153127709
Laotian,Indonesian,0.0648991153127709
Soup,Vegetarian,0.0648289820578927
Vegetarian,Soup,0.0648289820578927
Salad,Taiwanese,0.0647358365789001
Taiwanese,Salad,0.0647358365789001
Patisserie/Cake Shop,Vegetarian,0.0646177507005033
Vegetarian,Patisserie/Cake Shop,0.0646177507005033
Bangladeshi,Mediterranean,0.0645206657751832
Mediterranean,Bangladeshi,0.0645206657751832
Arabian,Meat Shops,0.0644214844235876
Meat Shops,Arabian,0.0644214844235876
Beer Bar,Mediterranean,0.0643013380112823
Mediterranean,Beer Bar,0.0643013380112823
Beer Bar,Italian,0.0641957032937596
Italian,Beer Bar,0.0641957032937596
Desserts,Ukrainian,0.0641599871567339
Ukrainian,Desserts,0.0641599871567339
Cantonese,Indonesian,0.064140957282097
Indonesian,Cantonese,0.064140957282097
Filipino,Persian/Iranian,0.0640758887713106
Persian/Iranian,Filipino,0.0640758887713106
Mediterranean,Shanghainese,0.063941859761935
Shanghainese,Mediterranean,0.063941859761935
Beer Bar,Cantonese,0.0639157508875158
Cantonese,Beer Bar,0.0639157508875158
Thai,Ukrainian,0.0638265724266033
Ukrainian,Thai,0.0638265724266033
Beer Bar,Cuban,0.0638112500244297
Cuban,Beer Bar,0.0638112500244297
Beer Bar,Ukrainian,0.0637808080464558
Ukrainian,Beer Bar,0.0637808080464558
Egyptian,Latin American,0.0637429433284285
Latin American,Egyptian,0.0637429433284285
Shaved Ice,Turkish,0.063627394284249
Turkish,Shaved Ice,0.063627394284249
Dominican,Persian/Iranian,0.0635369636195688
Persian/Iranian,Dominican,0.0635369636195688
Indonesian,Meat Shops,0.0635278101897692
Meat Shops,Indonesian,0.0635278101897692
Falafel,Live/Raw Food,0.0634956374255846
Live/Raw Food,Falafel,0.0634956374255846
Brazilian,Vegetarian,0.0634882356595541
Vegetarian,Brazilian,0.0634882356595541
Mediterranean,Sushi Bars,0.0633809679900944
Sushi Bars,Mediterranean,0.0633809679900944
Cheese Shops,Meat Shops,0.0632934300148774
Meat Shops,Cheese Shops,0.0632934300148774
Shanghainese,Taiwanese,0.0632741369531051
Taiwanese,Shanghainese,0.0632741369531051
Middle Eastern,Specialty Food,0.0631930643699224
Specialty Food,Middle Eastern,0.0631930643699224
Caribbean,Egyptian,0.0630951332326081
Egyptian,Caribbean,0.0630951332326081
Food Delivery Services,Wine Bars,0.0630889002752335
Wine Bars,Food Delivery Services,0.0630889002752335
Shanghainese,Spanish,0.0630882716822323
Spanish,Shanghainese,0.0630882716822323
Cambodian,Salad,0.063006382315274
Salad,Cambodian,0.063006382315274
Brazilian,Indonesian,0.0629743155628301
Indonesian,Brazilian,0.0629743155628301
Cuban,Shaved Ice,0.0629718451636794
Shaved Ice,Cuban,0.0629718451636794
Arabian,Soup,0.0629388139119067
Soup,Arabian,0.0629388139119067
Cupcakes,Persian/Iranian,0.0629184189850301
Persian/Iranian,Cupcakes,0.0629184189850301
Turkish,Wine Bars,0.06276604101234
Wine Bars,Turkish,0.06276604101234
Indonesian,Thai,0.062749051781696
Thai,Indonesian,0.062749051781696
Bangladeshi,Italian,0.0627311624745999
Italian,Bangladeshi,0.0627311624745999
Brazilian,Laotian,0.0627125711053544
Laotian,Brazilian,0.0627125711053544
Cupcakes,Middle Eastern,0.0626158985315215
Middle Eastern,Cupcakes,0.0626158985315215
Laotian,Live/Raw Food,0.0625982930124418
Live/Raw Food,Laotian,0.0625982930124418
Bangladeshi,Patisserie/Cake Shop,0.0625861113442806
Patisserie/Cake Shop,Bangladeshi,0.0625861113442806
Cambodian,Cantonese,0.0625325440742108
Cantonese,Cambodian,0.0625325440742108
Meat Shops,Vegetarian,0.062491867287556
Vegetarian,Meat Shops,0.062491867287556
Arabian,Food Court,0.062422156779415
Food Court,Arabian,0.062422156779415
Food Delivery Services,Meat Shops,0.0624121345970807
Meat Shops,Food Delivery Services,0.0624121345970807
Italian,Vegetarian,0.0624018398398088
Vegetarian,Italian,0.0624018398398088
Ethnic Food,Laotian,0.0622932826999351
Laotian,Ethnic Food,0.0622932826999351
Gelato,Meat Shops,0.0622859909544377
Meat Shops,Gelato,0.0622859909544377
Cheese Shops,Wine Bars,0.0622523742281534
Wine Bars,Cheese Shops,0.0622523742281534
Mediterranean,Persian/Iranian,0.0620032120471918
Persian/Iranian,Mediterranean,0.0620032120471918
Cambodian,Turkish,0.061974576332482
Turkish,Cambodian,0.061974576332482
Cupcakes,Live/Raw Food,0.0619424329874897
Live/Raw Food,Cupcakes,0.0619424329874897
Cheese Shops,Delis,0.0618729775417231
Delis,Cheese Shops,0.0618729775417231
Laotian,Persian/Iranian,0.0618331916842125
Persian/Iranian,Laotian,0.0618331916842125
Indonesian,Spanish,0.0617942560406806
Spanish,Indonesian,0.0617942560406806
Fast Food,Ukrainian,0.0617735049247024
Ukrainian,Fast Food,0.0617735049247024
Cuban,Indonesian,0.0617145403181617
Indonesian,Cuban,0.0617145403181617
Hot Pot,Pubs,0.0615708192294797
Pubs,Hot Pot,0.0615708192294797
Piano Bars,Sushi Bars,0.0613794916352829
Sushi Bars,Piano Bars,0.0613794916352829
Food Delivery Services,Laotian,0.0613172176032018
Laotian,Food Delivery Services,0.0613172176032018
Breweries,Soup,0.0612523986433484
Soup,Breweries,0.0612523986433484
Bangladeshi,Gelato,0.0612223413085867
Gelato,Bangladeshi,0.0612223413085867
Brazilian,Wine Bars,0.0611736767159424
Wine Bars,Brazilian,0.0611736767159424
Dominican,Latin American,0.0611728905413268
Latin American,Dominican,0.0611728905413268
Caribbean,Filipino,0.0611244881805759
Filipino,Caribbean,0.0611244881805759
Shanghainese,Vegetarian,0.0608565011715042
Vegetarian,Shanghainese,0.0608565011715042
Filipino,Food Court,0.0607471813057585
Food Court,Filipino,0.0607471813057585
Falafel,Pubs,0.0605871616115195
Pubs,Falafel,0.0605871616115195
Cupcakes,Mediterranean,0.060316830507684
Mediterranean,Cupcakes,0.060316830507684
Brazilian,Persian/Iranian,0.0602680499715991
Persian/Iranian,Brazilian,0.0602680499715991
Cambodian,Filipino,0.0602236070959926
Filipino,Cambodian,0.0602236070959926
Cuban,Taiwanese,0.0597249642228043
Taiwanese,Cuban,0.0597249642228043
Desserts,Persian/Iranian,0.0596854311043222
Persian/Iranian,Desserts,0.0596854311043222
Caribbean,Cuban,0.0596349662097789
Cuban,Caribbean,0.0596349662097789
Shaved Ice,Soup,0.0596330088421175
Soup,Shaved Ice,0.0596330088421175
Live/Raw Food,Pubs,0.0595550105350497
Pubs,Live/Raw Food,0.0595550105350497
Indonesian,Taiwanese,0.0595288084001118
Taiwanese,Indonesian,0.0595288084001118
Cambodian,Taiwanese,0.0594914028189706
Taiwanese,Cambodian,0.0594914028189706
Bangladeshi,Hot Pot,0.0594864636340085
Hot Pot,Bangladeshi,0.0594864636340085
Brazilian,Cuban,0.0594697461141284
Cuban,Brazilian,0.0594697461141284
Falafel,Vegetarian,0.0594202086140462
Vegetarian,Falafel,0.0594202086140462
Cantonese,Fast Food,0.0592874033530144
Fast Food,Cantonese,0.0592874033530144
Cantonese,Food Delivery Services,0.0590163521281305
Food Delivery Services,Cantonese,0.0590163521281305
Brazilian,Delis,0.0589965096837507
Delis,Brazilian,0.0589965096837507
Brazilian,Cafes,0.0589878937537901
Cafes,Brazilian,0.0589878937537901
Caribbean,Latin American,0.0589758420624069
Latin American,Caribbean,0.0589758420624069
Breweries,Salad,0.0589735840658086
Salad,Breweries,0.0589735840658086
Cambodian,Egyptian,0.0588929704001097
Egyptian,Cambodian,0.0588929704001097
Cambodian,Indonesian,0.0588862780955916
Indonesian,Cambodian,0.0588862780955916
Fast Food,Gelato,0.0588354947820253
Gelato,Fast Food,0.0588354947820253
Beer Bar,Egyptian,0.0586871268682522
Egyptian,Beer Bar,0.0586871268682522
Filipino,Laotian,0.0586776032139809
Laotian,Filipino,0.0586776032139809
Food Court,Meat Shops,0.0585640466527155
Meat Shops,Food Court,0.0585640466527155
Cambodian,Wine Bars,0.0585135790643391
Wine Bars,Cambodian,0.0585135790643391
Cambodian,Ukrainian,0.0584297609393999
Ukrainian,Cambodian,0.0584297609393999
Desserts,Meat Shops,0.0584089240335432
Meat Shops,Desserts,0.0584089240335432
Breweries,Turkish,0.0581301509289883
Turkish,Breweries,0.0581301509289883
Cantonese,Hot Pot,0.0580750040582283
Hot Pot,Cantonese,0.0580750040582283
Dominican,Middle Eastern,0.0579941947584815
Middle Eastern,Dominican,0.0579941947584815
Cambodian,Patisserie/Cake Shop,0.057982288386512
Patisserie/Cake Shop,Cambodian,0.057982288386512
Meat Shops,Patisserie/Cake Shop,0.057970067844645
Patisserie/Cake Shop,Meat Shops,0.057970067844645
Brazilian,Ukrainian,0.0579605480497975
Ukrainian,Brazilian,0.0579605480497975
Live/Raw Food,Piano Bars,0.0578797612780035
Piano Bars,Live/Raw Food,0.0578797612780035
Bangladeshi,Falafel,0.0575584821289033
Falafel,Bangladeshi,0.0575584821289033
Middle Eastern,Turkish,0.0574507521816429
Turkish,Middle Eastern,0.0574507521816429
Filipino,Ukrainian,0.0574408642652207
Ukrainian,Filipino,0.0574408642652207
Caribbean,Middle Eastern,0.0574209861769228
Middle Eastern,Caribbean,0.0574209861769228
Hot Pot,Thai,0.0573768184986761
Thai,Hot Pot,0.0573768184986761
Fast Food,Middle Eastern,0.0572492884674686
Middle Eastern,Fast Food,0.0572492884674686
Cheese Shops,Hot Pot,0.0572242941314386
Hot Pot,Cheese Shops,0.0572242941314386
Shanghainese,Ukrainian,0.0570875777154114
Ukrainian,Shanghainese,0.0570875777154114
Delis,Shanghainese,0.0567777540462849
Shanghainese,Delis,0.0567777540462849
Breweries,Filipino,0.0567650539061242
Filipino,Breweries,0.0567650539061242
Taiwanese,Vegetarian,0.0566937809292671
Vegetarian,Taiwanese,0.0566937809292671
Caribbean,Meat Shops,0.0564524827441865
Meat Shops,Caribbean,0.0564524827441865
Dominican,Pubs,0.0564095558665437
Pubs,Dominican,0.0564095558665437
Cafes,Middle Eastern,0.056385165117606
Middle Eastern,Cafes,0.056385165117606
Cuban,Patisserie/Cake Shop,0.0562728580671572
Patisserie/Cake Shop,Cuban,0.0562728580671572
Cantonese,Salad,0.05626936573098
Salad,Cantonese,0.05626936573098
Cantonese,Food Court,0.0561663544617953
Food Court,Cantonese,0.0561663544617953
Soup,Wine Bars,0.0561371423935944
Wine Bars,Soup,0.0561371423935944
Cupcakes,Vegetarian,0.0556176011514506
Vegetarian,Cupcakes,0.0556176011514506
Brazilian,Patisserie/Cake Shop,0.0554113781710476
Patisserie/Cake Shop,Brazilian,0.0554113781710476
Caribbean,Ukrainian,0.055144121633334
Ukrainian,Caribbean,0.055144121633334
Meat Shops,Pizza,0.0551436244914937
Pizza,Meat Shops,0.0551436244914937
Egyptian,Shanghainese,0.0550302861486099
Shanghainese,Egyptian,0.0550302861486099
Filipino,Mediterranean,0.0548052984728129
Mediterranean,Filipino,0.0548052984728129
Delis,Persian/Iranian,0.0548002845229469
Persian/Iranian,Delis,0.0548002845229469
Falafel,Soup,0.0547857500606333
Soup,Falafel,0.0547857500606333
Sushi Bars,Vegetarian,0.0547255270765336
Vegetarian,Sushi Bars,0.0547255270765336
Beer Bar,Cupcakes,0.0547040422556808
Cupcakes,Beer Bar,0.0547040422556808
Fast Food,Filipino,0.0547006211237977
Filipino,Fast Food,0.0547006211237977
Cambodian,Food Court,0.0546744641246555
Food Court,Cambodian,0.0546744641246555
Middle Eastern,Wine Bars,0.0545206326251468
Wine Bars,Middle Eastern,0.0545206326251468
Cambodian,Gelato,0.0544895635810429
Gelato,Cambodian,0.0544895635810429
Laotian,Latin American,0.0544861933211341
Latin American,Laotian,0.0544861933211341
Cantonese,Caribbean,0.0544145806177047
Caribbean,Cantonese,0.0544145806177047
Fast Food,Pubs,0.0543083139506501
Pubs,Fast Food,0.0543083139506501
Live/Raw Food,Vegetarian,0.0542919360840716
Vegetarian,Live/Raw Food,0.0542919360840716
Cafes,Cantonese,0.0540788981765128
Cantonese,Cafes,0.0540788981765128
Egyptian,Turkish,0.0538912755761598
Turkish,Egyptian,0.0538912755761598
Filipino,Pubs,0.0538716560430917
Pubs,Filipino,0.0538716560430917
Brazilian,Taiwanese,0.0538479558168438
Taiwanese,Brazilian,0.0538479558168438
Bangladeshi,Indonesian,0.0538470243802868
Indonesian,Bangladeshi,0.0538470243802868
Laotian,Sushi Bars,0.0538352160100175
Sushi Bars,Laotian,0.0538352160100175
Thai,Turkish,0.0537795683691158
Turkish,Thai,0.0537795683691158
Laotian,Piano Bars,0.0536666182557447
Piano Bars,Laotian,0.0536666182557447
Dominican,Wine Bars,0.0536190351400092
Wine Bars,Dominican,0.0536190351400092
Cantonese,Desserts,0.0535877004991292
Desserts,Cantonese,0.0535877004991292
Egyptian,Pubs,0.0534943040531156
Pubs,Egyptian,0.0534943040531156
Ethnic Food,Middle Eastern,0.0534460120962015
Middle Eastern,Ethnic Food,0.0534460120962015
Food Delivery Services,Ukrainian,0.0534447563327863
Ukrainian,Food Delivery Services,0.0534447563327863
Persian/Iranian,Sushi Bars,0.0534398377281864
Sushi Bars,Persian/Iranian,0.0534398377281864
Filipino,Shaved Ice,0.0534227564740285
Shaved Ice,Filipino,0.0534227564740285
Cantonese,Cuban,0.053403179181047
Cuban,Cantonese,0.053403179181047
Egyptian,Food Court,0.0533575872792605
Food Court,Egyptian,0.0533575872792605
Cantonese,Soup,0.0532679398106068
Soup,Cantonese,0.0532679398106068
Bangladeshi,Breweries,0.0531273282510444
Breweries,Bangladeshi,0.0531273282510444
Spanish,Taiwanese,0.0530822914018762
Taiwanese,Spanish,0.0530822914018762
Desserts,Turkish,0.0528721007588823
Turkish,Desserts,0.0528721007588823
Mediterranean,Salad,0.0528578476783418
Salad,Mediterranean,0.0528578476783418
Middle Eastern,Piano Bars,0.0527986580792313
Piano Bars,Middle Eastern,0.0527986580792313
Breweries,Meat Shops,0.0527240501388822
Meat Shops,Breweries,0.0527240501388822
Persian/Iranian,Pubs,0.0527147455009175
Pubs,Persian/Iranian,0.0527147455009175
Gelato,Soup,0.0525297160102452
Soup,Gelato,0.0525297160102452
Bangladeshi,Vegetarian,0.0525166115260377
Vegetarian,Bangladeshi,0.0525166115260377
Salad,Sushi Bars,0.0525047546809883
Sushi Bars,Salad,0.0525047546809883
Bangladeshi,Wine Bars,0.0524335585592688
Wine Bars,Bangladeshi,0.0524335585592688
Meat Shops,Persian/Iranian,0.0523648146038456
Persian/Iranian,Meat Shops,0.0523648146038456
Italian,Spanish,0.0522702998053013
Spanish,Italian,0.0522702998053013
Brazilian,Cheese Shops,0.0522533731371057
Cheese Shops,Brazilian,0.0522533731371057
Live/Raw Food,Patisserie/Cake Shop,0.052204658914994
Patisserie/Cake Shop,Live/Raw Food,0.052204658914994
Laotian,Thai,0.0521855878199555
Thai,Laotian,0.0521855878199555
Breweries,Cambodian,0.052049100517623
Cambodian,Breweries,0.052049100517623
Gelato,Turkish,0.0520214382241995
Turkish,Gelato,0.0520214382241995
Egyptian,Sushi Bars,0.052014833768928
Sushi Bars,Egyptian,0.052014833768928
Desserts,Ethnic Food,0.0518832858501836
Ethnic Food,Desserts,0.0518832858501836
Cheese Shops,Shanghainese,0.0518480568010084
Shanghainese,Cheese Shops,0.0518480568010084
Patisserie/Cake Shop,Turkish,0.0517608320635288
Turkish,Patisserie/Cake Shop,0.0517608320635288
Fast Food,Shanghainese,0.0516809180798095
Shanghainese,Fast Food,0.0516809180798095
Caribbean,Live/Raw Food,0.0516506983108204
Live/Raw Food,Caribbean,0.0516506983108204
Brazilian,Gelato,0.0513837153627801
Gelato,Brazilian,0.0513837153627801
Persian/Iranian,Specialty Food,0.0513219002944055
Specialty Food,Persian/Iranian,0.0513219002944055
Cantonese,Spanish,0.0511758713688167
Spanish,Cantonese,0.0511758713688167
Cupcakes,Salad,0.0508635330427296
Salad,Cupcakes,0.0508635330427296
Salad,Vegetarian,0.0508214482039972
Vegetarian,Salad,0.0508214482039972
Arabian,Vegetarian,0.0506958381139289
Vegetarian,Arabian,0.0506958381139289
Food Court,Live/Raw Food,0.0506290988956039
Live/Raw Food,Food Court,0.0506290988956039
Falafel,Mediterranean,0.0505492269000852
Mediterranean,Falafel,0.0505492269000852
Hot Pot,Vegetarian,0.0505387133054197
Vegetarian,Hot Pot,0.0505387133054197
Brazilian,Salad,0.0503062994565187
Salad,Brazilian,0.0503062994565187
Cuban,Pubs,0.0502824347011544
Pubs,Cuban,0.0502824347011544
Food Delivery Services,Middle Eastern,0.0502793257203763
Middle Eastern,Food Delivery Services,0.0502793257203763
Pizza,Turkish,0.0501355533330176
Turkish,Pizza,0.0501355533330176
Cuban,Filipino,0.0501088260305518
Filipino,Cuban,0.0501088260305518
Gelato,Ukrainian,0.0499255497715645
Ukrainian,Gelato,0.0499255497715645
Cheese Shops,Filipino,0.0497838538956465
Filipino,Cheese Shops,0.0497838538956465
Egyptian,Laotian,0.0497607892705995
Laotian,Egyptian,0.0497607892705995
Fast Food,Sushi Bars,0.0497269988741322
Sushi Bars,Fast Food,0.0497269988741322
Caribbean,Mediterranean,0.0497107996726743
Mediterranean,Caribbean,0.0497107996726743
Delis,Live/Raw Food,0.0497027063288105
Live/Raw Food,Delis,0.0497027063288105
Arabian,Ethnic Food,0.0496987598152818
Ethnic Food,Arabian,0.0496987598152818
Brazilian,Cantonese,0.0496842764403211
Cantonese,Brazilian,0.0496842764403211
Cantonese,Ukrainian,0.0496510378789721
Ukrainian,Cantonese,0.0496510378789721
Taiwanese,Wine Bars,0.0496323600908222
Wine Bars,Taiwanese,0.0496323600908222
Food Delivery Services,Shanghainese,0.0495289724335539
Shanghainese,Food Delivery Services,0.0495289724335539
Hot Pot,Shanghainese,0.0494362623194274
Shanghainese,Hot Pot,0.0494362623194274
Bangladeshi,Beer Bar,0.0494271804691725
Beer Bar,Bangladeshi,0.0494271804691725
Egyptian,Soup,0.0494233281627053
Soup,Egyptian,0.0494233281627053
Arabian,Dominican,0.0493190355886734
Dominican,Arabian,0.0493190355886734
Egyptian,Shaved Ice,0.0492799464600193
Shaved Ice,Egyptian,0.0492799464600193
Cuban,Shanghainese,0.0492737635323619
Shanghainese,Cuban,0.0492737635323619
Hot Pot,Specialty Food,0.0492627011141669
Specialty Food,Hot Pot,0.0492627011141669
Falafel,Shaved Ice,0.0492482262037579
Shaved Ice,Falafel,0.0492482262037579
Ethnic Food,Indonesian,0.0491605996446177
Indonesian,Ethnic Food,0.0491605996446177
Arabian,Shanghainese,0.0488980518252015
Shanghainese,Arabian,0.0488980518252015
Cafes,Turkish,0.048708404156884
Turkish,Cafes,0.048708404156884
Bangladeshi,Pubs,0.0486817921159607
Pubs,Bangladeshi,0.0486817921159607
Beer Bar,Turkish,0.0486752199169418
Turkish,Beer Bar,0.0486752199169418
Hot Pot,Patisserie/Cake Shop,0.0485849224297603
Patisserie/Cake Shop,Hot Pot,0.0485849224297603
Falafel,Thai,0.0485533547408386
Thai,Falafel,0.0485533547408386
Falafel,Spanish,0.0484862559767873
Spanish,Falafel,0.0484862559767873
Filipino,Patisserie/Cake Shop,0.0482486193065988
Patisserie/Cake Shop,Filipino,0.0482486193065988
Cantonese,Shanghainese,0.0481277017182738
Shanghainese,Cantonese,0.0481277017182738
Filipino,Food Delivery Services,0.0480909595808398
Food Delivery Services,Filipino,0.0480909595808398
Laotian,Taiwanese,0.0479722061967762
Taiwanese,Laotian,0.0479722061967762
Cantonese,Gelato,0.047863532476474
Gelato,Cantonese,0.047863532476474
Cuban,Egyptian,0.0478625176980417
Egyptian,Cuban,0.0478625176980417
Laotian,Meat Shops,0.0478219150035274
Meat Shops,Laotian,0.0478219150035274
Dominican,Fast Food,0.0477811491723898
Fast Food,Dominican,0.0477811491723898
Arabian,Ukrainian,0.0476851293936263
Ukrainian,Arabian,0.0476851293936263
Brazilian,Caribbean,0.0476760255088362
Caribbean,Brazilian,0.0476760255088362
Piano Bars,Ukrainian,0.0476395633845464
Ukrainian,Piano Bars,0.0476395633845464
Beer Bar,Vegetarian,0.0474092016867029
Vegetarian,Beer Bar,0.0474092016867029
Egyptian,Ethnic Food,0.0473862570480943
Ethnic Food,Egyptian,0.0473862570480943
Shanghainese,Wine Bars,0.0473465892223622
Wine Bars,Shanghainese,0.0473465892223622
Egyptian,Live/Raw Food,0.0472723223080421
Live/Raw Food,Egyptian,0.0472723223080421
Cuban,Salad,0.04727224916543
Salad,Cuban,0.04727224916543
Gelato,Persian/Iranian,0.0472682471939917
Persian/Iranian,Gelato,0.0472682471939917
Pizza,Ukrainian,0.0469502827401817
Ukrainian,Pizza,0.0469502827401817
Italian,Turkish,0.0468452595710638
Turkish,Italian,0.0468452595710638
Italian,Ukrainian,0.0468443831296476
Ukrainian,Italian,0.0468443831296476
Latin American,Persian/Iranian,0.0468397435375852
Persian/Iranian,Latin American,0.0468397435375852
Falafel,Sushi Bars,0.0465839085113999
Sushi Bars,Falafel,0.0465839085113999
Laotian,Salad,0.0465404892574881
Salad,Laotian,0.0465404892574881
Filipino,Live/Raw Food,0.0463860704926151
Live/Raw Food,Filipino,0.0463860704926151
Cantonese,Sushi Bars,0.0463597597898059
Sushi Bars,Cantonese,0.0463597597898059
Filipino,Piano Bars,0.0462932128470492
Piano Bars,Filipino,0.0462932128470492
Middle Eastern,Salad,0.046205004574883
Salad,Middle Eastern,0.046205004574883
Filipino,Wine Bars,0.0461273610250321
Wine Bars,Filipino,0.0461273610250321
Filipino,Gelato,0.0459696612908037
Gelato,Filipino,0.0459696612908037
Cheese Shops,Spanish,0.0456852798579797
Spanish,Cheese Shops,0.0456852798579797
Indonesian,Vegetarian,0.0456762148013733
Vegetarian,Indonesian,0.0456762148013733
Taiwanese,Ukrainian,0.045608783006094
Ukrainian,Taiwanese,0.045608783006094
Piano Bars,Taiwanese,0.0456034914859958
Taiwanese,Piano Bars,0.0456034914859958
Breweries,Sushi Bars,0.0455894183439346
Sushi Bars,Breweries,0.0455894183439346
Cambodian,Shanghainese,0.0455485988760427
Shanghainese,Cambodian,0.0455485988760427
Breweries,Latin American,0.0455212872182688
Latin American,Breweries,0.0455212872182688
Dominican,Soup,0.0454957273555414
Soup,Dominican,0.0454957273555414
Persian/Iranian,Turkish,0.0453348323108836
Turkish,Persian/Iranian,0.0453348323108836
Italian,Thai,0.0452963279184192
Thai,Italian,0.0452963279184192
Arabian,Taiwanese,0.0452300422734688
Taiwanese,Arabian,0.0452300422734688
Cantonese,Taiwanese,0.0451525270543249
Taiwanese,Cantonese,0.0451525270543249
Italian,Taiwanese,0.0451476903516875
Taiwanese,Italian,0.0451476903516875
Shanghainese,Thai,0.0449460451270588
Thai,Shanghainese,0.0449460451270588
Cambodian,Hot Pot,0.0447529312509876
Hot Pot,Cambodian,0.0447529312509876
Live/Raw Food,Shaved Ice,0.0447507013619578
Shaved Ice,Live/Raw Food,0.0447507013619578
Live/Raw Food,Meat Shops,0.0447011412275881
Meat Shops,Live/Raw Food,0.0447011412275881
Cupcakes,Dominican,0.0446926515366948
Dominican,Cupcakes,0.0446926515366948
Breweries,Delis,0.0445370981895883
Delis,Breweries,0.0445370981895883
Soup,Spanish,0.0442931265348817
Spanish,Soup,0.0442931265348817
Laotian,Turkish,0.0442396542912596
Turkish,Laotian,0.0442396542912596
Hot Pot,Salad,0.0442347449288189
Salad,Hot Pot,0.0442347449288189
