time,lat,lng,height
2015-08-20 04:01:13.730,35.012133,32.508936,97.80000305175781
2015-08-20 04:01:17.889,35.012198,32.508888,96.9000015258789
2015-08-20 04:01:18.737,35.012215,32.508875,96.9000015258789
2015-08-20 04:01:22.773,35.012275,32.508815,96.0
2015-08-20 04:01:23.738,35.012291,32.508801,95.69999694824219
2015-08-20 04:01:27.842,35.012367,32.508754,95.5
2015-08-20 04:01:28.724,35.01239,32.508745,95.30000305175781
2015-08-20 04:01:32.771,35.012489,32.508719,94.9000015258789
2015-08-20 04:01:33.737,35.012511,32.508714,94.19999694824219
2015-08-20 04:01:37.826,35.012593,32.508683,93.30000305175781
2015-08-20 04:01:38.805,35.012613,32.50867,93.69999694824219
2015-08-20 04:01:42.885,35.012693,32.508632,92.0999984741211
2015-08-20 04:01:43.769,35.012715,32.508626,91.30000305175781
2015-08-20 04:01:47.862,35.012807,32.508605,90.5999984741211
2015-08-20 04:01:48.809,35.012831,32.508601,90.19999694824219
2015-08-20 04:01:52.842,35.012924,32.508585,89.5999984741211
2015-08-20 04:01:53.730,35.012946,32.508577,88.4000015258789
2015-08-20 04:01:56.975,35.013015,32.508545,88.0999984741211
2015-08-20 04:01:57.734,35.013042,32.508537,88.4000015258789
2015-08-20 04:02:01.816,35.013143,32.508514,87.30000305175781
2015-08-20 04:02:02.766,35.013164,32.508506,87.19999694824219
2015-08-20 04:02:06.811,35.01325,32.508474,87.0999984741211
2015-08-20 04:02:07.740,35.013272,32.508467,87.19999694824219
2015-08-20 04:02:11.804,35.013361,32.508432,87.4000015258789
2015-08-20 04:02:12.733,35.013383,32.508421,88.0
2015-08-20 04:02:16.800,35.013474,32.508376,88.0999984741211
2015-08-20 04:02:17.734,35.013495,32.508364,87.30000305175781
2015-08-20 04:02:22.799,35.013573,32.508313,85.19999694824219
2015-08-20 04:02:23.743,35.013586,32.5083,85.0
2015-08-20 04:02:28.794,35.013635,32.508228,80.80000305175781
2015-08-20 04:02:29.755,35.013642,32.508212,80.19999694824219
2015-08-20 04:02:33.807,35.013675,32.508138,79.9000015258789
2015-08-20 04:02:34.804,35.013685,32.508119,80.0999984741211
2015-08-20 04:02:38.812,35.013769,32.508092,80.69999694824219
2015-08-20 04:02:39.879,35.0138,32.508098,81.0
2015-08-20 04:02:42.909,35.013877,32.508128,79.69999694824219
2015-08-20 04:02:43.754,35.013901,32.508136,80.80000305175781
2015-08-20 04:02:48.018,35.014002,32.508157,80.5999984741211
2015-08-20 04:02:48.746,35.014028,32.508158,80.5999984741211
2015-08-20 04:02:56.857,35.014134,32.508152,80.69999694824219
2015-08-20 04:02:57.964,35.014166,32.508154,80.4000015258789
2015-08-20 04:03:00.838,35.014262,32.508153,80.0999984741211
2015-08-20 04:03:01.834,35.014292,32.508154,79.80000305175781
2015-08-20 04:03:04.926,35.014381,32.508161,78.80000305175781
2015-08-20 04:03:05.735,35.014411,32.508159,79.19999694824219
2015-08-20 04:03:08.875,35.014501,32.508163,79.0
2015-08-20 04:03:09.740,35.014527,32.508176,79.9000015258789
2015-08-20 04:03:12.773,35.014609,32.508198,80.4000015258789
2015-08-20 04:03:13.733,35.014635,32.508205,81.4000015258789
2015-08-20 04:03:17.917,35.01473,32.508223,81.0
2015-08-20 04:03:18.741,35.014754,32.508227,81.5
2015-08-20 04:03:22.777,35.014854,32.508247,81.5999984741211
2015-08-20 04:03:23.734,35.01488,32.508254,81.19999694824219
2015-08-20 04:03:26.806,35.014959,32.508274,81.0
2015-08-20 04:03:27.736,35.014985,32.508278,81.19999694824219
2015-08-20 04:03:31.781,35.015084,32.508291,83.30000305175781
2015-08-20 04:03:32.733,35.015108,32.508294,83.5999984741211
2015-08-20 04:03:36.817,35.015203,32.508315,84.5999984741211
2015-08-20 04:03:37.735,35.015227,32.508318,84.30000305175781
2015-08-20 04:03:41.910,35.015329,32.508329,84.80000305175781
2015-08-20 04:03:42.735,35.015354,32.508329,84.9000015258789
2015-08-20 04:03:46.780,35.015452,32.508337,85.30000305175781
2015-08-20 04:03:47.739,35.015477,32.50834,85.0
2015-08-20 04:03:51.812,35.015572,32.50836,84.5999984741211
2015-08-20 04:03:52.753,35.015594,32.50837,83.5999984741211
2015-08-20 04:03:56.823,35.015688,32.508393,84.0999984741211
2015-08-20 04:03:57.748,35.015712,32.508398,83.5
2015-08-20 04:04:01.886,35.015804,32.508414,83.19999694824219
2015-08-20 04:04:02.806,35.015827,32.508417,82.80000305175781
2015-08-20 04:04:06.819,35.015917,32.508435,81.19999694824219
2015-08-20 04:04:07.737,35.015939,32.508441,80.5999984741211
2015-08-20 04:04:11.934,35.016031,32.508457,81.0999984741211
2015-08-20 04:04:12.809,35.016053,32.50846,81.19999694824219
2015-08-20 04:04:16.845,35.016144,32.508471,79.0999984741211
2015-08-20 04:04:17.756,35.016168,32.508474,79.19999694824219
2015-08-20 04:04:21.812,35.016264,32.508485,77.9000015258789
2015-08-20 04:04:22.738,35.016287,32.508485,77.5
2015-08-20 04:04:26.828,35.016389,32.508482,78.30000305175781
2015-08-20 04:04:27.741,35.016415,32.508484,79.5
2015-08-20 04:04:30.815,35.016495,32.508498,79.19999694824219
2015-08-20 04:04:31.780,35.016521,32.508502,79.19999694824219
2015-08-20 04:04:35.782,35.016616,32.508519,80.19999694824219
2015-08-20 04:04:36.758,35.01664,32.508519,80.5999984741211
2015-08-20 04:04:40.819,35.016736,32.508524,80.9000015258789
2015-08-20 04:04:41.739,35.01676,32.508526,80.5999984741211
2015-08-20 04:04:45.822,35.016862,32.50854,82.0999984741211
2015-08-20 04:04:46.754,35.016889,32.508545,81.69999694824219
2015-08-20 04:04:49.819,35.016969,32.50856,81.69999694824219
