channel_title,trending_count,views,subscribers,classification
Gibi ASMR,3,359742,787225.0,Youtuber
Gigi Gorgeous,3,347163,2776381.0,Youtuber
GinWigmoreVEVO,1,4843,48559.0,Music
Glam&Gore,6,298244,2364565.0,Youtuber
Glamour Magazine,5,415262,868150.0,Traditional Media
GoDucksdotcom,1,687,41670.0,Traditional Media
GoPro,5,60194,5525136.0,Commercial
GohmertTX01,1,22283,3678.0,Traditional Media
Golden State Warriors,1,101590,549417.0,Traditional Media
Gondwana Collection Namibia,1,213584,1276.0,Commercial
Good Morning America,12,258681,362412.0,Traditional Media
Good Morning Britain,1,52602,148078.0,Traditional Media
Good Mythical Morning,23,559872,13186408.0,Youtuber
Goodwillsandusky,1,228745,33.0,Conventional Viral
Google,5,243017,5980584.0,Commercial
GrDrtube,1,14289,737.0,Conventional Viral
Grace Helbig,12,167835,3008137.0,Traditional Media
GraceVanderWaalVEVO,3,671924,1759496.0,Music
Graham The Christian,1,798567,934482.0,Youtuber
Grandpa Kitchen,1,110091,1479361.0,Youtuber
Great Big Story,26,229710,2060009.0,Traditional Media
GreatScott!,3,164930,742236.0,Youtuber
Green Day,2,382354,2659129.0,Music
Gregg Peterson,1,6684,2869.0,Conventional Viral
Grist,1,3133,10664.0,Youtuber
Groupon,1,601853,26164.0,Commercial
Guardian News,14,188614,82521.0,Traditional Media
Guava Juice,9,991869,9135635.0,Youtuber
Guinness World Records,1,28539,2714835.0,Traditional Media
Guldies,1,61240,284109.0,Youtuber
Gus Johnson,9,265348,335046.0,Youtuber
Guy Tang,1,828909,1951736.0,Youtuber
GwenStefaniVEVO,1,94643,1133871.0,Music
H&M,2,193657,295487.5,Commercial
HACKADAY,4,2287,95190.0,Youtuber
HANSON,2,42343,59144.0,Music
HARRY,1,3560,52856.0,Music
HBO,13,652496,1099202.0,Traditional Media
HOT 97,1,757804,1836870.0,Traditional Media
HOTSPOTATL,1,2929,4500.0,Movie Trailer
HQVideoDude,1,60828,16892.0,Music
HaileeSteinfeldVEVO,1,751525,2631801.0,Music
HaimVEVO,1,118160,292985.0,Music
Hak5,1,10914,409334.0,Youtuber
Half as Interesting,10,299221,453620.0,Youtuber
Halfway Anywhere,1,49091,2191.0,Conventional Viral
HalseyVEVO,3,895648,3087452.0,Music
Hamilton: An American Musical,2,438852,292884.0,Traditional Media
Hannah Meloche,1,69028,267317.0,Youtuber
Hannah Stocking,12,1339556,2644692.0,Traditional Media
Hannah Witton,1,25780,432927.0,Youtuber
HarryStylesVEVO,2,5114138,3291974.0,Music
Haru the Shiba Inu,1,43437,138688.0,Youtuber
Hayley Kiyoko,1,966029,1086246.0,Music
Hazel Hayes,1,93375,258368.0,Youtuber
Healthcare Triage,2,13384,272904.0,Youtuber
Helen Anderson,1,73427,590048.0,Youtuber
HellthyJunkFood,22,310401,1568812.0,Youtuber
Henry Prince Mak,1,35704,0.0,Traditional Media
Hevesh5,5,168730,1625338.0,Youtuber
HiHo Kids,2,146806,1050076.0,Commercial
Highlight Heaven,2,352882,278474.5,Traditional Media
Highsnobiety,1,26906,231627.0,Traditional Media
Hillsong Worship,1,106144,1723036.0,Music
Hin Nya,1,218855,2734.0,Conventional Viral
Hollyscoop,1,20612,765520.0,Traditional Media
HollywoodLife,2,990382,1632710.0,Traditional Media
Honda,1,20188,305851.0,Commercial
Hope For Paws - Official Rescue Channel,5,333752,2205605.0,Youtuber
Hopeless Records,1,195685,941941.0,Music
Horizon Productions SFL,1,108646,4978.0,Conventional Viral
Hot Dad,1,13676,108359.0,Youtuber
HouzzTV,2,234563,342820.0,Traditional Media
How Ridiculous,6,3328850,1245303.0,Youtuber
How To Cake It,8,318569,3588443.0,Youtuber
How To Cook That,7,141293,3409429.0,Youtuber
How To Make Everything,2,128098,505241.0,Youtuber
How to DAD,3,139335,192324.0,Youtuber
HowToBasic,2,1966278,10365977.0,Youtuber
Howl Of A Dog,1,462463,381781.0,Youtuber
Hudson Moore,1,52628,10327.0,Music
Hulu,6,2389977,1162073.0,Commercial
Humble Design,1,23634,698.0,Conventional Viral
Hunter Hayes,3,21416,658161.0,Music
Hush Kit,1,84198,4355.0,Youtuber
Huw Parkinson,1,7658,18970.0,Youtuber
Huxley Berg Studios,1,33856,52923.0,Youtuber
HvdH-Plane-Spotter,1,4361881,18378.0,Youtuber
Hybrid Network,1,8088,278080.0,Youtuber
Hydraulic Press Channel,7,465326,1824589.0,Youtuber
HyundaiUSA,2,870341,163289.0,Commercial
I Like To Make Stuff,2,530377,1709788.0,Youtuber
I'm With Her,1,6148,3128.0,Music
I.T. Channel,1,117394,34357.0,Youtuber
IAmAnneMarie,1,151222,997811.0,Conventional Viral
IFC,1,91445,83296.0,Traditional Media
IFC Films,3,337849,63986.0,Movie Trailer
IGN,10,475895,9401388.0,Traditional Media
IGN News,2,9722,344968.0,Traditional Media
IISuperwomanII,18,1205880,13357328.0,Youtuber
INQUIRER.net,1,44295,92552.0,Traditional Media
INSIDER,34,451044,1461545.0,Traditional Media
ImagineDragonsVEVO,5,1306700,10199977.0,Music
Inanna Sarkis,2,1129547,2310107.0,Youtuber
IncubusVEVO,2,67896,406273.0,Music
India Love,1,76285,9426.0,Music
India Survival Guide,1,365603,25514.0,Youtuber
Ingrid Nilsen,3,60412,3889712.0,Youtuber
Inside Edition,15,201957,2081261.0,Traditional Media
Inside the Magic,1,80200,894319.0,Traditional Media
Interscope Records,1,125684,441374.0,Music
Inthefrow,1,80945,579943.0,Commercial
Intuit,1,10008678,28705.0,Commercial
Invisible People,1,33685,90396.0,Youtuber
Iris,1,676024,344282.0,Conventional Viral
IsraeliPM,1,3741,46483.0,Traditional Media
It's Okay To Be Smart,3,183153,2048495.0,Youtuber
It's a Southern Thing,1,114552,34188.0,Youtuber
It's a small world,1,22963,180171.0,Music
Itzztonytony,1,261544,14.0,Conventional Viral
Ivan Miranda,1,47464,43737.0,Youtuber
Izac Less,1,82783,4119.0,Conventional Viral
J Gasser,1,987,13.0,Youtuber
J S,1,212858,28.0,Traditional Media
J.J. McCullough,1,13205,41315.0,Youtuber
JAY,1,48982,696.0,Youtuber
JK Brickworks,1,39096,322357.0,Youtuber
JOLLY,3,253086,658657.0,Youtuber
JP & Julia,1,187452,132323.0,Youtuber
Jack Coyne,2,274132,183954.0,Youtuber
Jack and Dean,2,127124,603181.0,Youtuber
JackJohnsonVEVO,2,20200,286807.0,Music
JackWhiteVEVO,2,326313,261596.0,Music
Jackie Aina,8,397263,2168843.0,Youtuber
Jaclyn Hill,4,787397,4980067.0,Youtuber
Jacob Collier,1,40117,199298.0,Music
Jaiden Animations,5,2350534,3497340.0,Youtuber
Jake Roper,1,143597,303140.0,Youtuber
Jalopnik,1,37522,195154.0,Youtuber
James Charles,14,1521077,3225647.0,Youtuber
James Veitch,1,139989,321099.0,Youtuber
JamesAVEVO,1,297306,2352854.0,Music
JamesBayVEVO,3,260828,1214545.0,Music
JamesBlakeVEVO,1,130569,28321.0,Music
Jamie Demeter,1,163780,496.0,Conventional Viral
JanPaul123,1,4253,48.0,Conventional Viral
JarJar Abrams,1,643117,7758.0,Conventional Viral
Jason Derulo,3,1573905,9076056.0,Music
Jason Yu,1,296633,563.0,Conventional Viral
JasonAldeanVEVO,2,257293,1137557.0,Music
JayRockVEVO,1,4014741,123148.0,Music
JayZVEVO,1,1722568,856394.0,Music
Jeep,1,778702,112402.0,Commercial
Jenn Im,3,214795,2127866.0,Youtuber
JennaMarbles,4,1837716,17971299.0,Youtuber
JenniferLopezVEVO,4,6009887,7257810.0,Music
Jenny Hanell,1,1827,5.0,Conventional Viral
Jenny Nicholson,9,108957,214706.0,Youtuber
Jeopardy!,2,458172,12873.0,Traditional Media
Jeremy Jahns,6,430576,1400125.0,Youtuber
JerryRigEverything,9,275846,1689905.0,Youtuber
Jesse,1,576294,10436890.0,Youtuber
Jessica Braun | JAMbeauty89,1,56771,468477.0,Youtuber
Jessica Clements,2,103655,709013.0,Youtuber
Jessica Kellgren-Fozard,1,13110,225449.0,Youtuber
Jessica Vu,1,41407,405813.0,Youtuber
JessieJVEVO,1,483212,6930255.0,Music
Jessii Vee,1,77486,888476.0,Youtuber
JheneAikoVEVO,1,1063246,1012468.0,Music
JimBrowski 96HourNews,1,9132,1544.0,Youtuber
Jimmy Built,1,140973,1041.0,Music
Jimmy Kimmel Live,70,903864,11262900.23076923,Traditional Media
Joan Kim,3,56152,357133.0,Youtuber
JoergSprave,1,105115,1937270.0,Youtuber
Joey Graceffa,3,301967,8618223.0,Youtuber
John Campea,17,49949,116972.0,Youtuber
John Lewis,1,7224515,135706.0,Commercial
John Maclean,2,166845,183889.0,Youtuber
John Sellars,1,1480,157.0,Conventional Viral
John Varvatos,1,3917,4307.0,Commercial
JohnnyQ90,1,82407,373177.0,Youtuber
Jon B.,2,85399,759637.0,Youtuber
Jon Olsson,1,222260,1088076.0,Youtuber
JonTronShow,1,2519348,4002256.0,Youtuber
Jonathan Morrison,4,285749,2397437.0,Youtuber
Jordan Wilson,1,706989,6179.0,Youtuber
Josh Groban,3,62655,258749.0,Music
Josh Levine,1,1719,607.0,Conventional Viral
Joshua Levin,1,5391,11.0,Conventional Viral
JuJu Smith-Schuster,1,283692,357021.0,Traditional Media
Julien Solomita,2,137721,1425639.0,Youtuber
JunsKitchen,5,920267,1715948.0,Youtuber
Just Between Us,3,75044,760517.0,Youtuber
Just Jared Jr,1,37812,44480.0,Youtuber
Just Marcus,1,46706,2061793.0,Youtuber
Just Wow me,1,601839,239464.0,Youtuber
K Yuen,1,33260,51.0,Traditional Media
KATC,1,316092,5313.0,Traditional Media
KBAK - KBFX - Eyewitness News - BakersfieldNow,1,875327,2570.0,Traditional Media
KBS World TV,1,2294643,5708013.0,Traditional Media
KBSKpop,1,654296,1757236.0,Music
KFC,1,20740,404606.0,Commercial
KFlayVEVO,1,26093,96542.0,Music
KIND Snacks,1,48811,1658.0,Commercial
KISS FM UK,1,14086,119533.0,Music
KKandbabyJ,3,269483,757407.0,Youtuber
KSNV News 3 Las Vegas,1,169511,471.0,Traditional Media
KTVU,1,78841,14194.0,Traditional Media
Kacey Musgraves - Topic,1,30096,170879.0,Music
Kandee Johnson,5,206190,3955868.3333333335,Youtuber
KaneBrownVEVO,2,105944,645657.0,Music
Kaplamino,2,209583,94703.0,Youtuber
Karim Jovian,1,20566,1587742.0,Traditional Media
Karina Garcia,2,1102666,7372555.0,Youtuber
Kat Cunning,1,15570,424.0,Music
KathleenLights,8,339909,3645988.0,Youtuber
Katy Perry,1,56012,2603695.0,Music
KatyPerryVEVO,2,1608831,26735363.0,Music
Katzun,2,118039,375393.0,Youtuber
Kayley Melissa,3,28127,1525996.0,Youtuber
Keith Urban,2,409350,174968.0,Music
KeithUrbanVEVO,4,157787,635325.0,Music
Keke Palmer,2,58953,454266.0,Traditional Media
Kelly Clarkson,4,381779,259619.0,Music
Kelly Eden,1,9567,183077.0,Traditional Media
KendrickLamarVEVO,5,2592083,5542020.0,Music
Kerry Wong,1,3345,4187.0,Conventional Viral
Kevin Durant,1,162597,620050.0,Traditional Media
Kevin Noonan,1,12850,1634.0,Conventional Viral
Kevin Rabatin,1,1820,1.0,Conventional Viral
Kevin Stein,1,2302,4.0,Conventional Viral
KhalidVEVO,3,609938,1992567.0,Music
Kia Motors America,1,206006,111626.0,Commercial
KickThePj,1,83200,1426409.0,Youtuber
Kid Rock,1,101830,732301.0,Music
King Princess,1,23506,5749.0,Music
Kingsley,1,23187,2970837.0,Youtuber
KipMooreVEVO,1,61359,203903.0,Music
Kita Osaka,1,5580,107.0,Conventional Viral
Kitchen Nightmares,4,987234,2010225.0,Traditional Media
Kitten Lady,3,60929,412952.0,Youtuber
Klossy,5,271532,689063.0,Traditional Media
Kortney Steury,1,303335,98.0,Conventional Viral
Kotaku,1,63531,265701.0,Traditional Media
Kraft Brand,1,8750,2039.0,Commercial
Kris Harbour,1,253926,50701.0,Youtuber
KygoOfficialVEVO,1,753671,3145243.0,Music
Kyle Gunderson,1,49461,125.0,Conventional Viral
Kyle Jennermann,1,52022,180298.0,Youtuber
Kylie Cosmetics,2,625244,754263.0,Commercial
Kylie Jenner,1,20921796,2450096.0,Traditional Media
Kylie Moy,1,674629,3094.0,Conventional Viral
KylieMinogueOnVEVO,2,333148,23455.0,Music
L2inc,1,340746,266403.0,Youtuber
LD Entertainment,1,131430,403.0,Movie Trailer
LGR,1,194210,818133.0,Youtuber
LIL UZI VERT,1,682894,3656237.0,Music
LIVEKellyandRyan,8,57889,0.0,Traditional Media
LOFTON SHAW,1,5119,118.0,Conventional Viral
LOL Network,9,664027,1367081.0,Traditional Media
LOOK MUM NO COMPUTER,1,230858,72736.0,Music
LaMadelynn,3,22690,992233.0,Youtuber
LaToya Forever,1,38355,1412079.0,Youtuber
LadBaby Official,3,109759,158197.0,Youtuber
LadyGagaVEVO,3,710445,9506149.0,Music
Lamborghini,1,17746,584223.0,Commercial
Land Rover,1,1333918,178153.0,Commercial
Lane Anderson,1,225748,473.0,Conventional Viral
LastWeekTonight,4,2403971,5937292.0,Traditional Media
Late Night with Seth Meyers,37,557837,1968678.0,Traditional Media
Late Show with David Letterman,1,192609,0.0,Traditional Media
LaurDIY,6,838034,7346576.0,Youtuber
Laura Kampf,3,80719,245559.0,Youtuber
Laura Lee,8,530648,4285014.0,Youtuber
Laura in the Kitchen,4,50557,3049000.0,Youtuber
Lauren Elizabeth,1,50702,1282537.0,Youtuber
Lauv,4,374770,463164.0,Music
Lawrence Livermore National Laboratory,1,30361,36302.0,Youtuber
LecraeVEVO,2,60235,315481.0,Music
Legendary,1,1500108,233174.0,Movie Trailer
Lele Pons,10,3970311,8499294.0,Youtuber
Leroy Sanchez,2,416607,3469860.0,Music
Let Me Explain Studios,1,816933,984766.0,Youtuber
LetsGoWarriors,1,16305,35371.0,Traditional Media
LewisCapaldiVEVO,1,62052,114950.0,Music
LexusVehicles,2,871159,90888.0,Commercial
Liam Gallagher,1,187052,123984.0,Music
LiamPayneVEVO,2,2394223,1729711.0,Music
Life Noggin,25,308973,2098070.0,Youtuber
LifeAccordingToJimmy,1,171311,2927772.0,Youtuber
Lifetime,1,37447,1562314.0,Traditional Media
Like Stories of Old,1,160078,54529.0,Youtuber
Lil Peep,1,1514148,1328578.0,Music
Lil Wayne,1,2313884,1019660.0,Music
Lily Pebbles,1,91167,459128.0,Youtuber
Lindsey Stirling,5,521991,10515264.0,Music
Linkin Park,4,557595,11325240.0,Music
Linus Tech Tips,7,975268,5451294.0,Youtuber
Lionsgate Movies,5,2286259,635137.0,Movie Trailer
Lip Sync Battle,13,134426,2459221.0,Traditional Media
Lisa Eldridge,3,128657,1762070.0,Traditional Media
LissieVEVO,1,6598,72681.0,Music
LiveOverflow,1,43554,79869.0,Youtuber
Livia Giustiniani,1,49942,76.0,Conventional Viral
Liza Koshy,6,2735054,13857473.0,Youtuber
Liza Koshy Too,4,1946007,5798293.0,Youtuber
LoeyLane,1,104407,1388481.0,Youtuber
Lofty Pursuits,1,229000,305267.0,Youtuber
Logan Paul Vlogs,4,10698617,16927506.0,Youtuber
Looper,2,509815,2421086.0,Youtuber
Lorraine,2,113998,54881.0,Traditional Media
Los Angeles Times,2,23360,116532.0,Traditional Media
Lotto New Zealand,1,70581,1229.0,Traditional Media
Loudwire,1,14645,712319.0,Traditional Media
LouisTomlinsonVEVO,1,985998,1664230.0,Music
Lucas,3,92754,2683631.0,Youtuber
Lucas the Spider,5,1736791,1410546.0,Youtuber
Lucy Moon,3,32870,313662.0,Youtuber
LuisFonsiVEVO,1,499946,18320865.0,Music
Luke Korns,1,165309,1746763.0,Youtuber
LukeBryanVEVO,3,77391,1641737.0,Music
LukeCombsVEVO,2,119697,321517.0,Music
LustreLux,1,49037,1868857.0,Youtuber
Lyft,1,31088,182074.0,Commercial
MARIO TESTINO,1,6271,0.0,Traditional Media
MAZELEE,1,142935,497924.0,Youtuber
MDNA SKIN,1,53321,1183.0,Commercial
MGM,1,3543813,32695.0,Movie Trailer
MGMTVEVO,1,407313,431920.0,Music
MILCK,1,5092,18444.0,Music
MITCHELL WIGGS,1,1458959,0.0,Youtuber
MK Dons,1,17987,4460.0,Conventional Viral
MLB,2,528856,1015229.0,Traditional Media
MLG Highlights,8,3125635,684919.0,Traditional Media
MLive,3,416997,47647.0,Traditional Media
MN khan,1,785922,0.0,Conventional Viral
MOBO Awards,1,32219,27746.0,Traditional Media
MODSUN,1,180919,104929.0,Music
MOMOMOYOUTHVEVO,2,477388,853329.0,Music
MSNBC,8,98547,791390.0,Traditional Media
MTV International,1,171804,630440.0,Traditional Media
MYSTERY SCIENCE THEATER 3000,1,18959,117528.0,Traditional Media
MaccabeatsVideos,1,77201,63018.0,Music
Macklemore LLC,1,408491,5983561.0,Music
Maddie Lymburner,1,24530,196735.0,Youtuber
Maddie Ziegler,2,340194,2138046.0,Traditional Media
Madelaine Petsch,7,220091,1197970.0,Traditional Media
Madmorda,1,4541,338.0,Conventional Viral
Maggie Lindemann,2,252615,659933.0,Music
Magnolia Pictures & Magnet Releasing,2,108031,89624.0,Movie Trailer
Major Lazer,2,340783,10098171.0,Music
Maker's Box,1,8219,553.0,Conventional Viral
Makeupshayla,1,197950,522070.0,Youtuber
Malik Nabee,1,231920,64.0,Conventional Viral
Mamrie Hart,2,74997,1212390.0,Youtuber
Man About Cake,3,112914,333471.0,Youtuber
MandisaVEVO,1,71574,162587.0,Music
Manny Mua,2,1983832,4484360.0,Youtuber
Marco Reps,2,30456,35560.0,Youtuber
Marcos Horacio,1,13531,6.0,Conventional Viral
MariahCareyVEVO,2,158840,3188673.0,Music
Marie McGann,1,7432,8.0,Conventional Viral
Mark Ferris,1,34138,640798.0,Youtuber
Mark Linsangan,1,9036,14471.0,Commercial
Mark Rober,4,1487690,3025247.0,Youtuber
Mark Sales,1,681390,2713.0,Youtuber
Markiplier,6,706467,19816154.0,Youtuber
Maroon5VEVO,5,2115206,15600360.0,Music
Marques Brownlee,22,1188264,5887416.0,Youtuber
Marteen Estevez,1,21437,36171.0,Music
Martin Garrix,1,1418342,8428596.0,Music
Marvel Entertainment,16,5010713,6291279.333333333,Movie Trailer
Marzia,6,396198,7252881.0,Youtuber
Mashable Daily,1,300407,37392.0,Traditional Media
Mashed,1,191764,95100.0,Movie Trailer
MassLive,1,5938,9416.0,Traditional Media
MassMutual,1,18336,4960.0,Commercial
MasterClass,1,1513004,176553.0,Commercial
Masters Of The Sun,1,4143,154.0,Music
Matoma,1,15353,106780.0,Music
Matt Steffanina,1,293758,7464866.0,Youtuber
Matt and Kim,1,38001,76289.0,Music
MattMasonPhotography,1,94694,99.0,Youtuber
MatthewSantoro,6,244910,5988586.0,Youtuber
Matthias,7,860546,4996469.0,Youtuber
Matthias Wandel,4,183491,1281338.0,Youtuber
Max Fagin,1,55323,1852.0,Conventional Viral
Max Hertan,1,9977,8171.0,Youtuber
Max Joseph,1,895352,137352.0,Traditional Media
Max Skipper,1,129038,698.0,Conventional Viral
Mayim Bialik,4,83218,353057.0,Traditional Media
Maymo,1,121912,1303105.0,Youtuber
Mayo Clinic,1,237307,73242.0,Commercial
McDonald's,2,812990,361329.0,Commercial
Mecum Auctions,1,90556,21397.0,Traditional Media
MeganBatoon,2,87478,874240.0,Youtuber
MeghanTrainorVEVO,4,850417,8954032.0,Music
Mental Floss,5,27342,1346893.0,Youtuber
Mercedes-AMG Petronas Motorsport,1,123573,212330.0,Traditional Media
Mercedes-Benz,1,38585,586437.0,Commercial
Merrell Twins Live,3,50850,214810.0,Youtuber
Michael Callaghan,1,26096,61.0,Conventional Viral
Michael Dapaah,2,1721959,983700.0,Youtuber
Michael Rigsby,1,1415,16.0,Conventional Viral
Michelle Khare,9,201428,694662.0,Youtuber
Michelob ULTRA,2,470674,0.0,Commercial
MickMake,1,3237,24695.0,Youtuber
MiddleKidsVEVO,1,14839,1970.0,Music
Midnight Video,1,60262,2117.0,Conventional Viral
MigosVEVO,2,2501133,1495629.0,Music
MiguelVEVO,3,618382,897979.0,Music
Mike Austin,1,953860,5594.0,Conventional Viral
Mike Boyd,7,324351,790164.0,Youtuber
Mike Diva,1,55556,633038.0,Youtuber
Mike H,1,8502,39.0,Youtuber
Mike Olbinski,1,8177,14303.0,Youtuber
Mikey Murphy,1,621594,1536731.0,Youtuber
Milkmen Design,1,4387,15.0,Conventional Viral
Millie T,1,99243,1014038.0,Youtuber
MinuteEarth,5,209460,1881592.0,Youtuber
Miranda Sings,4,636731,8650805.5,Youtuber
Miss Universe,1,437779,290470.0,Traditional Media
Missguided,1,4371,14841.0,Commercial
Missouri Star Quilt Company,2,39810,459037.0,Commercial
MisterWivesVEVO,1,7544,115796.0,Music
Mnet K-POP,2,3853250,5910437.0,Music
Moby,1,41958,267824.0,Music
Molly Burke,4,104128,274004.0,Youtuber
Mom Will Be Proud,1,27982,585.0,Conventional Viral
Momentum Pictures,3,20280,2212.0,Movie Trailer
Monster Cable Products,1,23308,10786.0,Commercial
Monster Energy,1,105091,1504844.0,Commercial
MoreZoella,1,533590,4877657.0,Youtuber
Morgan Adams,3,778160,707439.0,Youtuber
Motherboard,2,379394,985681.0,Traditional Media
Mountain Dew,1,179107,131421.0,Commercial
Movie Munchies,1,79863,224603.0,Youtuber
Movie'n'co UK,1,27234,430.0,Conventional Viral
MovieAccessTrailers,1,16287,372061.0,Movie Trailer
Movieclips Coming Soon,1,96416,1727882.0,Movie Trailer
Movieclips Film Festivals & Indie Films,1,26033,969847.0,Movie Trailer
Movieclips Trailers,5,406049,11843142.0,Movie Trailer
Mr Ben Brown,1,28731,713426.0,Youtuber
Mr Sunday Movies,2,231767,834261.0,Youtuber
Mr. Kate,7,540776,2199425.0,Youtuber
MrBeast,1,2348594,3681360.0,Youtuber
MrMobile [Michael Fisher],1,239189,569870.0,Youtuber
MrNorrisVideos,1,127521,23185.0,Traditional Media
MrTreknation,1,12769,29784.0,Youtuber
MsAaliyahJay,1,219030,1090721.0,Youtuber
Munchies,3,239102,2172681.0,Traditional Media
Muse,1,585170,2197048.0,Music
Muselk,1,443919,4053584.0,Youtuber
Must Love Science,1,5775,133.0,Conventional Viral
Mustache Wax,1,16690,75102.0,Youtuber
My Self Reliance,2,122555,308385.0,Youtuber
My Virgin Kitchen,2,56419,685994.0,Youtuber
MyHarto,6,165749,2533984.0,Youtuber
MyLifeAsEva,3,787579,8498418.0,Youtuber
N W,1,193090,127.0,Conventional Viral
NARLtv,1,3545,80.0,Conventional Viral
NASA,1,26527,1976807.0,Traditional Media
NASA Goddard,2,699274,427733.0,Traditional Media
NASA Jet Propulsion Laboratory,3,421240,322385.0,Traditional Media
NASCAR,2,36932,247825.0,Traditional Media
NBA,55,284134,8707071.0,Traditional Media
NBA Stats All Seasons,1,122049,21333.0,Youtuber
NBA on ESPN,1,5813,103143.0,Traditional Media
NBA on TNT,3,439053,386121.0,Commercial
NBC,4,82367,567001.3333333334,Traditional Media
NBC News,21,152153,647451.0,Traditional Media
NBC Sports,19,423966,452868.5333333333,Traditional Media
NFL,36,765653,3212413.0,Traditional Media
NFL Network,1,821663,246465.0,Traditional Media
NFL World,1,8440,75311.0,Traditional Media
NFVEVO,2,1401675,1525232.0,Music
NIXOLAS,1,9510,3833.0,Conventional Viral
NJ.com,3,169937,67933.0,Traditional Media
NOLA.com,1,17627,26869.0,Traditional Media
NOVA's Secret Life of Scientists and Engineers,1,2992,9348.0,Traditional Media
NWSSanDiego,1,4636,989.0,Traditional Media
NZPoliceRecruitment,1,93383,2967.0,Commercial
Nahre Sol,1,5149,5526.0,Youtuber
Nat Geo WILD,2,101726,1458519.0,Traditional Media
Natalies Outlet,2,1151244,5799975.0,Youtuber
Nathan C,1,21723,509.0,Music
Nathan Robinson,1,264408,370.0,Conventional Viral
National Geographic,12,161825,7552015.0,Traditional Media
National Safety Council,1,1967,3200.0,Traditional Media
Navenanthen Gepardieu,1,21063,177.0,Conventional Viral
Neil Fraser,1,1866,202.0,Conventional Viral
Nerdist,3,907777,2421156.0,Youtuber
Nerdwriter1,8,269472,2049015.0,Youtuber
Netflix,58,421700,3181914.0,Commercial
Netflix Asia,1,114276,81595.0,Commercial
New England Patriots,1,73662,40890.0,Traditional Media
New Orleans Saints on NOLA.com,2,190113,4124.0,Traditional Media
New Scientist,1,465893,165714.0,Traditional Media
New York Daily News,2,72174,88405.0,Traditional Media
New York Magazine,1,3154,89945.0,Traditional Media
News 5 Cleveland,1,265128,53601.0,Traditional Media
NewsFunnies,2,107242,6564.0,Conventional Viral
Newsflare,1,116946,57394.0,Youtuber
Newsy,2,818,63781.0,Traditional Media
NiallHoranVEVO,3,504112,2360833.0,Music
Nick Ramos,1,994747,7.0,Conventional Viral
NickJonasVEVO,4,102816,0.0,Music
Nickelback,1,57169,1935019.0,Music
Nickelodeon,2,174288,3256225.0,Traditional Media
Nicki Shields,1,32749,14339.0,Traditional Media
Nicol Concilio,2,173991,755675.0,Youtuber
Nicole Guerriero,2,253001,2888798.0,Youtuber
Nike,1,403613,760784.0,Commercial
Niki and Gabi,2,1234198,6434929.0,Youtuber
Nikita Dragun,2,571044,981974.0,Youtuber
NikkieTutorials,12,1646071,9287122.5,Youtuber
Nile Wilson,2,244095,684371.0,Youtuber
NinaNesbittMusicVEVO,1,135517,250469.0,Music
Nintendo,14,965954,3769964.6666666665,Movie Trailer
NitroV2,1,25923,12078.0,Conventional Viral
Noah Nicholls,1,1288977,190.0,Conventional Viral
NoahCyrusVEVO,1,148257,1120852.0,Music
NoahKahanVEVO,1,8690,21794.0,Music
Nobrand,1,98966,125.0,Youtuber
Now You See It,1,206319,545240.0,Youtuber
NowThis World,1,544770,1740822.0,Traditional Media
Numberphile,5,130649,2404027.0,Youtuber
OK Go,1,2618344,763901.0,Music
ONE Media,6,490627,0.0,Movie Trailer
OVO Sound,1,4569886,172633.0,Music
Obama Foundation,1,42194,79308.0,Traditional Media
Oceana,1,4178,2864.0,Conventional Viral
Official Charts,1,15672,9129.0,Traditional Media
OjO Commuter Scooter by OjO Electric,1,789,152.0,Commercial
OlanRogers,1,76044,967054.0,Traditional Media
Olympic,4,296986,2406117.0,Traditional Media
Omaze,2,27569,129814.0,Commercial
Omeleto,2,121578,1361399.0,Movie Trailer
"One List , One Life",1,32385,23282.0,Youtuber
OneBitMusicVEVO,1,585180,19888.0,Music
Open Road Films,1,1216410,51758.0,Movie Trailer
Orion Pictures,1,105229,3195.0,Movie Trailer
Oscar Fury,1,17068,9.0,Conventional Viral
Oscars,1,952863,821330.0,Traditional Media
Outback Steakhouse,1,9387,13232.0,Commercial
Owen Harvey,1,110072,75.0,Conventional Viral
Ozuna,1,1498866,13157836.0,Music
PAC ENTRETENIMENTO / DJ IVAN DAVIS,1,165957,8717.0,Youtuber
PB Comps,1,434617,146840.0,Traditional Media
PBS Eons,4,362694,227685.0,Traditional Media
PBS NewsHour,8,626539,634903.0,Traditional Media
PESfilm,1,34434,1476954.0,Youtuber
PHP,1,1959044,12803.0,Traditional Media
PK Inventor,1,5509,0.0,Conventional Viral
PLAYERUNKNOWN'S BATTLEGROUNDS,1,367796,37042.0,Movie Trailer
PONY Syndrome,1,320038,3656884.0,Youtuber
POPSUGAR,1,36588,571006.0,Traditional Media
PTXofficial,8,1001412,14828172.0,Music
Pac-12 Networks,1,19333,33950.0,Traditional Media
Palo Alto Online,1,658,1553.0,Conventional Viral
Panic! At The Disco,2,489663,1241220.0,Music
Paramount Network,2,86206,0.0,Commercial
Paramount Pictures,7,3150119,652202.0,Movie Trailer
Paris Hilton,1,134817,56734.0,Traditional Media
Parks and Recreation,1,55974,85905.0,Traditional Media
ParsonJamesVEVO,2,54324,57374.0,Music
Passenger,1,144177,3854868.0,Music
Patricia Bright,2,406775,2179623.0,Youtuber
