MMSI, LAT, LON, SPEED, COURSE, STATUS, TIMESTAMP
563021440,1.249710,103.855000,198,246,15,2013-11-20T16:11:00
533130000,5.372362,114.321800,139,230,0,2013-11-20T16:01:00
574330000,1.251717,103.879100,0,113,1,2013-11-20T16:05:00
525019471,-8.618368,115.645400,85,84,0,2013-11-20T16:11:00
563005250,1.257935,103.644100,1,354,5,2013-11-20T15:58:00
525007259,1.311097,103.727000,0,94,99,2013-11-20T15:51:00
304255000,1.167550,103.969700,1,307,1,2013-11-20T16:01:00
563452000,1.305753,103.753300,0,0,99,2013-11-20T16:12:00
5251501,5.880500,95.332830,0,0,14,2013-11-20T16:10:00
563542000,1.235825,103.803200,1,157,1,2013-11-20T15:55:00
525018224,1.266040,103.877200,1,217,1,2013-11-20T16:11:00
525015485,-8.513600,115.552800,3,12,0,2013-11-20T16:09:00
371186000,1.268067,103.878000,0,15,1,2013-11-20T16:08:00
538003995,7.785640,98.432080,2,238,1,2013-11-20T16:09:00
525019458,-5.931305,105.996800,0,323,8,2013-11-20T16:10:00
563024910,1.235593,103.626000,3,288,8,2013-11-20T16:11:00
525015991,-3.455150,114.505500,100,195,0,2013-11-20T15:55:00
563563000,1.311560,103.636700,0,18,8,2013-11-20T16:09:00
538004318,1.246042,103.519000,0,316,5,2013-11-20T15:37:00
351831000,1.263947,103.584900,0,167,1,2013-11-20T15:52:00
565523000,1.255735,103.922700,1,179,0,2013-11-20T15:32:00
564419000,1.272497,103.640900,0,169,0,2013-11-20T16:12:00
566862000,1.310347,103.636400,1,120,5,2013-11-20T16:10:00
319267000,1.307435,103.683700,0,358,5,2013-11-20T16:07:00
564787000,1.220920,103.723500,0,0,0,2013-11-20T16:08:00
357940001,1.307267,103.726600,0,263,0,2013-11-20T16:11:00
566078000,1.307833,103.726300,0,353,0,2013-11-20T16:10:00
209927000,1.285417,103.966000,0,102,1,2013-11-20T16:12:00
636012201,1.290520,103.666000,0,41,15,2013-11-20T16:11:00
563009220,1.294768,103.720200,25,240,0,2013-11-20T16:09:00
566686000,1.286153,103.767500,0,295,5,2013-11-20T16:11:00
414760000,1.289840,103.761700,0,329,5,2013-11-20T16:09:00
355245000,1.227933,103.596000,0,246,1,2013-11-20T16:10:00
564742000,1.304130,103.669400,0,275,15,2013-11-20T16:10:00
563009180,1.295500,103.718700,11,12,0,2013-11-20T16:08:00
477631500,1.302717,103.719400,0,172,5,2013-11-20T16:04:00
563001420,1.315392,103.649200,2,355,0,2013-11-20T16:12:00
565438000,1.250098,103.859800,59,320,0,2013-11-20T16:11:00
564057000,1.254400,103.872100,1,26,1,2013-11-20T16:10:00
563010320,1.246377,103.608500,0,78,0,2013-11-20T16:09:00
249437000,1.223375,103.650200,0,56,1,2013-11-20T16:08:00
563024850,1.218555,103.614500,0,70,15,2013-11-20T16:08:00
566332000,1.287167,103.760000,50,297,0,2013-11-20T16:11:00
563021740,1.301205,103.728700,82,188,15,2013-11-20T16:10:00
563562000,1.226150,103.820000,1,23,0,2013-11-20T16:11:00
310662000,1.236920,103.626400,0,234,1,2013-11-20T16:05:00
563928000,1.308960,103.682200,0,323,8,2013-11-20T16:10:00
563009030,1.279320,103.769200,2,153,15,2013-11-20T16:11:00
566542000,1.299742,103.695400,0,58,0,2013-11-20T16:09:00
563016130,1.259693,103.897500,3,47,0,2013-11-20T16:11:00
525015522,-6.018520,105.956100,0,330,0,2013-11-20T16:09:00
100010001,-3.326493,114.558400,0,273,5,2013-11-20T16:11:00
525017008,-3.288457,114.563800,2,162,8,2013-11-20T16:12:00
563013440,1.306575,103.726900,0,129,99,2013-11-20T16:10:00
563009190,1.266358,103.737300,76,223,0,2013-11-20T16:08:00
503658000,1.304383,103.669300,0,343,5,2013-11-20T16:01:00
5250033,-5.926508,105.999600,0,0,14,2013-11-20T15:36:00
566397000,1.244287,103.646000,0,176,1,2013-11-20T16:11:00
525019468,-5.912352,105.973100,31,46,15,2013-11-20T16:11:00
564925000,1.307333,103.727000,0,19,0,2013-11-20T16:08:00
565575000,1.310520,103.636900,0,0,0,2013-11-20T16:08:00
564027000,1.237988,103.627600,2,110,0,2013-11-20T16:11:00
235080362,1.299943,103.682200,0,0,3,2013-11-20T16:10:00
564969000,1.298817,103.656100,0,38,8,2013-11-20T16:08:00
477866200,1.279525,103.767100,0,293,5,2013-11-20T16:04:00
563001270,1.290510,103.760900,0,289,0,2013-11-20T16:10:00
352183000,1.224000,103.666300,58,147,0,2013-11-20T16:07:00
210952000,1.303833,103.669200,1,79,5,2013-11-20T16:06:00
419000000,7.800797,98.405910,0,195,99,2013-11-20T16:10:00
314112000,1.267285,103.871700,1,65,1,2013-11-20T16:07:00
538004980,1.253092,103.606700,0,134,5,2013-11-20T16:01:00
373140000,1.262197,103.689700,0,27,5,2013-11-20T16:07:00
431000165,1.303533,103.669600,0,60,1,2013-11-20T16:11:00
566711000,1.310730,103.637200,0,0,0,2013-11-20T16:06:00
355019000,1.343000,103.633200,0,131,8,2013-11-20T16:11:00
356815000,1.232960,103.657700,1,215,1,2013-11-20T16:01:00
563239000,1.231967,103.574100,1,185,15,2013-11-20T16:09:00
565374000,1.295742,103.754000,0,324,8,2013-11-20T16:07:00
235074621,1.265282,103.948500,1,181,1,2013-11-20T16:11:00
563852000,1.307608,103.652400,0,55,15,2013-11-20T16:08:00
354663000,1.238333,103.653700,1,346,1,2013-11-20T16:10:00
563521000,1.225975,103.638600,1,223,1,2013-11-20T16:08:00
372542000,1.231867,103.643400,0,173,1,2013-11-20T15:57:00
444440000,1.309067,103.780800,0,344,0,2013-11-20T16:10:00
563245000,1.221917,103.935900,104,66,0,2013-11-20T16:06:00
636090655,1.300200,103.674500,0,318,5,2013-11-20T16:11:00
566734000,1.254083,103.610600,0,99,15,2013-11-20T16:12:00
525023173,1.312497,103.640400,0,75,1,2013-11-20T16:08:00
235101031,-12.491450,130.873400,4,258,0,2013-11-20T16:09:00
566968000,1.310657,103.636300,0,156,0,2013-11-20T16:11:00
538003604,1.258635,103.595600,0,118,1,2013-11-20T16:08:00
565038000,1.238100,103.627400,1,358,0,2013-11-20T16:05:00
565192000,1.222825,103.644800,0,197,1,2013-11-20T16:12:00
503520000,-10.581890,142.143500,2,183,1,2013-11-20T16:12:00
229268000,1.300655,103.651600,0,0,5,2013-11-20T16:11:00
305351000,1.300750,103.697500,0,0,5,2013-11-20T16:12:00
334638000,1.307860,103.652800,0,333,0,2013-11-20T16:10:00
565560000,1.310603,103.636900,0,299,5,2013-11-20T15:23:00
311038100,1.198335,103.678200,1,212,1,2013-11-20T16:10:00
565469000,1.294578,103.719600,12,291,0,2013-11-20T16:11:00
355744000,1.231433,103.636800,0,326,1,2013-11-20T16:09:00
564414000,1.302667,103.680800,0,97,0,2013-11-20T16:08:00
563442000,1.299275,103.696400,0,344,8,2013-11-20T16:05:00
564839000,1.247147,103.691300,3,211,0,2013-11-20T16:11:00
563011370,1.290833,103.760500,1,114,0,2013-11-20T16:10:00
564112000,1.281947,103.916900,83,45,0,2013-11-20T15:50:00
566994000,1.317170,103.649600,0,0,0,2013-11-20T16:08:00
563021460,1.240637,103.692100,11,188,0,2013-11-20T16:10:00
565201000,1.301492,103.755400,0,54,8,2013-11-20T16:10:00
566811000,1.235047,103.820700,2,85,1,2013-11-20T16:06:00
563007480,1.306010,103.698400,0,0,8,2013-11-20T16:11:00
563260000,1.242462,103.641600,0,328,1,2013-11-20T16:08:00
563017330,1.254978,103.603800,0,189,15,2013-11-20T16:08:00
352771000,1.236338,103.641200,4,185,3,2013-11-20T16:11:00
419746000,1.194917,103.705200,1,273,1,2013-11-20T16:00:00
259944000,1.297608,103.731600,0,62,5,2013-11-20T16:10:00
566430000,1.230948,103.563900,1,262,0,2013-11-20T16:08:00
567419000,1.153900,103.638100,0,209,1,2013-11-20T16:12:00
503632600,-16.942610,145.775400,0,270,0,2013-11-20T16:09:00
352315000,1.234155,103.639600,1,301,0,2013-11-20T16:11:00
564001000,1.212063,103.660800,46,194,0,2013-11-20T16:11:00
574001690,1.242100,103.797800,1,356,1,2013-11-20T16:00:00
370878000,1.232183,103.650700,1,251,1,2013-11-20T16:05:00
477090000,11.200230,99.579880,0,266,5,2013-11-20T16:09:00
220575000,1.211545,103.811400,2,76,5,2013-11-20T15:16:00
533580000,1.306257,103.753200,0,89,0,2013-11-20T16:11:00
563009230,1.247317,103.693000,41,348,10,2013-11-20T16:10:00
563003860,1.292650,103.761600,1,111,0,2013-11-20T16:10:00
563015920,1.306442,103.727800,0,0,0,2013-11-20T16:12:00
440110291,9.310734,123.313400,2,300,0,2013-11-20T16:11:00
636012523,1.245500,103.693000,41,350,0,2013-11-20T16:09:00
565011000,1.300090,103.755800,0,256,1,2013-11-20T15:37:00
563238000,1.226167,103.652900,0,304,1,2013-11-20T15:32:00
477111100,1.274850,103.890200,0,89,1,2013-11-20T16:09:00
308317000,1.201150,103.686300,0,228,1,2013-11-20T16:10:00
565416000,1.307367,103.726600,0,276,0,2013-11-20T16:12:00
525016693,-5.969708,105.991700,0,60,15,2013-11-20T16:11:00
357715000,1.310577,103.656700,0,281,5,2013-11-20T16:05:00
572365210,1.304478,103.649200,0,355,3,2013-11-20T16:09:00
563013670,1.307503,103.726400,1,260,15,2013-11-20T16:08:00
525013013,1.245300,103.640900,1,332,0,2013-11-20T16:10:00
563009860,1.280567,103.747800,105,213,0,2013-11-20T16:10:00
563005220,1.291167,103.760200,0,339,8,2013-11-20T16:08:00
538004722,1.218900,103.828200,3,349,1,2013-11-20T16:09:00
220578000,1.293997,103.674200,0,318,5,2013-11-20T16:08:00
564307000,1.230067,103.776200,0,80,5,2013-11-20T15:25:00
563009850,1.271280,103.654000,55,185,0,2013-11-20T16:11:00
566474000,1.279653,103.767700,0,0,5,2013-11-20T16:10:00
564259000,1.110792,103.575100,1,235,1,2013-11-20T16:10:00
419471000,1.258450,103.904600,0,200,1,2013-11-20T16:07:00
565522000,1.234650,103.636400,0,52,5,2013-11-20T16:08:00
564721000,1.303342,103.648600,0,45,5,2013-11-20T16:06:00
310641000,1.300500,103.651900,0,0,5,2013-11-20T16:11:00
636091144,1.227487,103.805000,2,337,1,2013-11-20T16:07:00
258643000,1.227120,103.635700,2,330,1,2013-11-20T16:08:00
563004510,1.233412,103.830600,77,238,0,2013-11-20T16:07:00
566979000,1.310347,103.655800,0,188,5,2013-11-20T16:11:00
236468000,1.304383,103.650000,0,0,5,2013-11-20T16:08:00
563715000,1.243333,103.594500,0,17,0,2013-11-20T16:10:00
563013860,1.216218,103.652000,207,169,0,2013-11-20T16:07:00
566717000,1.306068,103.727700,0,85,12,2013-11-20T16:10:00
540999000,1.293382,103.661100,0,68,0,2013-11-20T16:09:00
563741000,1.314143,103.648100,0,227,3,2013-11-20T16:10:00
563005270,1.269538,103.772700,0,284,15,2013-11-20T16:11:00
357747000,1.129100,103.763300,60,46,0,2013-11-20T16:10:00
566676000,1.244693,103.892500,85,27,0,2013-11-20T16:08:00
563017060,1.226535,103.664700,52,141,99,2013-11-20T16:10:00
244600000,9.933928,123.726100,133,205,0,2013-11-20T16:02:00
566066000,1.175630,103.713800,1,241,0,2013-11-20T16:05:00
215028000,1.257467,103.873700,1,5,1,2013-11-20T16:11:00
563006850,1.204322,103.699900,75,158,15,2013-11-20T15:13:00
636010999,1.312118,103.640300,0,117,5,2013-11-20T15:41:00
538004984,1.189813,103.685600,0,349,1,2013-11-20T16:10:00
563000710,1.292012,103.687600,1,61,8,2013-11-20T16:11:00
355895000,1.217913,103.572000,0,31,5,2013-11-20T16:06:00
477056900,1.295118,103.679400,0,117,5,2013-11-20T15:49:00
565392000,1.233850,103.586600,2,229,1,2013-11-20T15:57:00
564243000,1.311500,103.636500,1,74,5,2013-11-20T16:12:00
563086000,1.310627,103.637200,1,281,5,2013-11-20T16:11:00
565586000,1.238325,103.814700,1,251,1,2013-11-20T16:00:00
566849000,1.272667,103.761100,6,358,0,2013-11-20T16:12:00
565418000,1.250363,103.859900,60,323,15,2013-11-20T16:11:00
566521000,1.249667,103.589800,1,342,0,2013-11-20T16:10:00
219089000,1.225667,103.795300,2,21,1,2013-11-20T16:09:00
257364000,1.200252,103.671900,0,143,1,2013-11-20T16:02:00
477814700,10.702110,106.755000,0,226,5,2013-11-20T16:07:00
563146000,1.307455,103.726500,0,43,15,2013-11-20T16:10:00
636015834,1.236390,103.689600,0,213,5,2013-11-20T15:55:00
566134000,1.219988,103.720600,19,102,5,2013-11-20T16:08:00
356962000,1.228667,103.784600,104,139,0,2013-11-20T16:11:00
533973000,1.233292,103.798900,1,233,1,2013-11-20T16:05:00
563183000,1.216633,103.727600,0,53,1,2013-11-20T15:58:00
564974000,1.225765,103.720400,0,17,8,2013-11-20T16:11:00
370229000,1.256317,103.713200,0,328,5,2013-11-20T16:10:00
372954000,1.299338,103.721300,0,14,5,2013-11-20T16:10:00
477201900,1.267137,103.783000,0,119,5,2013-11-20T16:10:00
636013695,1.275250,103.758500,0,5,5,2013-11-20T16:09:00
564760000,1.241125,103.639100,0,270,1,2013-11-20T15:57:00
525003134,1.308285,103.682400,0,61,2,2013-11-20T16:11:00
565766000,1.289783,103.681100,53,242,15,2013-11-20T16:08:00
205569000,1.268033,103.936900,0,258,1,2013-11-20T16:05:00
235098484,1.214467,103.822300,0,137,1,2013-11-20T16:06:00
219017814,1.237693,103.637000,1,320,1,2013-11-20T15:46:00
564201000,1.269815,103.765700,10,215,15,2013-11-20T16:10:00
565860000,1.306317,103.653500,0,184,3,2013-11-20T16:01:00
565635000,1.249017,103.690300,3,238,0,2013-11-20T16:08:00
525018077,1.244120,103.643000,1,46,99,2013-11-20T16:02:00
563013650,1.310217,103.655900,0,360,0,2013-11-20T16:11:00
538003672,1.304602,103.646500,0,226,5,2013-11-20T16:06:00
538001210,1.199647,103.794700,0,346,5,2013-11-20T15:57:00
533064100,1.245523,103.495600,0,16,8,2013-11-20T16:01:00
466244000,1.243800,103.692900,13,335,0,2013-11-20T15:48:00
553111664,1.299047,103.757300,0,0,5,2013-11-20T16:01:00
457872000,1.215288,103.578200,2,100,0,2013-11-20T16:05:00
566449000,1.275032,103.758800,0,316,5,2013-11-20T16:11:00
56477800,1.266405,103.649900,65,202,1,2013-11-20T16:09:00
305510000,1.295543,103.674600,0,344,5,2013-11-20T16:09:00
503791300,-12.455040,130.847300,0,272,99,2013-11-20T16:11:00
636015985,1.233695,103.812000,1,318,1,2013-11-20T16:12:00
566982000,1.219240,103.731000,1,62,1,2013-11-20T16:01:00
636092461,1.270452,103.766500,0,75,5,2013-11-20T16:09:00
525015381,-5.937747,105.957800,17,203,0,2013-11-20T16:11:00
503065000,-12.469830,130.849800,0,15,5,2013-11-20T16:11:00
8266504,10.769540,106.708300,0,0,14,2013-11-20T16:11:00
563023690,1.306828,103.727500,0,118,99,2013-11-20T16:07:00
244941000,1.314398,103.647500,0,68,5,2013-11-20T16:04:00
572606210,1.243533,103.638900,1,222,0,2013-11-20T16:11:00
566548000,5.580039,95.255960,1,71,1,2013-11-20T16:11:00
525015803,1.248008,103.873600,0,160,99,2013-11-20T15:49:00
310587000,1.226090,103.800200,1,236,1,2013-11-20T16:06:00
563016950,1.246337,103.789800,227,215,99,2013-11-20T16:05:00
311048600,1.293833,103.675500,0,269,5,2013-11-20T15:54:00
529403000,1.310932,103.726600,0,170,99,2013-11-20T15:37:00
357722000,-6.017187,105.955000,0,266,5,2013-11-20T16:12:00
563024530,1.250235,103.643900,64,111,99,2013-11-20T16:12:00
563594000,1.229357,103.586000,5,210,1,2013-11-20T15:27:00
564462000,1.297438,103.686800,0,222,0,2013-11-20T16:11:00
5631114,1.160127,103.740900,0,0,98,2013-11-20T16:00:00
352822000,1.261947,103.845100,0,97,5,2013-11-20T16:11:00
311992000,1.217273,103.808100,1,79,1,2013-11-20T16:08:00
564533000,1.241643,103.635600,1,359,1,2013-11-20T16:12:00
377097000,1.272067,103.773000,0,123,5,2013-11-20T16:10:00
525012050,-3.307120,114.567000,2,298,0,2013-11-20T16:10:00
566841000,1.276298,103.756400,0,22,8,2013-11-20T16:11:00
636091086,1.283090,103.761500,0,0,5,2013-11-20T16:11:00
503515400,-12.468470,130.850600,0,226,5,2013-11-20T16:10:00
525015574,-6.016390,105.954000,1,299,0,2013-11-20T16:11:00
533000569,1.290855,103.760500,1,97,99,2013-11-20T16:07:00
503623000,-16.947840,145.769100,0,0,99,2013-11-20T16:12:00
636015492,10.764330,106.710200,0,297,5,2013-11-20T15:50:00
305366000,1.247790,103.804600,0,195,1,2013-11-20T16:12:00
5631108,1.300950,103.717800,0,0,14,2013-11-20T16:11:00
5631128,1.234188,103.721800,0,0,98,2013-11-20T16:10:00
563026510,1.306323,103.697100,0,316,99,2013-11-20T16:11:00
563714000,1.297398,103.689100,1,328,5,2013-11-20T16:11:00
325579000,1.307915,103.652600,0,75,2,2013-11-20T16:03:00
563003290,1.291078,103.760200,1,108,5,2013-11-20T15:53:00
351720000,1.254822,103.923500,1,188,1,2013-11-20T15:45:00
636016105,1.256727,103.867200,1,167,1,2013-11-20T16:11:00
563014950,1.304275,103.727800,57,315,99,2013-11-20T15:41:00
210738000,1.269933,103.883100,1,238,1,2013-11-20T15:43:00
525011093,-5.889950,106.004300,1,133,1,2013-11-20T16:06:00
565681000,1.222650,103.631700,1,297,1,2013-11-20T16:11:00
636092476,10.763970,106.801100,0,253,5,2013-11-20T16:04:00
563927000,1.220783,103.720500,0,100,8,2013-11-20T16:08:00
309761000,1.282823,103.976500,1,113,1,2013-11-20T16:10:00
525019219,1.218387,103.914700,59,76,0,2013-11-20T15:14:00
567034400,10.962690,99.790500,88,9,8,2013-11-20T16:10:00
636014927,1.276455,103.938000,0,45,1,2013-11-20T16:07:00
563960000,1.258075,103.644100,1,231,1,2013-11-20T16:12:00
636013124,1.279483,103.751600,0,285,5,2013-11-20T16:06:00
357767000,1.306138,103.647500,0,0,5,2013-11-20T16:06:00
900135162,1.306415,103.728300,0,0,99,2013-11-20T16:08:00
565640000,1.289717,103.726600,0,98,5,2013-11-20T16:08:00
564055000,1.235927,103.644500,0,0,1,2013-11-20T16:04:00
538003630,1.225750,103.631000,1,194,1,2013-11-20T16:10:00
563024970,1.306022,103.694100,1,305,99,2013-11-20T16:03:00
563004120,1.306300,103.727500,0,305,99,2013-11-20T16:10:00
503710000,-12.479190,130.930300,0,150,0,2013-11-20T16:10:00
457268621,1.259657,103.692100,36,173,99,2013-11-20T15:38:00
565472000,1.276365,103.938000,1,241,0,2013-11-20T16:08:00
422038800,1.221618,103.505400,147,287,0,2013-11-20T15:42:00
525019422,-3.370088,114.514300,2,174,0,2013-11-20T15:56:00
565478000,1.218003,103.734600,1,256,1,2013-11-20T15:42:00
477598700,1.300097,103.699000,0,2,5,2013-11-20T16:03:00
636091721,1.272667,103.942300,0,189,1,2013-11-20T16:00:00
503506000,-12.471020,130.847100,0,179,5,2013-11-20T16:10:00
352417000,5.381212,100.347200,1,284,1,2013-11-20T15:59:00
533062700,1.294772,103.674700,0,207,5,2013-11-20T16:09:00
538002547,5.461938,100.352600,2,113,1,2013-11-20T16:09:00
563002320,1.286142,103.705500,0,44,99,2013-11-20T16:12:00
636015010,1.215700,103.589100,1,28,1,2013-11-20T16:03:00
574380000,6.882117,121.849000,108,293,0,2013-11-20T16:11:00
212555000,1.333217,103.549200,0,225,5,2013-11-20T16:06:00
600012500,10.313250,123.931300,0,262,0,2013-11-20T16:11:00
636015827,1.187317,103.700300,0,121,1,2013-11-20T16:06:00
236623000,1.291033,103.745800,0,317,5,2013-11-20T16:11:00
538003332,1.284067,103.759700,0,65,0,2013-11-20T16:11:00
563293000,1.304572,103.694300,0,0,99,2013-11-20T16:05:00
477770900,1.244038,103.473400,3,351,1,2013-11-20T16:12:00
574251000,1.226980,103.642300,3,301,0,2013-11-20T16:08:00
572760000,1.314495,103.650600,0,300,5,2013-11-20T16:11:00
441951000,1.208658,103.883300,96,14,0,2013-11-20T16:11:00
257557000,1.277528,103.898400,1,268,1,2013-11-20T15:45:00
245496000,1.057467,103.904700,0,241,5,2013-11-20T16:12:00
636014308,1.272000,103.929200,1,284,0,2013-11-20T16:10:00
563197000,1.249257,103.650200,0,335,1,2013-11-20T16:11:00
218735000,1.285143,103.769700,0,0,5,2013-11-20T16:11:00
564998000,1.310675,103.636100,1,118,5,2013-11-20T16:11:00
533067600,1.293328,103.673600,0,322,5,2013-11-20T15:57:00
566736000,1.279550,103.751300,0,295,0,2013-11-20T16:10:00
563834000,1.221873,103.638300,1,332,1,2013-11-20T15:37:00
563837000,-5.968978,105.992200,1,40,5,2013-11-20T16:11:00
457542000,1.223162,103.586200,2,2,2,2013-11-20T16:03:00
533019600,1.238598,103.796900,0,356,1,2013-11-20T15:58:00
565968000,1.307728,103.727700,0,339,5,2013-11-20T16:12:00
525645100,1.243880,103.866400,69,88,99,2013-11-20T15:53:00
564627000,1.264983,103.736900,113,222,5,2013-11-20T15:59:00
538003079,1.236422,103.656200,1,347,1,2013-11-20T16:11:00
564521000,1.305952,103.682800,0,48,5,2013-11-20T16:11:00
563003660,1.243770,103.756100,74,85,99,2013-11-20T15:38:00
311493000,7.470161,98.405100,183,146,0,2013-11-20T15:35:00
566385000,1.356488,103.546800,2,330,0,2013-11-20T16:09:00
503440400,-16.920240,145.781800,0,0,99,2013-11-20T16:10:00
357865000,1.263100,103.901100,0,41,1,2013-11-20T16:09:00
563011690,1.306267,103.727500,2,181,99,2013-11-20T16:12:00
565987000,1.239365,103.641700,3,14,1,2013-11-20T16:08:00
312163000,1.306737,103.727600,0,187,99,2013-11-20T16:07:00
566301000,1.238800,103.742800,0,199,0,2013-11-20T16:09:00
566746000,1.196588,103.744700,1,125,0,2013-11-20T16:11:00
240625000,-6.009800,105.956900,3,151,0,2013-11-20T16:10:00
564006000,1.250588,103.597900,4,224,1,2013-11-20T15:58:00
636015155,1.315383,103.648300,0,114,1,2013-11-20T15:51:00
564457000,1.305848,103.753800,1,123,0,2013-11-20T16:04:00
525015931,-3.333727,114.554000,0,254,0,2013-11-20T16:12:00
564524000,5.422387,100.360800,0,130,5,2013-11-20T15:49:00
572623000,1.303385,103.728500,0,2,99,2013-11-20T16:05:00
631918000,1.246883,103.807400,2,341,1,2013-11-20T16:06:00
563126000,1.254417,103.877400,0,102,1,2013-11-20T16:12:00
563023730,1.309865,103.726700,1,326,99,2013-11-20T16:12:00
312811000,1.296962,103.756600,0,353,5,2013-11-20T16:07:00
538090020,1.262672,103.828400,0,195,5,2013-11-20T16:09:00
574001800,10.650330,106.742300,0,140,5,2013-11-20T16:10:00
563011350,1.307875,103.679600,0,0,99,2013-11-20T16:08:00
566867000,1.251668,103.878900,1,226,1,2013-11-20T16:07:00
563330000,1.226332,103.819600,1,164,1,2013-11-20T15:48:00
112,10.231210,123.861400,0,252,8,2013-11-20T16:11:00
503153100,-16.919230,145.781800,0,0,99,2013-11-20T16:04:00
351705000,1.301942,103.727700,0,278,5,2013-11-20T16:08:00
563008910,1.306368,103.727900,1,360,99,2013-11-20T15:37:00
563026490,1.271157,103.854400,1,78,99,2013-11-20T16:11:00
566072000,1.258720,103.870900,1,336,8,2013-11-20T16:12:00
566680000,1.292790,103.694100,0,287,5,2013-11-20T16:07:00
565087000,1.244267,103.586100,0,274,1,2013-11-20T16:10:00
564786000,1.221160,103.715500,1,25,1,2013-11-20T16:11:00
565536000,1.288617,103.764000,0,164,5,2013-11-20T16:12:00
636092267,1.281617,103.771000,0,124,5,2013-11-20T16:10:00
538002745,1.217017,103.643300,1,343,1,2013-11-20T16:10:00
249207000,1.278535,103.692000,0,0,5,2013-11-20T16:12:00
563026530,1.306320,103.697000,1,107,99,2013-11-20T16:00:00
538003256,1.232217,103.686000,0,82,5,2013-11-20T16:06:00
457403000,1.173263,103.957600,1,41,1,2013-11-20T16:06:00
308188000,5.688900,99.974770,71,293,0,2013-11-20T16:11:00
372817000,1.228578,103.441000,120,282,0,2013-11-20T15:21:00
563860000,1.202853,103.814200,76,118,0,2013-11-20T16:10:00
565459000,1.220617,103.728200,1,30,1,2013-11-20T16:02:00
566203000,1.278233,103.644400,0,93,5,2013-11-20T16:10:00
563428000,1.305875,103.727900,1,298,0,2013-11-20T16:09:00
636091192,1.285772,103.757000,0,301,5,2013-11-20T16:07:00
564470000,-6.007942,105.959400,0,196,5,2013-11-20T16:11:00
564762000,1.235728,103.686900,12,248,3,2013-11-20T16:08:00
354262000,1.250930,103.611500,0,83,5,2013-11-20T15:45:00
525002084,-5.871925,105.799200,45,181,0,2013-11-20T15:14:00
477435800,-5.896938,105.986200,2,285,1,2013-11-20T16:11:00
503075600,-16.919590,145.781700,0,302,99,2013-11-20T16:06:00
525016714,-5.964817,105.967900,0,93,0,2013-11-20T16:08:00
457232000,1.305830,103.728200,1,341,99,2013-11-20T16:11:00
563092000,1.265755,103.754700,60,287,0,2013-11-20T16:08:00
372636000,1.305667,103.648300,0,182,5,2013-11-20T15:25:00
563002110,1.286083,103.705400,0,224,99,2013-11-20T16:05:00
574144134,10.309530,123.925100,1,260,5,2013-11-20T16:10:00
564008000,1.219457,103.583700,2,174,1,2013-11-20T15:55:00
564595000,1.295867,103.674300,0,353,99,2013-11-20T16:00:00
566192000,1.234785,103.713500,62,168,0,2013-11-20T16:11:00
563015550,1.306513,103.728100,0,0,99,2013-11-20T16:11:00
90,10.329670,123.976000,0,299,15,2013-11-20T16:11:00
566601000,1.341218,103.552400,1,64,0,2013-11-20T16:11:00
563009570,1.218137,103.616200,0,360,0,2013-11-20T16:02:00
341681000,1.221427,103.805400,3,0,1,2013-11-20T15:58:00
563004670,1.176655,103.843400,37,139,0,2013-11-20T16:09:00
538004464,1.238820,103.896100,0,1,1,2013-11-20T16:08:00
563008750,1.306305,103.727700,0,36,99,2013-11-20T16:10:00
245992000,1.163183,103.936200,1,34,1,2013-11-20T15:23:00
574322000,10.694780,106.751100,0,0,5,2013-11-20T16:10:00
563339000,1.304798,103.728100,0,215,5,2013-11-20T16:04:00
574459000,10.693280,106.759500,0,331,1,2013-11-20T16:09:00
564465000,1.301300,103.755200,0,0,5,2013-11-20T16:01:00
371151000,1.261467,103.561400,1,177,1,2013-11-20T16:01:00
353729000,-12.488350,130.877900,0,331,5,2013-11-20T16:08:00
311182000,-8.728316,115.716400,135,198,0,2013-11-20T15:30:00
563297000,1.307142,103.726800,0,226,8,2013-11-20T16:09:00
525016187,-5.927770,105.993300,0,159,0,2013-11-20T16:10:00
563017840,1.282605,103.703700,1,183,99,2013-11-20T16:10:00
477185100,5.369048,100.364600,0,72,5,2013-11-20T15:51:00
525666999,-5.945718,105.987700,0,0,1,2013-11-20T16:10:00
413800485,0.479070,120.208200,0,0,0,2013-11-20T15:45:00
563781000,1.261593,103.819400,60,258,0,2013-11-20T15:13:00
636092075,6.162217,95.490460,128,102,0,2013-11-20T15:37:00
1016,4.501725,114.916700,0,0,14,2013-11-20T15:53:00
564440000,1.262227,103.841400,43,307,0,2013-11-20T16:11:00
335470002,1.307658,103.726200,0,330,99,2013-11-20T16:11:00
352487000,-5.820250,105.855700,147,28,0,2013-11-20T16:11:00
529182000,1.274202,103.753900,96,133,99,2013-11-20T16:00:00
538003953,1.245217,103.575600,0,71,1,2013-11-20T16:11:00
563022440,1.301717,103.756200,0,360,99,2013-11-20T15:27:00
525001068,-5.869717,105.758200,70,243,0,2013-11-20T16:02:00
564782000,1.266683,103.831200,1,236,0,2013-11-20T16:11:00
319028000,1.217512,103.639800,0,236,1,2013-11-20T16:08:00
636091029,1.245950,103.883400,1,45,1,2013-11-20T16:07:00
576506000,1.315002,103.648000,0,212,5,2013-11-20T16:08:00
563038000,1.238310,103.738400,1,325,5,2013-11-20T16:09:00
525021098,1.306888,103.725400,16,272,99,2013-11-20T15:22:00
